SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
14771,210892,2020,2020-009,"2020-009	IMPACT AID DOCUMENTATION – CFDA 84.041 – MATERIAL WEAKNESS AND NON-COMPLIANCE

Condition: 

Oberon Public School District does not have adequate support documentation for the Impact Aid Grant. Oberon Public School District was unable to substantiate amounts claimed on the applications submitted for Impact Aid Grant including:

•	Basic Impact Aid (7003(b)) and Children with Disabilities (7003(d))
•	Construction (7007(a))

Items unsubstantiated include:

•	Children with Disabilities who reside on eligible Indian lands
•	Children who reside on eligible Indian lands
•	Federally connected children percentage (Federally connected children divided by Total School Enrollment)

Corrective Action Plan:

Oberon Public School District agrees with 2020-009 “Impact Aid Documentation”.  The District will acquire and maintain the proper supporting documentation surrounding the Impact Aid Grant.

Anticipated Completion Date:

Fiscal Year 2020-21
",N,858518,1,,
14772,210892,2020,2020-010,"2020-010	IMPACT AID REVIEW AND APPROVAL – CFDA 84.041 – MATERIAL WEAKNESS

Condition: 

Oberon Public School District does not have its Impact Aid Grant application reviewed and approved by someone other than the preparer prior to submission of the report.

Corrective Action Plan:

Oberon Public School District agrees with 2020-010 “Impact Aid Review and Approval”.   The District will ensure that Impact Aid Grant applications are reviewed and approved by someone other than the preparer, prior to submission.

Anticipated Completion Date:

Fiscal Year 2020-21",N,858518,1,,
14773,210892,2020,2020-008,"2020-008	IMPACT AID BOARD APPROVAL OF EXPENDITURES – CFDA 84.041 – MATERIAL WEAKNESS

Condition:

The Oberon Public School District Board did not have proper board approval for 2 construction invoices, totaling $67,338, out of 21 tested.

Corrective Action Plan: 

Oberon Public School District agrees with number 2020-008  ‘Impact Aid Board Approval of Expenditures”.  The District will review its approval process to ensure that all payments are appropriate and approved by the School Board.

Anticipated Completion Date:

Fiscal Year 2020-21
",N,858518,1,,
27586,248580,2020,2020-001,"Audit Finding Reference:  2020-001                                                                                             
                                                                                                                               
CASA of Tarrant County has designated Director of Grants & Contracts and Administrative Assistant responsible to check the totals and coding of hours worked to ensure time sheets accurately reflect time spent on a grant. Employees and their supervisors will approve their time sheets and forward the approved time sheets to the Administrative Assistant at the beginning of every month. The Administrative Assistant will gather employee time sheets, and the Director of Grants & Contracts will review each time sheet before submitting requests for reimbursement. Director of Grants & Contracts is responsible for accuracy of grant hour coding and for reviewing time sheets prior to requesting reimbursements.                                                                                                                                                                                                                                                          
                                                                                                                               
Name of Contact Person:  Catelyn Devlin, Director of Grants & Contracts, catelyn.devlin@casatc.org",N,895654,1,,
23013,117065,2020,2020-003,"Finding no: 2020-003 

Contact person(s) responsible: Tong Lee, Fiscal Director 

Corrective action planned: Management has begun to implement procedures to ensure that all required financial reports submitted by our program team will be submitted on time.  Before the report submission, the program team must obtain the fiscal team to review and approve these reports.  

Anticipated Completion date: 2/5/2021
",N,870411,1,,
23173,66417,2020,2020-001,"Condition:
Fees related to sale of the Project in the amount of $1,800 were expensed by the property during the period from January 1, 2020 through October 15, 2020 and repayment of this amount did not occur to the Project during the period ended October 15, 2020.
Views of Responsible Officials and Corrective Actions:
We agree with the auditor's comments, and the following action have been taken to improve this situation. The funds have been repaid to the operating account. This payment was similar to other payments made to the appraiser in relation to rent comparability studies which were eligible to be paid from the operating account. It was an administrative over site, as a result of staffing transitions that delayed the repayment of the funds until after the end of the audit period.
Individual(s) responsible for corrective action:
Christie Dade, Housing Development Director
Anticipated completion date:
Funds repaid January 11, 2021 and completed. No further corrective action required.",N,886305,1,,
16605,151978,2020,2020-001,"SIGNIFICANT DEFICIENCY IN INTERNAL CONTROL OVER COMPLIANCE – U.S. DEPARTMENT OF
EDUCATION, PASSED THROUGH MINNESOTA DEPARTMENT OF EDUCATION, SUPPORTING
EFFECTIVE INSTRUCTION STATE GRANTS – CFDA NO. 84.367 AND TITLE I GRANTS TO LOCAL
EDUCATIONAL AGENCIES – CFDA NO. 84.010
2020-001 Internal Control Over Compliance With Federal Allowable Costs Requirements
Finding Summary
2 CFR § 200.302(b)(3) requires Independent School District No. 625 (the District) to
maintain records that adequately identify the source and application of funds for federally
funded activities in accordance with 2 CFR 200 Subpart E – Cost Principles. The District
did not have sufficient controls to assure adequate and timely documentation of time and
effort was created and retained to support salary costs charged to federal programs and
ensure compliance with this requirement.
Corrective Action Plan
Actions Planned – The District will review policies and procedures for maintaining time
and effort documentation for its employees in its federal programs to ensure compliance
with the Uniform Guidance in the future.
Official Responsible – Dr. Kate Wilcox-Harris, Chief Academic Officer.
Planned Completion Date – June 30, 2021.
Disagreement With or Explanation of Finding – The District agrees with this finding.
Plan to Monitor – Marie Schrul, Chief Financial Officer will assure appropriate internal
controls and procedures are updated and in place to ensure adequate time and effort
documentation is maintained to support all employee salaries charged to federal programs
in the future.",N,866780,1,,
16849,250115,2020,2020-003,Management has updated the Sheriff's policies and procedures to require that the Chief Finance Officer will review reimbursement requests to ensure that all amounts requested are allowable with the grant agreement. ,N,869555,1,,
16850,250115,2020,2020-004,Management has updated the Sheriff's policies and procedures to require that the Chief Finance Officer will review reimbursement requests to ensure that all amounts requested are allowable with the grant agreement. ,N,869555,1,,
53702,191213,2020,2020-003,"FINDING 2020-003
Contact Person Responsible for Corrective Action: Camryn Fender, Director of Food Service
Contact Phone Number: 812-279-3521
Views of Responsible Official:
We concur with the audit finding.
Description of Corrective Action Plan:
Internal controls were updated in 2022. North Lawrence Community Schools has been utilizing a separate
account for prepaid amounts since the beginning of 2022.
Anticipated Completion Date:
North Lawrence Community Schools implemented this procedure in 2022.",N,877004,1,,
20218,211781,2020,2020-001,"In reference to our Finding 2020-001 for the June 30, 2020 Single Audit, please find the following Management’s Corrective Action Plan.
Name of Responsible Individual:  Kelly Epting, Chief Financial Officer

Corrective Action Plan:  Foundation management and senior accounting in charge of processing invoices have met with subrecipient controller’s office to assess improvement in timing of receipt of invoices to the Foundation.  A single point of contact has been established with subrecipient to ensure timely receipt of all monthly evidence of federal program expenditures in the form of invoices or otherwise agreed upon by both parties.  Monthly, Foundation receives an accounts receivable report from the subrecipient to agree to Foundation General Ledger. At year end, the Foundation reconciles every program’s federal awards expenditures, cumulative and annual, to the subrecipient’s records.

Anticipated Completion Date:  June 30, 2021

With all corrective actions in place during 2020, management has resolved most of the issues requiring final reconciliation and close out of grants.  Management believes with continued strong internal controls as described above, recognition of expenditures will occur within the appropriate period.  
",N,878199,1,,
16962,250129,2020,2020-002,"Beginning February 1, 2021 Theodore Brannum (Director of Finance and Operations) will provide training to ensure non-cash expenses are excluded from the Form 9 report.",N,869615,1,,
16963,250129,2020,2020-001,"Beginning February 1, 2021 Keesha Green (Office Manager) and Amanda Lee (Receptionist) will ensure improvement of our system in collecting and maintaining documentation to support student enrollment, transfers, and poverty level data.",N,869615,1,,
23203,170685,2020,2020-001,"2020-001 Operating Budget Not approved by Board of Commissioners Before Beginning of Fiscal Year
  
We will implement controls to ensure that operating budgets are approved by the Board of Commissioners before the beginning of the Authority’s fiscal year.

Date of completion:   September 29, 2020
",N,886946,1,,
12087,197095,2020,2020-001,"Finding No. 2020-001 – Segregation of Duties

Management agent and sponsor of project will be responsible for monitoring monthly financial results and accounting information as correction is not practical.
				
				
",N,848597,1,,
12088,197095,2020,2020-002,"Finding No. 2020-002 – Preparation of Financial Statements

Management agent and sponsor will continue to monitor financial reports and accounting information as correction is not practical.				
				
",N,848597,1,,
22314,200256,2020,2020-002,"BAY AREA WDB RESPONSE:
In early January 2021, Jim Golembeski retired following 29 years as Bay Area WDB’s Executive Director and was succeeded by Matt Valiquette who for the previous nine years serviced as Bay Area WDB’s Program Operations Manager.  The new Executive Director along with the new Bay Area WDB Board of Directors Chairman, Charles Dallas, immediately began executing a previously developed “First 100 Days” plan which focused on assessing and evaluating four primary functional areas: 1) Governance relationships and structure; 2.) WDB Staff and Organization; 3.) Programs and Operations; and 4.) Fiscal/Technology.
Some of the early and obvious identified needs for improvement and enhancement centered on talent acquisition, monitoring/compliance, utilization of technology, and organizational strategic planning.  Consequently, the Bay Area WDB recruited and hired a highly experience data and policy analyst whose primary responsibilities focus on WIOA compliance through robust and comprehensive local program and service delivery monitoring.  The Bay Area WDB is also in the final states of recruiting an Accounting Assistant to aid in fiscal monitoring as well as preparing to potentially succeed the current controller Deb Spevacek, who may consider retiring from the workforce in the coming years.
The in-process development of a Comprehensive Local Monitoring Policy was also identified as an immediate need to better coordinate and prioritize sub-recipient monitoring requirements.  Following careful review, the Bay Area WDB is currently revising and preparing for Board of Director discussion and formal approval a comprehensive local monitoring policy adapted from a fellow WDB that has been previously cited as a positive practice.  Pending official Board of Directors approval, it is anticipated the policy will be fully implemented prior to the commencement of Program Year 2020 (July 1, 2021).
",N,865396,1,,
20687,11308,2020,2020-001,"Department of Education
New York Chiropractic College respectfully submits the following corrective action plan for the year ended August 31, 2020.
Audit period: September 1, 2019 - August 31, 2020
The findings from the schedule of findings and questioned costs are discussed below. The findings are numbered consistently with the numbers assigned in the schedule.
FINDINGS—FINANCIAL STATEMENT AUDIT 
No findings over financial statement audit.

FINDINGS—FEDERAL AWARD PROGRAMS AUDITS 
Department of Education
2020-001	Student Financial Assistance Cluster – CFDA No. 84.038
Recommendation: We recommend that the College implement a thorough review process of all third-party servicer contracts to make sure they comply with all Department of Education Rules and Regulations.
Explanation of disagreement with audit finding: There is no disagreement with the audit finding.
Action taken in response to finding: The College executed a contract amendment with its third-party servicer, ECSI, in February 2021 to comply with requirements of 34 CFR 668.25(c).  The College will implement a thorough review process of all its third-party servicer contracts to ensure they comply with all Department of Education Rules and Regulations and will review servicer audit reports annually to identify any findings related to the services provided to the College.
Name(s) of the contact person(s) responsible for corrective action: Sean Anglim
Planned completion date for corrective action plan: April 2021

If the Department of Education has questions regarding this plan, please call Sean Anglim at 315-568-3092.
",N,877899,1,,
24567,250792,2020,2020-001,"BENDNEXT'S RESPONSE: Management believes obtaining the affidavit signed by each applicant is a strong control in
place, and agrees in instances where specific date ranges are provided, to obtain additional information from
applicants to verify that reimbursement has not already been obtained for any expenses for which reimbursement is
requested from BendNEXT.",N,888726,1,,
22206,181374,2020,2020-001,"U.S. Department of Education
Student Financial Aid Cluster:
CFDA 84.007	Federal Supplemental Educational Opportunity Grants
CFDA 84.033	Federal Work-Study Program
CFDA 84.063 	Federal Pell Grant
CFDA 84.268   Federal Direct Student Loans
Federal agency – U.S. Department of Education
Grant Period – Year ended August 31, 2020
Compliance Requirement: Special Tests and Provisions
Criteria: The Gramm-Leach-Bliley Act (Public Law 106-102) (GLBA) requires financial institutions to explain their information sharing practices to their customers and to safeguard sensitive data.  The Federal Trade Commission considers institutions that participate in Title IV Educational Assistance to be financial institutions and subject to GLBA. This finding is based on the requirements for educational institutions participating in the federal awards and education loan program to meet the Federal Trade Commission’s GLBA Safeguards Rule (Title 16, Chapter I, Subchapter C, Part 314).
Condition and Effect: The College has performed a high-level assessment for a number of common information security controls. However, the assessment lacks the expected risk assessment framework and scoring of risk likelihood and impact for all in scope systems, vendors, and data sets.
Cause: The expected documentation supporting the required controls to adequately confirm compliance with GLBA safeguards was not complete.
Effect: Without demonstrable, documented controls supporting compliance with the GLBA
standards for safeguarding the protected data, compliance with the law and the requirements in the
federal PPA may not be assured.
Context: Inquiry and observation of the information received from the College related to compliance with GLBA.
Recommendation: The College should review the GLBA safeguarding rules and as soon as practical implement and document the controls necessary for compliance with the rule, focusing on the completion of a documented, thorough, and standardized risk assessment and management reporting framework. The College should perform comprehensive risk assessments on a regular basis, which is suggested to be at least annually, and at any significant change in infrastructure or business process. 
Contact Person Responsible for Corrective Action Plan: Provost
View of responsible officials: The College is currently in the process of developing the procedures and controls recommended by the auditors.
",N,883033,1,,
34935,252669,2020,2020-001,"In response to the recommendations made in our FY2020 Single Audit, Stewpot Community Services,
Inc. will improve its process of maintaining proper documentation for all federal grant activity and will
implement a periodic review to ensure that the documentation exists and is appropriate. Stewpot
believes that being more attentive to this process and adding a review element, we will better maintain
appropriate documentation to support all federa l expenditures.
The process will include the following steps:
1. The Grants Manager and the RAMP Program Manager will submit RFCs to the Executive Director
for review and signature. RFCs will then be uploaded into the agency's ShareFile for secure file
sharing. (This step is already being done.)
2. All RFCs submitted for payment will be reviewed monthly by the Accounting Manager to ensure
that all documentation is reasonable and accurate. The Accounting Manager will then report
any changes or concerns to the Executive Director.
3. The Executive Director will sign off on the Accounting Manager's report on each month's RFCs.",N,922010,1,,
18607,140543,2020,2020-001,"Corrective Action Plan				Year Ended March 31, 2020

Finding 2020-001: Eligibility Determination and Documentation

Condition:
The Authority failed to obtain, verify, and/or maintain required documentation to indicate participants’ eligibility under the Housing Choice Voucher Program (HCV) in tenants’ files as required under CFR Title 24: Housing and Urban Development. 

Plan:
The Authority has created two positions – Compliance Analyst (CA) - for quality control and training for the HCV Program. One position was filled on September 18, 2017 and the other was filled on November 12, 2018, when the HACC decided it needed more resources for auditing and training. The CA’s primary responsibilities are audits of tenant files and training.  Since the position was created, the CAs have provided weekly trainings to staff on various topics and aspects of the HCV Program. After each training session, staff is required to complete a “test you r knowledge” quiz to determine if the content of the training was learned. Anyone who scores 70% or less has to retake the training and the quiz.  

The CAs have performed file audits on a random sample of all staff’s files, including the new hires. The HACC had a turnover of seven positions in the HCV department this past year, so more upfront training was done to ensure staff had the knowledge necessary to accurately perform the functions of the position. For the existing staff, more emphasis is placed on auditing files where staff has issues with inadequate documentation or incorrect calculations. The CAs review the results of the audits with management and discuss the errors with the staff responsible for the file. Progressive discipline of staff who fails to maintain or correctly process eligibility certifications, annual recertifications, and moves to new units will be implemented as part of the corrective action plan. Checklists will continue to be used. Supervisors will conduct random reviews on the files processed by staff each month. 

Employee Responsible for the CAP:
Sheryl Seiling, Director of Rental Assistance 

Planned Completion Dates for CAP:
March 31, 2021
",N,874185,1,,
18608,140543,2020,2020-002,"Corrective Action Plan				Year Ended March 31, 2020

Finding 2020-002: Selection from the Wait List

Condition:
The Authority failed to obtain, verify, and/or maintain required documentation to indicate compliance with procedures to select new admissions from the wait list as required under CFR Title 24: Housing and Urban Development. 

Plan:
The Program Manager for the team responsible for processing new admissions will review 100% of the new admission files for staff who have been employed by the HACC for 12 months or less. Any deficiencies will be reviewed with staff and additional training will be provided to ensure they fully understand the requirements in processing new admissions. 

For staff who are responsible for processing new admissions and who have been employed with the HACC for over 12 months, at least 50% of the new admission files will be reviewed for accuracy and appropriate documentation. Any deficiencies will be reviewed with the staff and additional training will be provided as necessary. 

The Authority has hired two Compliance Analyst (CA) positions for quality control and training for the HCV Program. The CAs will assist with the file reviews described above as necessary. New hires will complete an extensive training program before they are assigned a caseload. 

The results of the file audits conducted by the CAs will be discussed with management. Progressive discipline of staff who fails to maintain adequate documentation or correctly process new admissions will be implemented as part of the corrective action plan. Checklists will continue to be used. 

Employee Responsible for the CAP:
Sheryl Seiling, Director of Rental Assistance 

Planned Completion Dates for CAP:
March 31, 2021
",N,874185,1,,
39775,164877,2020,2020-013,THE COUNTY WILL GAIN A BETTER UNDERSTANDING OF THE REQUIREMENTS AND IMPLEMENT INTERNAL CONTROL PROCEDURES TO BE COMPLIANCE. ,N,938056,1,,
39776,164877,2020,2020-011,THE COUNTY CLERK AND STAFF HAVE  CONTACTED OTHER CLERKS TO GET BETTER TRAINING AND UNDERSTANDING OF HOW TO PREPARE AND REPORT THE SEFA. WE HAVE ALSO GAINED A BETTER UNDERSTANDING OF THE GOVERNMENT WEBSITE REGARDING ALN NUMBERS AND WHERE TO FIND THEM. ,N,938056,1,,
39777,164877,2020,2020-012,THE COUNTY WILL GAIN A BETTER SENSE OF COMPLAINCE TO ENSURE THE GRANT REQUIREMENTS ARE MET. WE WILL WORK TO ESTABLISH A BETTER INTERNAL CONTROL SYSTEM BY PRACTICING BETTER COMMUNCATION AND INFORMATION AS WELL. ,N,938056,1,,
17869,183261,2020,2020-001,"	The Senior Housing Corporation of East Haddam											
	dba Oak Grove											
	C/O Wildwood Property Management, LLC											
	162 West Street, Suite D											
	Cromwell, CT 06416											
	Tel:  860-398-5425  Fax:  860-398-5429											
	www.wildwoodmgt.com											
												
	CORRECTIVE ACTION PLAN											
												
	January 29, 2021											
												
	U.S. Department of Agriculture, Rural Development											
	Windsor Service Center											
	100 Northfield Drive, 4th Floor											
	Windsor, CT 06095-4729											
												
												
	The Senior Housing Corporation of East Haddam, Inc. respectfully submits the following corrective action plan for the year ended October 31, 2020.											
												
	Name and address of independent public accounting firm:											
												
	Alan J. Tucker											
	Certified Public Accountant											
	26 Honey Hill Rd.											
	Norwalk, CT 06851											
												
	Audit Period:											
												
	Year ended October 31, 2020.											
												
	The findings from the Schedule of Findings and Questioned Costs for the year ended October 31, 2020 are discussed below.  The finding is numbered consistently with the numbers assigned in the Schedule.  Section A of the Schedule, Summary of Auditor's Results and Section B, Findings - Financial Statements Audit, do not include findings and are not addressed.											
												
	SECTION C.  FINDINGS AND QUESTIONED COSTS - MAJOR FEDERAL AWARD PROGRAMS AUDIT:											
												
	U.S. DEPARTMENT OF AGRICULTURE - RURAL DEVELOPMENT											
												
	FINDING NO. 2020-001: Rural Rental Housing Loans, CFDA 10.415											
												
	     Recommendation: As soon as operating funds are available the underfunding should be transferred to the replacement reserve account.											
												
	     Action taken:  On November 20, 2020 $4,500 of the past due funding was deposited into the replacement reserve account.  On November 25, 2020 the balance of the past due funding was deposited into the replacement reserve account.											
												
												
												
												
	Johanne L'Italien											
	Controller											
	Wildwood Property Management, LLC											
	162 West Street, suite D											
	Cromwell, CT 06416											
	860-398-5425											
	www.wildwoodmgt.com											
												
												
												
					          Hearing Impaired Use							
					              1-800-842-9709							
				  This institution is an equal opportunity provider and employer.								
",N,873481,1,,
35544,247554,2020,2020-004," Finding 2020-4:  Late Deposits to Residual Receipts and Remittance of Excess to HUD (Noncompliance).

Criteria:  Surplus cash, as calculated in the REAC report, must be deposited into the Residual Receipts Reserve and balances in excess of $250 per unit must be remitted to HUD within 90 days of the Organization’s year end.

Condition:  The Organization’s surplus cash calculations from 2016, 2017, 2018, 2019, and 2020 indicate balances in excess totaling $33,506, which were not remitted to HUD account within the specified time frame.

Cause:  The Organization has not remitted balances in excess because their HUD representative has not requested them to do so. 

Effect:  The Organization’s surplus cash calculations from 2016, 2017, 2018, and 2019 indicate balances in excess totaling $33,506, which were not remitted to HUD within the specified time frame.

Repeat Finding:  2017-6, 2018-6, 2019-4

Recommendation:  Management should implement procedures to ensure that surplus cash is deposited into the Residual Receipts Reserve and that balances in excess of $250 per unit are timely remitted to HUD. 

Corrective Action Plan: Management will contact HUD to coordinate remediation efforts and will implement procedures to ensure that future surplus cash is deposited into the Residual Receipts Reserve within 90 days of the Organization’s year end.

",N,926625,1,,
35545,247554,2020,2020-003,"Finding 2020-03:  Late Filing of Reports (Noncomplaince).

Criteria:  The Organization is subject to various reporting requirements with deadlines established by respective agencies.  Significant requirements include submitting a single audit to the federal government’s Office of Management and Budget, submitting an audit to the Utah State Auditor’s Office, submitting annual financial information and certifications through the Department of Housing and Urban Development’s (HUD) Financial Assessment Subsystem, filing a Form 990 with the federal government’s Internal Revenue Service, and filing quarterly 941s with the Internal Revenue Service.

Condition:  The Organization did not timely file significant reports.  Late reports included reporting for the Utah State Auditor’s Office (2019 and 2020), financial information and certifications for HUD (2018, 2019, and 2020), and Internal Revenue Service forms 941 (2020, two quarters).

Cause:  The Organization has not adequately assigned implementation and monitoring responsibilities for planning, preparing for, and meeting its reporting obligations.  

Effect:  The Organization’s reports with multiple agencies have been submitted late and could result in future restrictions or limitations.

Repeat Finding:  2017-5, 2018-5, 2019-3

Recommendation:  Management must assign responsibility for implementation and monitoring to appropriate and competent individuals.  The Organization should invest additional time and resources in personnel and processes to ensure that significant reporting requirements are met on a timely basis. 

Corrective Action Plan:   Management agrees with the finding.  Management will assign responsibility for implementation and monitoring of important reporting to appropriate and competent individuals.  They will invest time and resources to ensure that significant reporting requirements are understood and met on a timely basis.
",N,926625,1,,
