ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
33130930,119557202017,2020,119557,17,93.917,COVID-19 HIV CARE FORMULA GRANTS,2035,N,,,,,,N,93,917,942210447,93,,,,N,0,,0,COVID-19,,N,,215761,0,,HIV CARE FORMULA GRANTS
33130915,11955720202,2020,119557,2,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS & CHILDREN (WIC)",361664,N,,,,,,N,10,557,942210447,10,,,,N,0,,0,,,N,,1340632,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
33130916,11955720203,2020,119557,3,93.224,CONSOLIDATED HEALTH CENTERS,6371477,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130917,11955720204,2020,119557,4,93.224,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROG.,110000,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130918,11955720205,2020,119557,5,93.224,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROG.,167000,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130919,11955720206,2020,119557,6,93.224,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROG.,86823,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130920,11955720207,2020,119557,7,93.224,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROG.,185386,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130921,11955720208,2020,119557,8,93.224,CONSOLIDATED HEALTH CENTERS,582100,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
33130922,11955720209,2020,119557,9,93.224,COVID-19 EXPANDING CAPACITY FOR CORONAVIRUS,172168,Y,,,,,,Y,93,224,942210447,93,U,,,N,0,,0,COVID-19,HEALTH CENTER PROGRAM CLUSTER,N,,8248002,8248002,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
32534924,13047720201,2020,130477,1,47.076,EDUCATION AND HUMAN RESOURCES,19062,N,,,,,,N,47,076,860287804,47,,,,N,0,,0,,,N,,19062,0,,EDUCATION AND HUMAN RESOURCES
32534942,13047720202,2020,130477,2,59.037,SMALL BUSINESS DEVELOPMENT CENTERS,81794,N,,,,,,N,59,037,860287804,59,,,,N,0,,0,,,N,,81794,0,,SMALL BUSINESS DEVELOPMENT CENTERS
32534943,13047720203,2020,130477,3,84.007,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS,138750,Y,,,,,,Y,84,007,860287804,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,138750,9850985,,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS
32534944,13047720204,2020,130477,4,84.033,FEDERAL WORK-STUDY PROGRAM,131536,Y,,,,,,Y,84,033,860287804,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,131536,9850985,,FEDERAL WORK-STUDY PROGRAM
32534945,13047720205,2020,130477,5,84.063,FEDERAL PELL GRANT PROGRAM,6789857,Y,,,,,,Y,84,063,860287804,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,6789857,9850985,,FEDERAL PELL GRANT PROGRAM
32534946,13047720206,2020,130477,6,84.268,FEDERAL DIRECT STUDENT LOANS,2790842,Y,,,,,,Y,84,268,860287804,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,2790842,9850985,,FEDERAL DIRECT STUDENT LOANS
32534947,13047720207,2020,130477,7,84.425,EDUCATION STABILIZATION FUND,1933935,Y,,,,,,Y,84,425,860287804,84,U,,,N,0,,0,,,N,,1933935,0,,EDUCATION STABILIZATION FUND
32534948,13047720208,2020,130477,8,84.002,ADULT EDUCATION - BASIC GRANTS TO STATES,313631,N,,,,,,N,84,002,860287804,84,,,,N,0,,0,,,N,,313631,0,,ADULT EDUCATION - BASIC GRANTS TO STATES
32534978,13047720209,2020,130477,9,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,262234,N,,,,,,N,84,048,860287804,84,,,,N,0,,0,,,N,,262234,0,,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES
32254861,15027420201,2020,150274,1,10.555,NATIONAL SCHOOL LUNCH PROGRAM,212702,Y,,,,,,N,10,555,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,2338542,3003283,,NATIONAL SCHOOL LUNCH PROGRAM
32254912,150274202010,2020,150274,10,10.558,CHILD AND ADULT CARE FOOD PROGRAM,79056,N,,,,,,N,10,558,381678660,10,,,,N,0,,0,,,N,,116186,0,,CHILD AND ADULT CARE FOOD PROGRAM
32254915,150274202011,2020,150274,11,10.558,CHILD AND ADULT CARE FOOD PROGRAM,17095,N,,,,,,N,10,558,381678660,10,,,,N,0,,0,,,N,,116186,0,,CHILD AND ADULT CARE FOOD PROGRAM
32254919,150274202012,2020,150274,12,10.558,CHILD AND ADULT CARE FOOD PROGRAM,19132,N,,,,,,N,10,558,381678660,10,,,,N,0,,0,,,N,,116186,0,,CHILD AND ADULT CARE FOOD PROGRAM
32254920,150274202013,2020,150274,13,10.558,CHILD AND ADULT CARE FOOD PROGRAM,903,N,,,,,,N,10,558,381678660,10,,,,N,0,,0,,,N,,116186,0,,CHILD AND ADULT CARE FOOD PROGRAM
32254922,150274202014,2020,150274,14,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,915275,N,,,,,,N,84,010,381678660,84,,,,N,0,,0,,,N,,915275,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32254982,150274202015,2020,150274,15,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,52342,N,,,,,,N,84,424,381678660,84,,,,N,0,,0,,,N,,52342,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
32254985,150274202016,2020,150274,16,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,216132,N,,,,,,N,84,367,381678660,84,,,,N,0,,0,,,N,,216132,0,,IMPROVING TEACHER QUALITY STATE GRANTS
32254991,150274202017,2020,150274,17,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,3512,N,,,,,,N,84,365,381678660,84,,,,N,0,,0,,,N,,114524,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
32254992,150274202018,2020,150274,18,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,111012,N,,,,,,N,84,365,381678660,84,,,,N,0,,0,,,N,,114524,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
32254995,150274202019,2020,150274,19,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,576551,N,,,,,,N,84,287,381678660,84,,,,N,0,,54946,,,Y,,1484372,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32254868,15027420202,2020,150274,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,1036008,Y,,,,,,N,10,555,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,2338542,3003283,,NATIONAL SCHOOL LUNCH PROGRAM
32254996,150274202020,2020,150274,20,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,531013,N,,,,,,N,84,287,381678660,84,,,,N,0,,28502,,,Y,,1484372,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32255002,150274202021,2020,150274,21,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,203239,N,,,,,,N,84,287,381678660,84,,,,N,0,,13749,,,Y,,1484372,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32255008,150274202022,2020,150274,22,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,93878,N,,,,,,N,84,287,381678660,84,,,,N,0,,15889,,,Y,,1484372,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32255049,150274202026,2020,150274,26,93.778,MEDICAL ASSISTANCE PROGRAM,23005,N,,,,,,N,93,778,381678660,93,,,,N,0,,0,,,N,,23005,0,,MEDICAL ASSISTANCE PROGRAM
32255042,150274202023,2020,150274,23,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,79691,N,,,,,,N,84,287,381678660,84,,,,N,0,,8184,,,Y,,1484372,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32255045,150274202024,2020,150274,24,84.027,SPECIAL EDUCATION_GRANTS TO STATES,1116911,N,,,,,,N,84,027,381678660,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,1116911,1158999,,SPECIAL EDUCATION_GRANTS TO STATES
32255047,150274202025,2020,150274,25,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,42088,N,,,,,,N,84,173,381678660,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,42088,1158999,,SPECIAL EDUCATION_PRESCHOOL GRANTS
32254871,15027420203,2020,150274,3,10.555,NATIONAL SCHOOL LUNCH PROGRAM,276621,Y,,,,,,N,10,555,381678660,10,U,,,N,0,,0,COVID-19,CHILD NUTRITION CLUSTER,N,,2338542,3003283,,NATIONAL SCHOOL LUNCH PROGRAM
32254874,15027420204,2020,150274,4,10.555,NATIONAL SCHOOL LUNCH PROGRAM,535744,Y,,,,,,N,10,555,381678660,10,U,,,N,0,,0,COVID-19,CHILD NUTRITION CLUSTER,N,,2338542,3003283,,NATIONAL SCHOOL LUNCH PROGRAM
32254876,15027420205,2020,150274,5,10.555,NATIONAL SCHOOL LUNCH PROGRAM,277467,Y,,,,,,N,10,555,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,2338542,3003283,,NATIONAL SCHOOL LUNCH PROGRAM
32254877,15027420206,2020,150274,6,10.553,SCHOOL BREAKFAST PROGRAM,503138,Y,,,,,,N,10,553,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,634439,3003283,,SCHOOL BREAKFAST PROGRAM
32254878,15027420207,2020,150274,7,10.553,SCHOOL BREAKFAST PROGRAM,131301,Y,,,,,,N,10,553,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,634439,3003283,,SCHOOL BREAKFAST PROGRAM
32254910,15027420208,2020,150274,8,10.559,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN,27942,Y,,,,,,N,10,559,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,30302,3003283,,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN
32254911,15027420209,2020,150274,9,10.559,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN,2360,Y,,,,,,N,10,559,381678660,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,30302,3003283,,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN
33758027,15651520201,2020,156515,1,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,3558133,Y,,,,,,Y,93,558,226002430,93,U,,,N,0,,0,,477 CLUSTER,N,,3558133,3558133,,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
33758036,156515202010,2020,156515,10,93.568,LOW-INCOME HOME ENERGY ASSISTANCE,25482,N,,,,,,Y,93,568,226002430,93,,,,N,0,,0,,,N,,25482,0,,LOW-INCOME HOME ENERGY ASSISTANCE
33758028,15651520202,2020,156515,2,93.667,SOCIAL SERVICES BLOCK GRANT,756695,Y,,,,,,Y,93,667,226002430,93,U,,,N,0,,0,,,N,,756695,0,,SOCIAL SERVICES BLOCK GRANT
33758029,15651520203,2020,156515,3,93.563,CHILD SUPPORT ENFORCEMENT,1722558,N,,,,,,Y,93,563,226002430,93,,,,N,0,,0,,,N,,1722558,0,,CHILD SUPPORT ENFORCEMENT
33758030,15651520204,2020,156515,4,93.778,MEDICAL ASSISTANCE PROGRAM,6562307,N,,,,,,Y,93,778,226002430,93,,,,N,0,,0,,MEDICAID CLUSTER,N,,6562307,6562307,,MEDICAL ASSISTANCE PROGRAM
33758031,15651520205,2020,156515,5,93.767,CHILDREN'S HEALTH INSURANCE PROGRAM,145906,N,,,,,,Y,93,767,226002430,93,,,,N,0,,0,,,N,,145906,0,,CHILDREN'S HEALTH INSURANCE PROGRAM
33758032,15651520206,2020,156515,6,10.561,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM,4753319,N,,,,,,Y,10,561,226002430,10,,,,N,0,,0,,SNAP CLUSTER,N,,4753319,4753319,,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
33758033,15651520207,2020,156515,7,21.019,CORONAVIRUS RELIEF FUND,449778,Y,,,,,,Y,21,019,226002430,21,U,,,N,0,,0,,,N,,508136,0,,CORONAVIRUS RELIEF FUND
33758034,15651520208,2020,156515,8,21.019,CARES ACT,58358,Y,,,,,,Y,21,019,226002430,21,U,,,N,0,,0,,,N,,508136,0,,CORONAVIRUS RELIEF FUND
33758035,15651520209,2020,156515,9,97.036,FEMA PUBLIC ASSISTANCE PROGRAM (COVID-19),35341,N,,,,,,Y,97,036,226002430,97,,,,N,0,,0,,,N,,35341,0,,DISASTER GRANTS - PUBLIC ASSISTANCE (PRESIDENTIALLY DECLARED DISASTERS)
32490941,17074620201,2020,170746,1,10.553,SCHOOL BREAKFAST PROGRAM,1666910,Y,,,,,,N,10,553,576000341,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,1666910,5670744,,SCHOOL BREAKFAST PROGRAM
32490950,170746202010,2020,170746,10,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,21897,N,,,,,,N,84,010,576000341,84,,,,N,0,,0,,,N,,4377385,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32490951,170746202011,2020,170746,11,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,128927,N,,,,,,N,84,010,576000341,84,,,,N,0,,0,,,N,,4377385,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32490952,170746202012,2020,170746,12,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,46327,N,,,,,,N,84,010,576000341,84,,,,N,0,,0,,,N,,4377385,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32490953,170746202013,2020,170746,13,84.027,SPECIAL EDUCATION_GRANTS TO STATES,113825,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490954,170746202014,2020,170746,14,84.027,SPECIAL EDUCATION_GRANTS TO STATES,87623,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490955,170746202015,2020,170746,15,84.027,SPECIAL EDUCATION_GRANTS TO STATES,2324686,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490956,170746202016,2020,170746,16,84.027,SPECIAL EDUCATION_GRANTS TO STATES,16696,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490957,170746202017,2020,170746,17,84.027,SPECIAL EDUCATION_GRANTS TO STATES,16486,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490958,170746202018,2020,170746,18,84.027,SPECIAL EDUCATION_GRANTS TO STATES,83396,N,,,,,,N,84,027,576000341,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,2642712,2642712,,SPECIAL EDUCATION_GRANTS TO STATES
32490959,170746202019,2020,170746,19,84.002,ADULT EDUCATION - BASIC GRANTS TO STATES,8116,N,,,,,,N,84,002,576000341,84,,,,N,0,,0,,,N,,240555,0,,ADULT EDUCATION - BASIC GRANTS TO STATES
32490942,17074620202,2020,170746,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,3539238,Y,,,,,,N,10,555,576000341,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,4003834,5670744,,NATIONAL SCHOOL LUNCH PROGRAM
32490960,170746202020,2020,170746,20,84.002,ADULT EDUCATION - BASIC GRANTS TO STATES,232439,N,,,,,,N,84,002,576000341,84,,,,N,0,,0,,,N,,240555,0,,ADULT EDUCATION - BASIC GRANTS TO STATES
32490961,170746202021,2020,170746,21,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,22396,N,,,,,,N,84,048,576000341,84,,,,N,0,,0,,,N,,138161,0,,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES
32490962,170746202022,2020,170746,22,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,115765,N,,,,,,N,84,048,576000341,84,,,,N,0,,0,,,N,,138161,0,,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES
32490963,170746202023,2020,170746,23,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,4025,N,,,,,,N,84,365,576000341,84,,,,N,0,,0,,,N,,4025,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
32490964,170746202024,2020,170746,24,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,85041,N,,,,,,N,84,367,576000341,84,,,,N,0,,0,,,N,,540983,0,,IMPROVING TEACHER QUALITY STATE GRANTS
32490965,170746202025,2020,170746,25,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,455942,N,,,,,,N,84,367,576000341,84,,,,N,0,,0,,,N,,540983,0,,IMPROVING TEACHER QUALITY STATE GRANTS
32490966,170746202026,2020,170746,26,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,253646,N,,,,,,N,84,424,576000341,84,,,,N,0,,0,,,N,,253646,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
32490967,170746202027,2020,170746,27,84.425,EDUCATION STABILIZATION FUND,42840,N,,,,,,N,84,425,576000341,84,,,,N,0,,0,,,N,,42840,0,,EDUCATION STABILIZATION FUND
32490968,170746202028,2020,170746,28,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,51292,N,,,,,,N,84,287,576000341,84,,,,N,0,,0,,,N,,51292,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
32490945,17074620205,2020,170746,5,10.579,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY,24300,N,,,,,,N,10,579,576000341,10,,,,N,0,,0,,,N,,24300,0,,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY
32490969,170746202029,2020,170746,29,12.357,ROTC LANGUAGE AND CULTURE TRAINING GRANTS,293699,N,,,,,,N,12,357,576000341,12,,,,N,0,,0,,,N,,293699,0,,ROTC LANGUAGE AND CULTURE TRAINING GRANTS
32490943,17074620203,2020,170746,3,10.555,NATIONAL SCHOOL LUNCH PROGRAM,464596,Y,,,,,,N,10,555,576000341,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,4003834,5670744,,NATIONAL SCHOOL LUNCH PROGRAM
32490944,17074620204,2020,170746,4,10.582,FRESH FRUIT AND VEGETABLE PROGRAM,203043,Y,,,,,,N,10,582,576000341,10,U,,,N,0,,0,,,N,,203043,0,,FRESH FRUIT AND VEGETABLE PROGRAM
32490946,17074620206,2020,170746,6,17.259,WIA YOUTH ACTIVITIES,203718,N,,,,,,N,17,259,576000341,17,,,,N,0,,0,,,N,,267895,0,,WIA YOUTH ACTIVITIES
32490947,17074620207,2020,170746,7,17.259,WIA YOUTH ACTIVITIES,64177,N,,,,,,N,17,259,576000341,17,,,,N,0,,0,,,N,,267895,0,,WIA YOUTH ACTIVITIES
32490948,17074620208,2020,170746,8,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,1080979,N,,,,,,N,84,010,576000341,84,,,,N,0,,0,,,N,,4377385,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32490949,17074620209,2020,170746,9,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,3099255,N,,,,,,N,84,010,576000341,84,,,,N,0,,0,,,N,,4377385,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
33000849,17190620201,2020,171906,1,14.850,PUBLIC AND INDIAN HOUSING,1384316,Y,,,,,,Y,14,850,626002610,14,U,,,N,0,,0,,,N,,1384316,0,,PUBLIC AND INDIAN HOUSING
33000850,17190620202,2020,171906,2,14.872,PUBLIC HOUSING CAPITAL FUND,884028,N,,,,,,Y,14,872,626002610,14,,,,N,0,,0,,,N,,884028,0,,PUBLIC HOUSING CAPITAL FUND
32456413,174775202012,2020,174775,12,84.358,RURAL EDUCATION,21922,N,,,,,,N,84,358,746001710,84,,,,N,0,,0,,,N,,21922,0,,RURAL EDUCATION
