ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1393319,1660252020,2020,166025,06/30/2020 00:00:00,S,A,,N,936002288,,N,,COLUMBIA COUNTY,230 STRAND ST,,ST HELENS,OR,97051,LOUISE KALSTROM,FINANCE DIRECTOR,5033977252,,LOUISE.KALLSTROM@COLUMBIACOUNTYOR.GOV,02/09/2022 16:39:52,LOUISE KALLSTROM-FINANCE DIRECTOR,"PAULY ROGERS, CPAS",12700 SW 72ND ST,,TIGARD,OR,97223,TRACY JONES,SENIOR ASSOCIATE,5036202632,,TRACYJ@RASCPAS.COM,09/14/2021 14:35:00,,O,,U,N,N,N,N,U,750000,Y,,3707216,,N,N,N,N,N,N,,15,02/09/2022 00:00:00,02/11/2022 01:30:04,,N,100,1,x00,02/09/2022 00:00:00,,N,LOUISE KALLSTROM,FINANCE DIRECTOR,02/09/2022 00:00:00,930936123,N,,N,N,,,,,State,UG,,,,,,07/01/2019 00:00:00,,,,US
1365475,1760632020,2020,176063,06/30/2020 00:00:00,S,A,,Y,546001290,,Y,069372647,"COUNTY OF FREDERICK, VIRGINIA",107 NORTH KENT STREET,,WINCHESTER,VA,22601,CHERYL SHIFFLER,FINANCIAL DIRECTOR,5406655610,,CSHIFFLE@FCVA.US,02/02/2021 10:37:01,CHERYL SHIFFLER-FINANCE DIRECTOR,"ROBINSON, FARMER, COX ASSOCIATES",PO BOX 6580,,CHARLOTTESVILLE,VA,22906,DAVID FOLEY,MEMBER,4349738314,,DFOLEY@RFCA.COM,02/02/2021 09:19:07,,O,,U,N,N,N,N,U,750000,Y,,16583847,,N,N,N,N,N,N,,93,02/02/2021 00:00:00,02/04/2021 01:30:04,,N,100,1,x00,02/02/2021 00:00:00,,N,CHERYL SHIFFLER,FINANCE DIRECTOR,02/02/2021 00:00:00,541896113,N,,N,N,,,,,Local government,UG,,02/07/2021 11:50:41,02/11/2021 10:35:11,N,G,07/01/2019 00:00:00,,,,US
1353569,1616012020,2020,161601,06/30/2020 00:00:00,S,A,,N,566001163,,N,079056420,CITY OF ALBEMARLE,144 NORTH SECOND STREET,,ALBEMARLE,NC,28001,COLLEEN CONROY,FINANCE DIRECTOR,7049849446,,CCONROY@CI.ALBEMARLE.NC.US,12/18/2020 16:21:58,COLLEEN CONROY-DIRECTOR OF FINANCE,"MARTIN STARNES & ASSOCIATES, CPAS, P.A.",730 13TH AVENUE DRIVE SE,,HICKORY,NC,28602,ERICA BROWN,PARTNER,8283272727,,JALLEN@MARTINSTARNES.COM,12/17/2020 14:57:08,,O,,U,N,N,N,N,U,750000,Y,,7316603,,N,N,N,N,N,N,,14,12/18/2020 00:00:00,12/27/2020 01:30:04,,N,200,1,x00,12/18/2020 00:00:00,,N,COLLEEN CONROY,DIRECTOR OF FINANCE,12/18/2020 00:00:00,561761202,N,,N,N,,,,,Local government,UG,,,,,,07/01/2019 00:00:00,,,,US
1375778,113082020,2020,11308,08/31/2020 00:00:00,S,A,,N,131916574,,N,078606324,NEW YORK CHIROPRACTIC COLLEGE,2360 STATE ROUTE 89,,SENECA FALLS,NY,13148,SEAN ANGLIM,VP FINANCE & ADMINISTRATIVE SERVICES,3155683092,,SANGLIM@NYCC.EDU,04/08/2021 13:12:34,SEAN ANGLIM-VP FINANCE,CLIFTONLARSONALLEN LLP,"610 W. GERMANTOWN PIKE, SUITE 400",,PLYMOUTH MEETING,PA,19462,"DAVID JACOBSON, CPA",PRINCIPAL,2156433900,,DAVID.JACOBSON@CLACONNECT.COM,04/08/2021 12:58:18,,O,,U,N,N,N,N,U,750000,Y,,26039121,,Y,N,N,Y,N,N,,84,04/08/2021 00:00:00,04/14/2021 01:30:04,,N,904,1,x84x00,04/08/2021 00:00:00,,N,SEAN ANGLIM,VP FINANCE,04/08/2021 00:00:00,410746749,N,,N,Y,,,,,Institution of higher education (IHE),UG,01227700,04/16/2021 12:57:53,04/22/2021 07:01:25,S,B,09/01/2019 00:00:00,,,,US
1356256,591252020,2020,59125,09/30/2020 00:00:00,S,A,,N,391043639,,N,,NORTHPORT APARTMENTS CORPORATION,3744 W. GREENTREE ROAD,,MILWAUKEE,WI,53209,COLLEEN KUMROW,ACCOUNTANT,4143527142,,KUMROWC@EXECPC.COM,01/06/2021 16:14:26,COLLEEN KUMROW-ACCOUNTANT,"CLIFTONLARSONALLEN, LLP","10401 W INNOVATION DRIVE, SUITE 300",,WAUWATOSA,WI,53226,JAKE LENELL,PRINCIPAL,4144761880,,JAKE.LENELL@CLACONNECT.COM,01/06/2021 15:44:29,,O,,U,N,N,N,N,U,750000,Y,,1311053,,N,N,N,N,N,N,,14,01/06/2021 00:00:00,01/08/2021 01:30:03,,N,903,1,x00,01/06/2021 00:00:00,,N,COLLEEN KUMROW,ACCOUNTANT,01/06/2021 00:00:00,410746749,N,,N,N,,,,,State,UG,,01/17/2021 11:31:38,01/21/2021 10:42:36,,N,10/01/2019 00:00:00,,,,US
1385976,2510062020,2020,251006,12/31/2020 00:00:00,S,A,,N,316402784,,N,130756708,GENOA TOWNSHIP,5111 S. OLD 3C HIGHWAY,,WESTERVILLE,OH,43082,PATRICK MYERS,FISCAL OFFICER,6148951126,,PMYERS@GENOATWP.COM,09/01/2021 12:04:39,PATRICK MYERS-FISCAL OFFICER,"JULIAN & GRUBE, INC.",333 COUNTY LINE ROAD WEST,,WESTERVILLE,OH,43082,"NICHOLAS CHISEK, CPA",PARTNER,6148461899,,NCHISEK@JGINC.BIZ,08/25/2021 14:12:09,,O,,S,Y,N,N,N,U,750000,N,,1003979,,N,N,N,N,N,N,,93,09/01/2021 00:00:00,09/03/2021 01:30:04,,N,888,1,x00,09/01/2021 00:00:00,,N,PATRICK MYERS,FISCAL OFFICER,09/01/2021 00:00:00,311440367,N,,Y,N,REGULATORY,N,U,,Local government,UG,,,,,,01/01/2020 00:00:00,,,,US
1394496,2511742020,2020,251174,06/30/2020 00:00:00,S,A,,N,455307975,,N,081167503,PORTLAND RECOVERY COMMUNITY CENTER,102 BISHOP STREET,,PORTLAND,ME,04103,LESLIE CLARK,EXECUTIVE DIRECTOR,2075532575,,LESLIE@PORTLANDRECOVERY.ORG,09/29/2021 11:15:43,LESLIE CLARK-LESLIE CLARK,THE SWANSON GROUP LLC,838 MAIN STREET,,WESTBROOK,ME,04038,TABITHA SWANSON,CEO,2073703490,,TABITHA@YOURMAINECPA.COM,09/29/2021 07:51:49,,O,,U,N,N,N,N,U,750000,N,,814559,,N,N,N,N,N,N,,16,09/29/2021 00:00:00,10/05/2021 01:30:03,,N,888,1,x00,09/29/2021 00:00:00,,N,LESLIE CLARK,LESLIE CLARK,09/29/2021 00:00:00,461374001,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2019 00:00:00,,,,US
1368293,1170652020,2020,117065,09/30/2020 00:00:00,S,A,,N,930806295,,N,107957516,IRCO (IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION),10301 N.E. GLISAN STREET,,PORTLAND,OR,97220,TONG LEE,FISCAL DIRECTOR,5032341541,,TONGL@IRCO.ORG,06/15/2021 14:05:47,TONG LEE-CFO,GARY MCGEE & CO. LLP,"1000 S.W. BROADWAY, SUITE 1200",,PORTLAND,OR,97205,GARY MCGEE,MANAGING PARTNER,5032222515,,,06/09/2021 10:26:13,,O,,U,Y,N,N,N,U,750000,Y,,4042820,,N,N,N,Y,N,N,,93,06/15/2021 00:00:00,06/19/2021 01:30:05,,N,908,1,x00,06/15/2021 00:00:00,,N,TONG LEE,CFO,06/15/2021 00:00:00,274363029,N,,Y,N,,,,,Non-profit,UG,,06/19/2021 11:16:23,06/24/2021 07:07:04,N,G,10/01/2019 00:00:00,,,,US
1365437,1925872020,2020,192587,06/30/2020 00:00:00,S,A,,N,942864814,,N,082913567,EAST SIDE UNION HIGH SCHOOL DISTRICT,830 NORTH CAPITAL AVENUE,,SAN JOSE,CA,95133,SILVIA PELAYO,DIRECTOR OF FINANCE,4083475220,,PELAYOS@ESUHSD.ORG,02/18/2021 15:11:54,SILVIA PELAYO-DIRECTOR OF FINANCE,EIDE BAILLY LLP,4040 CAMPBELL AVENUE STE 200,,MENLO PARK,CA,940251053,AHMAD GHARAIBEH,PARTNER,6505223400,,AGHARAIBEH@EIDEBAILLY.COM,02/18/2021 23:54:52,,O,,U,N,N,N,N,U,750000,Y,,16732181,,N,N,N,N,N,N,,12,02/18/2021 00:00:00,02/20/2021 01:30:03,,N,505,1,x00,02/18/2021 00:00:00,,N,SILVIA PELAYO,DIRECTOR OF FINANCE,02/18/2021 00:00:00,450250958,N,,N,N,,,,,Local government,UG,,02/24/2021 11:59:49,02/25/2021 10:30:46,N,G,07/01/2019 00:00:00,,,,US
1361307,472212020,2020,47221,06/30/2020 00:00:00,S,A,,N,356005615,,N,094580537,"CARDINAL SERVICES, INC. OF INDIANA",504 N BAY DRIVE,,WARSAW,IN,46580,LEANNE FORD,CFO,5743711360,,LEANNE.FORD@CARDINALSERVICES.ORG,12/28/2020 08:55:44,LEANNE FORD-CHIEF FINANCIAL OFFICER,"BLUE & CO., LLC","500 N. MERIDIAN STREET, SUITE 200",,INDIANAPOLIS,IN,46204,ALAN PARKS,DIRECTOR,3177137938,,APARKS@BLUEANDCO.COM,12/22/2020 18:10:37,,O,,U,Y,N,N,N,U,750000,Y,,2691999,,N,N,N,N,N,N,,93,12/28/2020 00:00:00,12/31/2020 01:30:04,,N,908,1,x00,12/28/2020 00:00:00,,N,LEANNE FORD,CHIEF FINANCIAL OFFICER,12/28/2020 00:00:00,351178661,N,,Y,N,,,,,Non-profit,UG,,,,,,07/01/2019 00:00:00,,,,US
1366346,1304772020,2020,130477,06/30/2020 00:00:00,S,A,,N,860287804,,N,070259874,MOHAVE COUNTY COMMUNITY COLLEGE DISTRICT,1971 JAGERSON AVE.,,KINGMAN,AZ,86409,DEBBY FRAIN,CONTROLLER,9286923084,,DFRAIN@MOHAVE.EDU,01/27/2021 10:13:40,DEBBY FRAIN-CONTROLLER,"CWDL, CERTIFIED PUBLIC ACCOUNTANTS","5151 MURPHY CANYON RD., STE135",,SAN DIEGO,CA,92123,JOHN DOMINGUEZ,PARTNER,8555652700,,JDOMINGUEZ@CWDLCPA.COM,02/03/2021 10:10:56,,O,,U,N,N,N,N,U,750000,N,,12461641,,N,N,N,N,N,N,,84,02/03/2021 00:00:00,02/06/2021 01:30:05,,N,504,1,x00,02/03/2021 00:00:00,,N,DEBBY FRAIN,CONTROLLER,02/03/2021 00:00:00,900916070,N,,N,N,,,,,Local government,UG,01186400,02/03/2021 15:32:31,02/04/2021 12:38:36,N,B,07/01/2019 00:00:00,,,,US
1371921,2296102020,2020,229610,06/30/2020 00:00:00,S,A,,N,223241609,,N,,"MERRIMACK VALLEY FOOD BANK, INC.",735 BROADWAY STREET ,,LOWELL,MA,01854,AMY PESSIA ,EXECUTIVE DIRECTOR ,9784547272,,APESSIA@MVFB.ORG,03/18/2021 02:27:59,SUSAN HANNIGAN-CHAIR FINANCE COMMITTEE,"TONNESON & COMPANY, PC",401 EDGEWATER PLACE,,WAKEFIELD ,MA,01880,KEVIN COSTELLO,AUDIT DIRECTOR ,7812459999,,KEVIN.COSTELLO@TONNESON.COM,03/10/2021 08:32:47,,O,,U,N,N,N,N,U,750000,N,,1326206,,N,N,N,N,N,N,,10,03/18/2021 00:00:00,03/20/2021 01:30:05,,N,908,1,x00,03/18/2021 00:00:00,,N,SUSAN HANNIGAN,CHAIR FINANCE COMMITTEE,03/18/2021 00:00:00,042943536,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2019 00:00:00,,,,US
1372997,2134002020,2020,213400,08/31/2020 00:00:00,S,A,,N,911008438,,N,606810877,RIVERSIDE SCHOOL DISTRICT NO. 416,34515 N NEWPORT HWY,,CHATTAROY,WA,990039734,RON THOMPSON,BUSINESS MANAGER,5094648202,,RON.THOMPSON@RSDMAIL.ORG,05/06/2021 19:07:40,RON THOMPSON-BUSINESS MANAGER,WASHINGTON STATE AUDITOR'S OFFICE,316 W BOONE AVE STE 680,,SPOKANE,WA,99201,BRAD WHITE,AUDIT MANAGER,5099190240,,BRADLEY.D.WHITE@SAO.WA.GOV,05/06/2021 18:38:55,,O,,AS,N,N,N,N,U,750000,Y,,1437273,,N,N,N,N,N,N,,84,05/06/2021 00:00:00,05/08/2021 01:30:04,,N,505,1,x00,05/06/2021 00:00:00,,N,RON THOMPSON,BUSINESS MANAGER,05/06/2021 00:00:00,916001098,N,,N,N,REGULATORY,Y,U,,Local government,UG,,05/07/2021 13:55:27,05/13/2021 07:22:02,N,G,09/01/2019 00:00:00,,,,US
1426269,2475542020,2020,247554,12/31/2020 00:00:00,S,A,,N,237102789,,N,967917415,PROBLEMS ANONYMOUS ACTION GROUP INCORPORATED,2748 ADAMS AVENUE,,OGDEN,UT,844030106,RHETT POTTER,EXECUTIVE DIRECTOR,8015294629,,RHETTPOTTERANDASSOCIATES@GMAIL.COM,03/31/2022 14:59:11,RHETT POTTER-EXECUTIVE DIRECTOR,"SHAW & CO., P.C.","1564 SOUTH 500 WEST, SUITE 201",,BOUNTIFUL,UT,840107400,SHALAUN HOWELL,PARTNER,8012943155,,SHALAUN@SHAW-CPA.COM,03/31/2022 01:46:33,,O,,U,Y,Y,N,N,U,750000,N,,1602834,,Y,Y,N,Y,Y,N,,14,03/31/2022 00:00:00,04/11/2022 01:30:04,,N,888,1,x14,03/31/2022 00:00:00,,N,RHETT POTTER,EXECUTIVE DIRECTOR,03/31/2022 00:00:00,460952065,Y,,Y,Y,,,,,Non-profit,UG,,,,,,01/01/2020 00:00:00,,,,US
