ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
172924,877695,1,182202,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
172925,877695,1,182202,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 1  Reporting entityThe accompanying schedule of expenditures of Federal awards presents the expenditures of all Federal awards programs of the Lackawanna, Susquehanna Behavioral Health / Intellectual Disabilities / Early Intervention Program (the Program). The Programs reporting entity defined in Note 1 to the Programs basic financial statements. All Federal awards received directly from Federal agencies as well as Federal awards passed through other government agencies are included in the schedule.NOTE 2 - Basis of AccountingThe accompanying Schedule of Expenditures of Federal Awards is sometimes prepared on a basis other than that used to record transactions in the accounting records and as reported in the basic financial statements (such as cash basis). The information in this schedule is presented in accordance with the requirements of the Uniform Guidance. Therefore, some amounts presented in this schedule may differ from amounts presented in or used in the preparation of the basic financial statements.NOTE 3- Relationship to Financial StatementsThe amounts reported in the accompanying schedule of expenditures of Federalawards agree, in all material respects, to amounts reported within the Programs financial statements. Federal award revenues are reported principally in the Programs financial statements as Federal allocation and as Medical Assistance.    ",,
177201,878484,1,177464,2020,2,2,2,10% De Minimis Cost Rate,The County has not elected to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance.,,
177202,878484,1,177464,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of the County and is presented on the cash basis of accounting. The information in this schedule is presented in accordance with the requirements of the Uniform Guidance, Audits of States, Local Governments, and Non-Profit Organizations. Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the financial statements.",,
191208,878396,1,189928,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of the City of Atascadero and is presented on the modified accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2, U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles for Federal Awards (Uniform Guidance). Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the basic financial statements. The City has not elected to use the ten percent de minimus cost rate as covered in Section 200.414 Indirect (F&A) costs of Uniform Guidance.",,
191209,878396,1,189928,2020,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
182652,876374,1,183173,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of Prince Georges Community College (the College) for the year ended June 30, 2020. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the schedule presents only a selected portion of the operations of the College, it is not intended to and does not present the financial position, change in net position or cash flows of the College.   1.Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursements.2.Pass-through entity identifying numbers are presented where available.",,
182653,876374,1,183173,2020,2,2,2,10% De Minimis Cost Rate,The College has elected not to use the 10-percent de minimis indirect cost rate allowedunder the Uniform Guidance.,,
205303,881596,1,202910,2020,3,3,0,NOTE D - MATCHING REQUIREMENTS,Certain Federal programs require the City to contribute non-Federal funds (matching funds) to support the Federally-funded programs.  The City has met its matching requirements.  The Schedule does not include the expenditure of non-Federal matching funds.,,
205304,881596,1,202910,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Expenditures reported on the Schedule are reported on the cash basis of accounting.  Such expenditures are recognized following the cost principles contained in Uniform Guidance wherein certain types of expenditures may or may not be allowable or may be limited as to reimbursement. ,,
205305,881596,1,202910,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
263958,895014,1,192173,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
263959,895014,1,192173,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note 1. Summary of Significant Accounting PoliciesA. Basis of PresentationThe accompanying Schedule of Expenditures of Federal Awards (SEFA) includes the federalgrant activity of the School Corporation under programs of the federal government for theyears ended June 30, 2019 and 2020. The information in the SEFA is presented inaccordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200,Uniform Administrative Requirements, Cost Principles, and Audit Requirements for FederalAwards (Uniform Guidance). Because the SEFA presents only a select portion of theoperations of the School Corporation, it is not intended to and does not present the financialposition of the School Corporation.The Uniform Guidance requires an annual audit of nonfederal entities expending a totalamount of federal awards equal to or in excess of $750,000 in any fiscal year unless byconstitution or statute a less frequent audit is required. In accordance with Indiana Code(IC 5-11-1-25), audits of school corporations shall be conducted biennially. Such audits shallinclude both years within the biennial period.B. Other Significant Accounting PoliciesExpenditures reported on the SEFA are reported on the cash basis of accounting. Suchexpenditures are recognized following, as applicable, either the cost principles in OMBCircular A-87, Cost Principles for State, Local, and Indian Tribal Governments, or the costprinciples contained in the Uniform Guidance, wherein certain types of expenditures are notallowed or are limited as to reimbursement. When federal grants are received on a reimbursementbasis, the federal awards are considered expended when the reimbursement isreceived.",,
263960,895014,1,192173,2020,3,3,0,Note 3. Special Education Cooperative,"Note 3. Special Education CooperativeThe School Corporation is a member of a Special Education Cooperative and serves as the fiscalagent. As a result, some activity for the Special Education Cluster (IDEA) that is presented asreceipts and disbursements in the financial statement is not presented on the SEFA for theSchool Corporation. This activity is reported on the SEFAs of the member school corporationsas appropriate.",,
319475,922238,1,194208,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Accounting Principles:a.   The schedule of expenditures of federal awards includes the federal grant activity of the Grady Memorial Hospital Corporation (""GMHC"") and is presented on the accrual basis of accounting.  The information in this schedule is presented in accordance with the requirements of the Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles and Audit Requirements for Federal Awards. As a result, some amounts shown in this schedule may vary from amounts presented in or used in the preparation of the financial statements.b.   All Federal and State Contractual Assistance Programs are accounted for on the reimbursement basis.",,
319476,922238,1,194208,2020,2,2,2,10% De Minimis Cost Rate,"The auditee did not use the de minimis cost rate.                                                           Indirect Costa.   The organization   did not use the 10-percent de minimis cost rate allowed under theUniform Guidance.b.   The Authority uses a provisional indirect cost rate for its grants, contract and other agreements with the Federal Government, approved by the United States Department of Health and Human Services.",,
128771,861873,1,228836,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
128772,861873,1,228836,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards includes the federal grant activity of the Unified School District No. 491, and is presented on the Kansas regulatory basis of accounting which includes cash disbursements, accounts payable and encumbrances.  The information presented in this schedule is in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.  Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of the basic financial statements.",,
128773,861873,1,228836,2020,3,3,0,Outstanding Loans,"The District did not have any outstanding loans under any federal grants at June 30, 2020.",,
156071,871538,1,228903,2020,2,2,1,10% De Minimis Cost Rate,The City has elected to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance where allowable.,,
156072,871538,1,228903,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The information in the schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).",,
186617,881864,1,209732,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The accompanying schedule of expenditures of federal awards is a summary of the activity of the Authority's federal award programs and does present transactions that would be included in financial statements of the Authority presented on the accrual basis of accounting as contemplated by generally accepted accounting principles. The Authority elected not to use the 10% de minimis cost rate.,,
186618,881864,1,209732,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
187620,880696,1,248271,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance,wherein certain types of expenditures are not allowable or are limited as to reimbursement. Pass-through entity identifying numbers are presented where available. First Southwest Community Fund has not elected to use the 10% de minimis indirect cost rate for the year ended December 31, 2020.  In addition, the Organization did not pass-through federal funds to subrecipients.",,
187621,880696,1,248271,2020,4,3,0,INTERMEDIARY RELENDING AND RURAL MICROENTREPRENEUR ASSISTANCE PROGRAMS,"These loans are administered directly by U.S. Department of Agriculture and payable by the Organization. The outstanding loan balances at December 31, 2020 are included in the financial statements. The detail of the loans outstanding at the beginning and end of the year are included in the Notes to the Financial Statements.",,
187622,880696,1,248271,2020,3,3,0,BASIS OF PRESENTATION,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of First Southwest Community Fund under programs of the federal government for the year ended December 31, 2020. The information in this Schedule is presented in accordance with the requirements of  Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of First Southwest Community Fund, it is not intended to and does not present the financial position, changes in net assets or cash flows of First Southwest Community Fund.",,
187623,880696,1,248271,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
189444,881697,1,249391,2020,5,3,0,NOTE 5  MAJOR FEDERAL PROGRAM DETERMINATION,Major federal program determination has been completed in accordance with the Uniform Guidance.,,
189445,881697,1,249391,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards (the Schedule) presents the activity of all federal awards of the City of Bonita Springs, Florida (the City) for the year ended September 30, 2020. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the City, the schedule is not intended to and does not present the financial position, changes in net position, or cash flows of the City. The Citys reporting entity is defined in Note 1 to the Citys basic financial statements for the fiscal year ended September 30, 2020. All federal award programs received directly from federal agencies, as well as federal award programs passed through other government agencies, are included in the schedule.  ",,
189446,881697,1,249391,2020,3,3,0,NOTE 3  CONTINGENCIES,"Grant monies received by the City are for specific purposes and are subject to review by the grantor agencies. Such audits may result in requests for reimbursement due to disallowed expenditures. Based upon prior experience, the City does not believe that such disallowances, if any, would have a material effect on the financial position of the City. As of September 30, 2020, there were no material questioned or disallowed costs as a result of grant audits in process or completed of which management was aware. Any adjustments to grant funding are recorded in the year the adjustment occurs.",,
189447,881697,1,249391,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
189448,881697,1,249391,2020,4,3,0,NOTE 4  SUBRECIPIENTS,"Of the federal awards presented in the Schedule, the City provided no funding to subrecipients.",,
210855,891409,1,239286,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
210856,891409,1,239286,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of Presentation - The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Gibson Plaza, HUD Project No. 000-35440, for the year ended December 31, 2019. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Gibson Plaza, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Gibson Plaza.  Summary of Significant Accounting Policies - Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Gibson Plaza has elected not to use the 10 percent de-minimis indirect cost rate allowed under the Uniform Guidance.",,
210857,891409,1,239286,2020,3,3,0,Loan/loan guarantee outstanding balances,"MORTGAGE INSURANCE_RENTAL AND COOPERATIVE HOUSING FOR MODERATE INCOME FAMILIES AND ELDERLY, MARKET INTEREST RATE (14.135) - Balances outstanding at the end of the audit period were 20450362. ",,
222589,895957,1,251174,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note 1.Basis of PresentationThe accompanying schedule of expenditures of federal awards (the ""Schedule"") includes the federal grant activity of Portland Recovery Community Center under programs of the federal government for the year ended June 30, 2020.  The information in this schedule is presented in accordance with the requirements of the Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the schedule presents only a selected portion of the operations of Portland Recovery Community Center, it is not intended to and does not present the financial position, changes in net assets or cash flows of Portland Recovery Community Center.Note 2.Summary of Significant Accounting PoliciesExpenditures on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  Pass-through entity identifying numbers are presented where available.Note 3.Indirect Cost RatePortland Recovery Community Center has elected to use the 10 percent de minimis indirect cost rate allowed under the Uniform Guidance.Note 4.SubrecipientsNo funds have been passed through to subrecipients.",,
222590,895957,1,251174,2020,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
214827,887732,1,251006,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not CFR Section 200.414 of the Uniform Guidance allows a non-federal entity that has never received a negotiated indirect cost rate to charge a de minimis rate of 10% of modified total direct costs to indirect costs. The Township has not elected to use the 10% de minimis indirect cost rate.,,
214828,887732,1,251006,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"(A) This schedule includes the federal award activity of Genoa Township under programs of the federal government for the year endedDecember 31, 2020 and is prepared in accordance with the cash basis of accounting. The information on this schedule is preparedin accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements,Cost Principles, and Audit Requirements for Federal Genoa Township, it is not intended to and does not present the financialposition, or changes in fund balances of Genoa Township.",,
120564,858803,1,127073,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
120565,858803,1,127073,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in OMB Circular A-122, Cost Principles for Non-profit Organizations, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years. ",,
147219,862171,1,117467,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
147220,862171,1,117467,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the schedule) includes all federal grant activity of Self Enhancement, Inc. under programs of the federal government for the year ended June 30, 2020. The information in this schedule is presented in accordance with the requirements of the Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the schedule presents only a selected portion of the operations of Self Enhancement, Inc., it is not intended to and does not present the financial position, changes in net assets or cash flows of Self Enhancement, Inc.",,
154203,871330,1,38717,2020,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
154204,871330,1,38717,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note 1.Basis of PresentationThe accompanying schedule of expenditures of federal awards (Schedule) includes the federal award activity of St. George Medical Clinic, Inc. (Organization) under programs of the federal government for the year ended June 30, 2020.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the Organization, it is not intended to and does not present the financial position, changes in net assets or cash flows of the Organization.  Additionally, due to the different reporting requirements of the financial statements from those of the above Schedule, some amounts presented may differ from amounts presented in, or used in, the preparation of the financial statements.Note 2. Summary of Significant Accounting PoliciesExpenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.Note 3.Indirect CostsThe Organization does not seek reimbursement of indirect costs under its federal programs.  Additionally, the Organization has never negotiated an indirect cost rate with its cognizant agency.  Therefore, the Organization has elected to use the 10% de minimis indirect cost rate.  Note 4.Sub-recipientsThe Organization does not pass federal awards to sub-recipients.",,
195744,885053,1,106711,2020,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"A. Basis of Presentation The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal grant activity of the Fort Bend County Womens Center, Incorporated (the Center) under programs of the federal government for the year ended December 31, 2020. The information in this schedule is presented in accordance with the requirements of the Title 2 U.S CFR Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.  Because the Schedule presents only a selected portion of the operations of the Center, it is not intended to and does not present the financial position, changes in net assets or cash flows of the Center. ",,
195745,885053,1,106711,2020,3,3,0,B. Summary of Significant Accounting Policies,"In accordance with generally accepted accounting principles, the Center accounts for all awards under federal programs on an accrual basis of accounting and, accordingly, reflects all significant receivables, payables, and other liabilities.   Federal grant funds are considered to be earned to the extent of expenditures made under the provisions of the grant. When such funds are advanced to the Center, they are recorded as deferred revenues until earned. Otherwise, federal grant funds are received on a reimbursement basis from the respective federal program agencies. Generally, unused balances are returned to the grantor at the close of specified project periods. Expenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Pass-through entity identifying numbers are presented where available. The Center has elected to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance. ",,
195746,885053,1,106711,2020,2,2,1,10% De Minimis Cost Rate,"The auditee used the de minimis cost rate. See Notes B, paragraph 3, last sentence. ",,
199256,860574,1,129643,2020,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
