ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
28227653,137747201712,2017,137747,12,12.U01,R.O.T.C. PROGRAM,112270,N,,,,,,Y,12,U01,586000276,12,,,,N,0,,0,DEPARTMENT OF THE NAVY,,N,,112270,,,
28227611,13774720172,2017,137747,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,2467713,Y,,,,,,N,10,555,586000276,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,2467713,2874237,,
28227642,13774720173,2017,137747,3,84.027,SPECIAL EDUCATION_GRANTS TO STATES,54467,N,,,,,,N,84,027,586000276,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,1032381,1064675,,
28227643,13774720174,2017,137747,4,84.027,SPECIAL EDUCATION_GRANTS TO STATES,977914,N,,,,,,N,84,027,586000276,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,1032381,1064675,,
28227644,13774720175,2017,137747,5,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,32294,N,,,,,,N,84,173,586000276,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,32294,1064675,,
28227646,13774720176,2017,137747,6,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,32301,N,,,,,,N,84,048,586000276,84,,,,N,0,,0,,,N,,32301,,,
28227647,13774720177,2017,137747,7,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,2845,N,,,,,,N,84,365,586000276,84,,,,N,0,,0,,,N,,13604,,,
28227649,13774720178,2017,137747,8,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,10759,N,,,,,,N,84,365,586000276,84,,,,N,0,,0,,,N,,13604,,,
28227650,13774720179,2017,137747,9,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,143065,N,,,,,,N,84,367,586000276,84,,,,N,0,,0,,,N,,143065,,,
27520045,15659420171,2017,156594,1,14.850,PUBLIC AND INDIAN HOUSING,8095044,N,,,,,,Y,14,850,216000740,14,,,,N,0,,0,,,N,,8095044,,,
27520065,15659420172,2017,156594,2,14.870,RESIDENT OPPORTUNITY AND SUPPORTIVE SERVICES - SERVICE COORDINATORS,189178,N,,,,,,Y,14,870,216000740,14,,,,N,0,,0,,,N,,189178,,,
27520071,15659420173,2017,156594,3,14.896,FAMILY SELF-SUFFICIENCY PROGRAM,87108,N,,,,,,Y,14,896,216000740,14,,,,N,0,,0,,,N,,87108,,,
27520083,15659420174,2017,156594,4,14.871,SECTION 8 HOUSING CHOICE VOUCHERS,6655642,N,,,,,,Y,14,871,216000740,14,,,,N,0,,0,,,N,,6655642,,,
27520131,15659420175,2017,156594,5,14.866,DEMOLITION AND REVITALIZATION OF SEVERELY DISTRESSED PUBLIC HOUSING,7975260,Y,,,,,,Y,14,866,216000740,14,U,,,N,0,,7940553,,,Y,,7975260,,,
27520142,15659420176,2017,156594,6,14.872,PUBLIC HOUSING CAPITAL FUND,3388075,Y,,,,,,Y,14,872,216000740,14,Q,,,N,1,,0,,,N,,3388075,,,
28203694,16468020171,2017,164680,1,84.010,TITLE I GRANTS TO LOCAL EDUCATION AGENCIES - 2016,93029,N,,,,,,N,84,010,346001443,84,,,,N,0,,0,,,N,,651861,,,
28203695,16468020172,2017,164680,2,84.010,TITLE I GRANTS TO LOCAL EDUCATION AGENCIES - 2017,558832,N,,,,,,N,84,010,346001443,84,,,,N,0,,0,,,N,,651861,,,
28203696,16468020173,2017,164680,3,84.027,SPECIAL EDUCATION GRANTS TO STATES - 2016,25635,Y,,,,,,N,84,027,346001443,84,U,,,N,0,,0,,,N,,559780,,,
28203697,16468020174,2017,164680,4,84.027,SPECIAL EDUCATION GRANTS TO STATES - 2017,534145,Y,,,,,,N,84,027,346001443,84,U,,,N,0,,0,,,N,,559780,,,
28203698,16468020175,2017,164680,5,84.367,IMPROVING TEACHER QUALITY,74818,N,,,,,,N,84,367,346001443,84,,,,N,0,,0,,,N,,74818,,,
28235756,16468020176,2017,164680,6,10.553,SCHOOL BREAKFAST PROGRAM,76025,Y,,,,,,N,10,553,346001443,10,Q,,,N,1,,0,,FOOD DISTRIBUTION CLUSTER,N,,76025,524621,,
28235774,16468020177,2017,164680,7,10.555,NATIONAL SCHOOL LUNCH PROGRAM,61579,Y,,,,,,N,10,555,346001443,10,Q,,,N,1,,0,,FOOD DISTRIBUTION CLUSTER,N,,448596,524621,,
28235776,16468020178,2017,164680,8,10.555,NATIONAL SCHOOL LUNCH PROGRAM,387017,Y,,,,,,N,10,555,346001443,10,Q,,,N,1,,0,,FOOD DISTRIBUTION CLUSTER,N,,448596,524621,,
28227538,18273020171,2017,182730,1,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILD...",2558026,Y,,,,,,N,10,557,566000798,10,U,,,N,0,,0,,,N,,2558026,,,
28228151,182730201710,2017,182730,10,93.217,FAMILY PLANNING_SERVICES,173712,N,,,,,,N,93,217,566000798,93,,,,N,0,,0,,,N,,173712,,,
28228159,182730201711,2017,182730,11,93.268,IMMUNIZATION COOPERATIVE AGREEMENTS,21750,N,,,,,,N,93,268,566000798,93,,,,N,0,,0,,,N,,21750,,,
28228166,182730201712,2017,182730,12,93.305,NATIONAL STATE BASED TOBACCO CONTROL PROGRAMS,3589,N,,,,,,N,93,305,566000798,93,,,,N,0,,0,,,N,,3589,,,
28228171,182730201713,2017,182730,13,93.323,EPIDEMIOLOGY AND LABORATORY CAPACITY FOR INFECTIOUS DISEASES (ELC),11111,N,,,,,,N,93,323,566000798,93,,,,N,0,,0,,,N,,11111,,,
28228183,182730201717,2017,182730,17,93.758,PREVENTIVE HEALTH AND HEALTH SERVICES BLOCK GRANT FUNDED SOLELY WITH...,186383,N,,,,,,N,93,758,566000798,93,,,,N,0,,0,,,N,,186383,,,
28228172,182730201714,2017,182730,14,93.539,PPHF CAPACITY BUILDING ASSISTANCE TO STRENGTHEN PUBLIC HEALTH IMMUNI...,30802,N,,,,,,N,93,539,566000798,93,,,,N,0,,0,,,N,,30802,,,
28228174,182730201715,2017,182730,15,93.752,"CANCER PREVENTION AND CONTROL PROGRAMS FOR STATE, TERRITORIAL AND TR...",34935,N,,,,,,N,93,752,566000798,93,,,,N,0,,0,,,N,,34935,,,
28228178,182730201716,2017,182730,16,93.757,"STATE PUBLIC HEALTH ACTIONS TO PREVENT AND CONTROL DIABETES, HEART D...",325944,N,,,,,,N,93,757,566000798,93,,,,N,0,,0,,,N,,325944,,,
28228186,182730201718,2017,182730,18,93.778,MEDICAL ASSISTANCE PROGRAM,28512,N,,,,,,N,93,778,566000798,93,,,,N,0,,0,,,N,,28512,,,
28228189,182730201719,2017,182730,19,93.940,HIV PREVENTION ACTIVITIES_HEALTH DEPARTMENT BASED,2626,N,,,,,,N,93,940,566000798,93,,,,N,0,,0,,,N,,2626,,,
28227539,18273020172,2017,182730,2,84.181,SPECIAL EDUCATION-GRANTS FOR INFANTS AND FAMILIES,322371,Y,,,,,,N,84,181,566000798,84,U,,,N,0,,0,,,N,,322371,,,
28228192,182730201720,2017,182730,20,93.945,ASSISTANCE PROGRAMS FOR CHRONIC DISEASE PREVENTION AND CONTROL,166197,N,,,,,,N,93,945,566000798,93,,,,N,0,,0,,,N,,166197,,,
28228195,182730201721,2017,182730,21,93.977,PREVENTIVE HEALTH SERVICES_SEXUALLY TRANSMITTED DISEASES CONTROL GRA...,988,N,,,,,,N,93,977,566000798,93,,,,N,0,,0,,,N,,988,,,
28228197,182730201722,2017,182730,22,93.994,MATERNAL AND CHILD HEALTH SERVICES BLOCK GRANT TO THE STATES,529317,N,,,,,,N,93,994,566000798,93,,,,N,0,,0,,,N,,529317,,,
28228200,182730201723,2017,182730,23,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,23383,N,,,,,,N,93,558,566000798,93,,,,N,0,,0,,,N,,23383,,,
28228204,182730201724,2017,182730,24,93.331,PARTNERSHIPS TO IMPROVE COMMUNITY HEALTH,516515,N,,,,,,Y,93,331,566000798,93,,,,N,0,,0,,,N,,516515,,,
28227540,18273020173,2017,182730,3,84.412,RACE TO THE TOP Ð EARLY LEARNING CHALLENGE,349456,N,,,,,,N,84,412,566000798,84,,,,N,0,,0,,,N,,349456,,,
28227541,18273020174,2017,182730,4,20.509,FORMULA GRANTS FOR RURAL AREAS,570162,N,,,,,,N,20,509,566000798,20,,,,N,0,,0,,,N,,570162,,,
28227543,18273020175,2017,182730,5,20.513,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES,208754,N,,,,,,N,20,513,566000798,20,,,,N,0,,0,,,N,,208754,,,
28227544,18273020176,2017,182730,6,93.074,HOSPITAL PREPAREDNESS PROGRAM (HPP) AND PUBLIC HEALTH EMERGENCY PREP...,98242,N,,,,,,N,93,074,566000798,93,,,,N,0,,0,,,N,,98242,,,
28227545,18273020177,2017,182730,7,93.094,WELL-INTEGRATED SCREENING AND EVALUATION FOR WOMEN ACROSS THE NATION,17850,N,,,,,,N,93,094,566000798,93,,,,N,0,,0,,,N,,17850,,,
28227546,18273020178,2017,182730,8,93.116,PROJECT GRANTS AND COOPERATIVE AGREEMENTS FOR TUBERCULOSIS CONTROL P...,50,N,,,,,,N,93,116,566000798,93,,,,N,0,,0,,,N,,50,,,
28227547,18273020179,2017,182730,9,93.136,INJURY PREVENTION AND CONTROL RESEARCH AND STATE AND COMMUNITY BASED...,10499,N,,,,,,N,93,136,566000798,93,,,,N,0,,0,,,N,,10499,,,
27984669,18403920171,2017,184039,1,10.665,SCHOOLS AND ROADS - GRANTS TO STATES,88317,N,,,,,,N,10,665,936002313,10,,,,N,0,,0,,FOREST SERVICE SCHOOLS AND ROADS CLUSTER,N,,88317,88317,,
27984685,184039201710,2017,184039,10,20.106,AIRPORT IMPROVEMENT PROGRAM,579075,Y,,,,,,Y,20,106,936002313,20,U,,,N,0,,0,,,N,,579075,,,
27984687,184039201711,2017,184039,11,20.219,RECREATIONAL TRAILS PROGRAM,19380,N,,,,,,N,20,219,936002313,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,19380,45359,,
27984691,184039201712,2017,184039,12,20.205,HIGHWAY PLANNING AND CONSTRUCTION,25979,N,,,,,,N,20,205,936002313,20,,,,N,0,,25979,DRIVE LESS CONNECT,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,Y,,25979,45359,,
27984695,184039201713,2017,184039,13,20.513,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES,183544,N,,,,,,N,20,513,936002313,20,,,,N,0,,183544,,TRANSIT SERVICES PROGRAMS CLUSTER,Y,,183544,183544,,
27984697,184039201714,2017,184039,14,20.600,STATE AND COMMUNITY HIGHWAY SAFETY,39412,N,,,,,,N,20,600,936002313,20,,,,N,0,,0,,HIGHWAY SAFETY CLUSTER,N,,39412,39412,,
27984698,184039201715,2017,184039,15,39.002,DISPOSAL OF FEDERAL SURPLUS REAL PROPERTY,1,N,,,,,,Y,39,002,936002313,39,,,,N,0,,0,,,N,,1,,,
27984699,184039201716,2017,184039,16,93.276,DRUG-FREE COMMUNITIES SUPPORT PROGRAM GRANTS,130027,N,,,,,,Y,93,276,936002313,93,,,,N,0,,0,,,N,,130027,,,
27984700,184039201717,2017,184039,17,93.243,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES_PROJECTS OF REGIONAL AND NATIONAL SIGNIFICANCE,120192,N,,,,,,N,93,243,936002313,93,,,,N,0,,0,,,N,,120192,,,
27984701,184039201718,2017,184039,18,93.958,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES,40291,N,,,,,,N,93,958,936002313,93,,,,N,0,,0,,,N,,40291,,,
27984703,184039201719,2017,184039,19,93.959,BLOCK GRANTS FOR PREVENTION AND TREATMENT OF SUBSTANCE ABUSE,81204,N,,,,,,N,93,959,936002313,93,,,,N,0,,0,,,N,,81204,,,
27984671,18403920172,2017,184039,2,15.226,PAYMENTS IN LIEU OF TAXES,987196,N,,,,,,Y,15,226,936002313,15,,,,N,0,,0,,,N,,987196,,,
27984704,184039201720,2017,184039,20,93.667,SOCIAL SERVICES BLOCK GRANT,31643,N,,,,,,N,93,667,936002313,93,,,,N,0,,0,,,N,,31643,,,
27984705,184039201721,2017,184039,21,93.563,CHILD SUPPORT ENFORCEMENT,72205,N,,,,,,N,93,563,936002313,93,,,,N,0,,0,,,N,,72205,,,
27984707,184039201722,2017,184039,22,97.042,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,67025,N,,,,,,N,97,042,936002313,97,,,,N,0,,0,,,N,,67025,,,
27984708,184039201723,2017,184039,23,97.067,HOMELAND SECURITY GRANT PROGRAM,51487,N,,,,,,N,97,067,936002313,97,,,,N,0,,0,,,N,,51487,,,
27984672,18403920173,2017,184039,3,15.666,ENDANGERED SPECIES CONSERVATION-WOLF LIVESTOCK LOSS COMPENSATION AND PREVENTION,5000,N,,,,,,Y,15,666,936002313,15,,,,N,0,,0,,,N,,5000,,,
27984673,18403920174,2017,184039,4,15.214,NON-SALE DISPOSALS OF MINERAL MATERIAL,9712,N,,,,,,N,15,214,936002313,15,,,,N,0,,0,,,N,,9712,,,
27984674,18403920175,2017,184039,5,15.227,DISTRIBUTION OF RECEIPTS TO STATE AND LOCAL GOVERNMENTS,205,N,,,,,,N,15,227,936002313,15,,,,N,0,,0,,,N,,205,,,
27984676,18403920176,2017,184039,6,16.589,"RURAL DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ASSISTANCE PROGRAM",156587,N,,,,,,Y,16,589,936002313,16,,,,N,0,,0,,,N,,156587,,,
27984677,18403920177,2017,184039,7,16.606,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM,2558,N,,,,,,Y,16,606,936002313,16,,,,N,0,,0,,,N,,2558,,,
27984679,18403920178,2017,184039,8,16.922,EQUITABLE SHARING PROGRAM,28935,N,,,,,,N,16,922,936002313,16,,,,N,0,,0,FEDERAL ASSET FORFEITURE,,N,,28935,,,
27984683,18403920179,2017,184039,9,16.575,CRIME VICTIM ASSISTANCE,55425,N,,,,,,N,16,575,936002313,16,,,,N,0,,0,,,N,,55425,,,
27723460,19289420171,2017,192894,1,11.302,ECONOMIC DEVELOPMENT_SUPPORT FOR PLANNING ORGANIZATIONS,55898,N,,,,,,N,11,302,580951360,11,,,,N,0,,0,,,N,,124918,,,
27723515,192894201710,2017,192894,10,93.778,MONEY FOLLOWS THE PERSON,269820,N,,,,,,N,93,778,580951360,93,,,,N,0,,222479,,MEDICAID CLUSTER,Y,,1042147,1042147,,
27723517,192894201711,2017,192894,11,93.048,GEORGIA CARES ACL-SMP,7274,N,,,,,,N,93,048,580951360,93,,,,N,0,,7274,,,Y,,7274,,,
27723518,192894201712,2017,192894,12,93.052,"NATIONAL FAMILY CAREGIVER SUPPORT, TITLE III, PART E",208345,N,,,,,,N,93,052,580951360,93,,,,N,0,,76703,,,Y,,208345,,,
27723522,192894201713,2017,192894,13,93.779,"CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) RESEARCH, DEMONSTRATIONS AND EVALUATIONS",230594,N,,,,,,N,93,779,580951360,93,,,,N,0,,126478,,,Y,,230594,,,
27724686,192894201714,2017,192894,14,93.667,SOCIAL SERVICES BLOCK GRANT,230344,N,,,,,,N,93,667,580951360,93,,,,N,0,,71152,,,Y,,443884,,,
27724690,192894201715,2017,192894,15,93.667,SOCIAL SERVICES BLOCK GRANT,213540,N,,,,,,N,93,667,580951360,93,,,,N,0,,139601,,,Y,,443884,,,
27724695,192894201716,2017,192894,16,93.761,EVIDENCE-BASED FALLS PREVENTION PROGRAMS FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),2250,N,,,,,,N,93,761,580951360,93,,,,N,0,,0,,,N,,2250,,,
27724707,192894201717,2017,192894,17,20.513,CAPITAL ASSISTANCE PROGRAM FOR ELDERLY PERSONS AND PERSONS WITH DISABILITIES,323950,N,,,,,,N,20,513,580951360,20,,,,N,0,,227932,,TRANSIT SERVICES PROGRAMS CLUSTER,Y,,323950,717920,,
27724720,192894201718,2017,192894,18,84.126,REHABILITATION SERVICES_VOCATIONAL REHABILITATION GRANTS TO STATES,1897,N,,,,,,N,84,126,580951360,84,,,,N,0,,1897,,,Y,,1897,,,
27724722,192894201719,2017,192894,19,20.521,RURAL PUBLIC TRANSIT 5317 NEW FREEDOM,17428,N,,,,,,N,20,521,580951360,20,,,,N,0,,6800,,TRANSIT SERVICES PROGRAMS CLUSTER,Y,,88704,717920,,
27723463,19289420172,2017,192894,2,11.302,TECHNICAL ASSISTANCE PROGRAM,69020,N,,,,,,N,11,302,580951360,11,,,,N,0,,0,,,N,,124918,,,
27724725,192894201720,2017,192894,20,20.205,HIGHWAY PLANNING AND CONSTRUCTION,32652,N,,,,,,N,20,205,580951360,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,72467,72467,,
27724728,192894201721,2017,192894,21,20.205,HIGHWAY PLANNING AND CONSTRUCTION,31327,N,,,,,,N,20,205,580951360,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,72467,72467,,
27724731,192894201722,2017,192894,22,20.205,HIGHWAY PLANNING AND CONSTRUCTION,8488,N,,,,,,N,20,205,580951360,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,72467,72467,,
27724742,192894201723,2017,192894,23,20.509,RURAL PUBLIC TRANSIT 5311 OPERATING,1689057,Y,,,,,,N,20,509,580951360,20,U,,,N,0,,1689057,,,Y,,2189843,,,
27724746,192894201724,2017,192894,24,20.509,RURAL PUBLIC TRANSIT 5311 CAPITAL,500786,Y,,,,,,N,20,509,580951360,20,U,,,N,0,,247920,,,Y,,2189843,,,
27724761,192894201725,2017,192894,25,20.516,RURAL PUBLIC TRANSIT 5316 JARC,115989,N,,,,,,N,20,516,580951360,20,,,,N,0,,115989,,TRANSIT SERVICES PROGRAMS CLUSTER,Y,,305266,717920,,
27724763,192894201726,2017,192894,26,20.516,RURAL PUBLIC TRANSIT 5316 JARC,189277,N,,,,,,N,20,516,580951360,20,,,,N,0,,189277,,TRANSIT SERVICES PROGRAMS CLUSTER,Y,,305266,717920,,
27724766,192894201727,2017,192894,27,20.521,RURAL PUBLIC TRANSIT VTCLI,13156,N,,,,,,N,20,521,580951360,20,,,,N,0,,0,,TRANSIT SERVICES PROGRAMS CLUSTER,N,,88704,717920,,
27724767,192894201728,2017,192894,28,20.521,RURAL PUBLIC TRANSIT 5317 NEW FREEDOM,58120,N,,,,,,N,20,521,580951360,20,,,,N,0,,0,,TRANSIT SERVICES PROGRAMS CLUSTER,N,,88704,717920,,
27724787,192894201729,2017,192894,29,16.528,END ABUSE IN LATER LIFE PROGRAM,30567,N,,,,,,N,16,528,580951360,16,,,,N,0,,0,,,N,,30567,,,
27723471,19289420173,2017,192894,3,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,309010,N,,,,,,N,93,558,580951360,93,,,,N,0,,197334,,,Y,,309010,,,
27723474,19289420174,2017,192894,4,93.043,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART D_DISEASE PREVENTION ...",31487,N,,,,,,N,93,043,580951360,93,,,,N,0,,0,,,N,,31487,,,
27723477,19289420175,2017,192894,5,93.044,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS",375971,N,,,,,,N,93,044,580951360,93,,,,N,0,,239010,,AGING CLUSTER,Y,,633947,1609082,,
27723512,19289420179,2017,192894,9,93.778,MEDICAL ASSISTANCE PROGRAM,772327,N,,,,,,N,93,778,580951360,93,,,,N,0,,495116,,MEDICAID CLUSTER,Y,,1042147,1042147,,
27723478,19289420176,2017,192894,6,93.044,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS",257976,N,,,,,,N,93,044,580951360,93,,,,N,0,,168651,,AGING CLUSTER,Y,,633947,1609082,,
27723481,19289420177,2017,192894,7,93.045,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART C_NUTRITION SERVICES",798138,N,,,,,,N,93,045,580951360,93,,,,N,0,,798138,,AGING CLUSTER,Y,,798138,1609082,,
27723482,19289420178,2017,192894,8,93.053,NUTRITION SERVICES INCENTIVE PROGRAM,176997,N,,,,,,N,93,053,580951360,93,,,,N,0,,176997,,AGING CLUSTER,Y,,176997,1609082,,
29250573,19306320171,2017,193063,1,16.589,"RURAL DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ASSISTANCE PROGRAM",288784,Y,,,,,,Y,16,589,480912446,16,U,,,N,0,,0,,,N,,288784,,,
29250610,193063201710,2017,193063,10,93.671,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES,27065,N,,,,,,N,93,671,480912446,93,,,,N,0,,0,,,N,,55431,,,
29250612,193063201711,2017,193063,11,93.597,GRANTS TO STATES FOR ACCESS AND VISITATION PROGRAMS,6882,N,,,,,,N,93,597,480912446,93,,,,N,0,,0,,,N,,9148,,,
29250615,193063201712,2017,193063,12,93.597,GRANTS TO STATES FOR ACCESS AND VISITATION PROGRAMS,2266,N,,,,,,N,93,597,480912446,93,,,,N,0,,0,,,N,,9148,,,
29250617,193063201713,2017,193063,13,14.231,EMERGENCY SOLUTIONS GRANT PROGRAM,1234,N,,,,,,N,14,231,480912446,14,,,,N,0,,0,,,N,,1234,,,
29250619,193063201714,2017,193063,14,97.024,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM,19729,N,,,,,,Y,97,024,480912446,97,,,,N,0,,0,,,N,,19729,,,
29250575,19306320172,2017,193063,2,16.575,CRIME VICTIM ASSISTANCE,288064,N,,,,,,N,16,575,480912446,16,,,,N,0,,0,,,N,,368490,,,
29250578,19306320173,2017,193063,3,16.575,CRIME VICTIM ASSISTANCE,80426,N,,,,,,N,16,575,480912446,16,,,,N,0,,0,,,N,,368490,,,
29250581,19306320174,2017,193063,4,16.017,SEXUAL ASSAULT SERVICES FORMULA PROGRAM,401,N,,,,,,N,16,017,480912446,16,,,,N,0,,0,,,N,,20351,,,
29250595,19306320175,2017,193063,5,16.017,SEXUAL ASSAULT SERVICES FORMULA PROGRAM,19950,N,,,,,,N,16,017,480912446,16,,,,N,0,,0,,,N,,20351,,,
29250599,19306320176,2017,193063,6,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,33991,N,,,,,,N,16,738,480912446,16,,,,N,0,,0,,,N,,33991,,,
29250602,19306320177,2017,193063,7,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,34110,N,,,,,,N,16,588,480912446,16,,,,N,0,,0,,,N,,34110,,,
29250603,19306320178,2017,193063,8,93.671,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES,16056,N,,,,,,N,93,671,480912446,93,,,,N,0,,0,,,N,,55431,,,
29250607,19306320179,2017,193063,9,93.671,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES,12310,N,,,,,,N,93,671,480912446,93,,,,N,0,,0,,,N,,55431,,,
29206937,19969420171,2017,199694,1,10.561,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM,87090,N,,,,,,N,10,561,316400081,10,,,,N,0,,0,,SNAP CLUSTER,N,,87090,87090,,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
29206981,199694201710,2017,199694,10,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,740381,N,,,,,,N,93,558,316400081,93,,,,N,0,,0,,TANF CLUSTER,N,,740381,740381,,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
29206985,199694201711,2017,199694,11,93.563,CHILD SUPPORT ENFORCEMENT,114949,N,,,,,,N,93,563,316400081,93,,,,N,0,,0,,,N,,114949,,,CHILD SUPPORT ENFORCEMENT
