ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1243130,2379132017,2017,237913,06/30/2017 00:00:00,S,A,,N,936000924,,N,622716173,INTERMOUNTAIN ESD,2001 SW NYE STREET,,PENDLETON,OR,97801,BETH O'HANLON,CFO,5419663103,,BETH.OHANLON@IMESD.K12.OR.US,01/12/2018 12:04:18,BETH O'HANLON-CFO,"DICKEY AND TREMPER, LLP",110 SE FIRST STREET,,PENDLETON,OR,97801,ROBERT F. TREMPER,CPA,5412766862,,RTREMPER@DICKEYANDTREMPER.COM,01/10/2018 18:06:08,,O,,U,N,N,N,N,U,750000,Y,,4197131,,N,N,N,N,Y,N,,84,01/12/2018 00:00:00,01/17/2018 12:53:55,,N,505,1,x84x00,01/03/2018 00:00:00,,N,BETH O'HANLON,CFO,01/03/2018 00:00:00,200350998,N,,N,N,,,,,Local government,UG,,01/04/2018 14:26:18,01/11/2018 13:16:22,N,G,07/01/2016 00:00:00,,,,
1242069,2315542017,2017,231554,06/30/2017 00:00:00,S,A,,N,263202807,,N,,SUCCESS PREPARATORY ACADEMY,2011 BIENVILLE STREET,,NEW ORLEANS,LA,70112,KATHRYN CONEYBEAR,DIRECTOR OF FINANCE,5049096275,,KCONEYBEAR@SUCCESSPREPARATORY.ORG,01/04/2018 16:14:30,KATHRYN CONEYBEAR-DIRECTOR OF FINANCE,"CARR, RIGGS, & INGRAM, LLC",111 VETERANS MEMORIAL BLVD. SUITE 350,,METAIRIE,LA,70005,AMY VERBERNE,PARTNER,9856295664,,AVERBERNE@CRICPA.COM,01/19/2018 13:46:37,,O,,U,N,N,Y,N,U,750000,N,,1389496,,N,N,N,Y,N,N,,84,01/19/2018 00:00:00,01/24/2018 15:43:16,,N,905,1,x00,01/19/2018 00:00:00,,N,KATHRYN CONEYBEAR,DIRECTOR OF FINANCE,01/19/2018 00:00:00,721396621,N,,N,N,,,,,Non-profit,UG,,02/06/2018 11:25:12,02/08/2018 07:42:37,N,G,07/01/2016 00:00:00,,,,
1242944,1969012017,2017,196901,08/31/2017 00:00:00,S,A,,N,741587916,,N,076926153,"EDUCATION SERVICE CENTER, REGION II",209 N. WATER ST,,CORPUS CHRISTI,TX,78401,RYAN JOHNSTON,CHIEF FINANCIAL OFFICER,3615615618,,RYAN.JOHNSTON@ESC2.US,01/26/2018 01:25:56,RYAN JOHNSTON-CHIEF FINANCIAL OFFICER,"GOWLAND, STREALY, MORALES, & CO., PLLC","5934 S. STAPLES, SUITE 201",,CORPUS CHRISTI,TX,78413,DAVID MORALES,CERTIFIED PUBLIC ACCOUNTANT,3619931000,,DMORALES@GOWLAND-CPA.COM,01/22/2018 09:51:54,,O,,U,N,N,N,N,U,750000,Y,,3546519,,N,N,N,N,N,N,,84,01/26/2018 00:00:00,01/29/2018 08:11:40,,N,505,1,x00,01/26/2018 00:00:00,,N,RYAN JOHNSTON,CHIEF FINANCIAL OFFICER,01/26/2018 00:00:00,742804712,N,,N,N,,,,,Local government,UG,,02/16/2018 11:17:45,02/22/2018 12:20:13,N,G,09/01/2016 00:00:00,,,,
1230556,1608902017,2017,160890,06/30/2017 00:00:00,S,A,,N,136007115,,N,,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,200 N BROADWAY,,SLEEPY HOLLOW,NY,10591,KEVIN A ZIEMBA,SCHOOL BUSINESS ADMINISTRATOR,9146319401,,KZIEMBA@TUFSD.ORG,10/24/2017 14:57:27,KEVIN A ZIEMBA-SBA,BERARD & ASSOCIATES CPAS PC,44 PARK AVENUE,,SUFFERN,NY,10901,KATHLEEN M HAUBNER,AUDITOR,8453575668,,KATHLEEN@BERARDCPAS.COM,10/24/2017 12:16:41,,O,,U,N,N,N,N,U,750000,Y,,2054934,,Y,N,N,Y,N,N,,84,10/26/2017 00:00:00,10/27/2017 08:16:58,,N,505,1,x00,10/16/2017 00:00:00,,N,KEVIN A ZIEMBA,SBA,10/26/2017 00:00:00,133774222,N,,N,Y,,,,,Local government,UG,,10/27/2017 12:18:33,11/02/2017 06:39:57,N,G,07/01/2016 00:00:00,,,,
1244848,1827302017,2017,182730,06/30/2017 00:00:00,S,A,,N,566000798,,N,130537822,ALBEMARLE REGIONAL HEALTH SERVICES,711 ROANOKE AVE,,ELIZABETH CITY,NC,27909,GINGER MIDGETT,FINANCE OFFICER,2523383860,,GMIDGETT@ARHS-NC.ORG,02/15/2018 16:39:18,GINGER MIDGETT-FINANCE DIRECTOR,"MASON L SPRUILL, CPA","MASON L. SPRUILL, CPA",,ELIZABETH CITY,NC,27909,"MASON L. SPRUILL, CPA",OWNER/CPA,2523383860,,MLS@MLSPRUILLCPA.COM,02/10/2018 14:17:58,,O,,U,N,N,N,N,U,750000,Y,,6191174,,N,N,N,N,N,Y,,93,02/16/2018 00:00:00,02/20/2018 10:04:33,,N,908,1,x00,02/16/2018 00:00:00,,N,GINGER MIDGETT,FINANCE DIRECTOR,02/16/2018 00:00:00,561283149,N,,N,N,,,,,Local government,UG,,03/12/2018 10:43:08,03/15/2018 08:48:43,N,G,07/01/2016 00:00:00,,,,
1243467,1200412017,2017,120041,06/30/2017 00:00:00,S,A,,N,942479393,,N,847356318,CATHOLIC CHARITIES OF THE DIOCESE OF SANTA ROSA,987 AIRWAY COURT,,SANTA ROSA,CA,954032408,MARILYN STUART,DIRECTOR OF FINANCE & ACCOUNTING,7075288712,,MSTUART@SRCHARITIES.ORG,02/01/2018 12:31:28,MARILYN STUART-DIRECTOR OF FINANCE AND ACCOUNTING,ARMANINO LLP,"44 MONTGOMERY STREET, SUITE 900",,SAN FRANCISCO,CA,94104,GRANT LAM,PARTNER,4155683291,,GRANT.LAM@ARMANINOLLP.COM,01/30/2018 01:36:22,,O,,U,N,N,N,N,U,750000,Y,,2031382,,N,N,N,N,N,N,,14,02/01/2018 00:00:00,02/02/2018 09:06:51,,N,908,1,x00,02/01/2018 00:00:00,,N,MARILYN STUART,DIRECTOR OF FINANCE AND ACCOUNTING,02/01/2018 00:00:00,946214841,N,,N,N,,,,,Non-profit,UG,,02/27/2018 08:24:02,03/01/2018 09:19:18,,N,07/01/2016 00:00:00,,,,
1236295,1577452017,2017,157745,06/30/2017 00:00:00,S,A,,N,216004798,,N,,FREEHOLD REGIONAL HIGH SCHOOL DISTRICT,11 PINE STREET,,ENGLISHTOWN,NJ,07726,SEAN BOYCE,ASST. SUPERINTENDENT TO BUSINESS ADMIN.,7327927300,,SBOYCE@FRHSD.COM,12/04/2017 16:10:55,SEAN BOYCE-ASSISTANT SUPERINTENDENT,"SUPLEE, CLOONEY & COMPANY",308 E BROAD STREET,,WESTFIELD,NJ,07090,ROBERT SWISHER,PARTNER,9087899300,,RSWISHER@SCNCO.COM,12/04/2017 16:09:14,,O,,U,N,N,N,N,U,750000,Y,,3861258,,N,N,N,N,N,N,,93,12/04/2017 00:00:00,12/05/2017 08:14:44,,N,505,1,x00,12/04/2017 00:00:00,,N,SEAN BOYCE,ASSISTANT SUPERINTENDENT,12/04/2017 00:00:00,221427684,N,,N,N,,,,,Local government,UG,,12/05/2017 08:27:36,12/07/2017 07:44:38,N,G,07/01/2016 00:00:00,,,,
1225407,1501092017,2017,150109,06/30/2017 00:00:00,S,A,,N,381711021,,N,074791427,BAY DE NOC COMMUNITY COLLEGE,2001 N. LINCOLN ROAD,,ESCANABA,MI,49829,ANN VALIQUETTE,DIRECTOR OF THE BUSINESS OFFICE,9062174070,,ANN.VALIQUETTE@BAYCOLLEGE.EDU,11/02/2017 15:36:57,ANN VALIQUETTE-DIRECTOR OF BUSINESS OFFICE,REHMANN ROBSON LLC,2330 EAST PARIS AVENUE SE,,GRAND RAPIDS,MI,49546,"LISA VANDEWEERT, CPA",PRINCIPAL,6169754100,,LISA.VANDEWEERT@REHMANN.COM,11/02/2017 16:04:30,,O,,U,N,N,N,N,U,750000,Y,,6305992,,N,N,N,N,N,N,,84,11/02/2017 00:00:00,11/03/2017 11:31:33,,N,504,1,x00,11/02/2017 00:00:00,,N,ANN VALIQUETTE,DIRECTOR OF BUSINESS OFFICE,11/02/2017 00:00:00,383635706,N,,N,N,,,,,Institution of higher education (IHE),UG,00224000,11/03/2017 14:37:33,11/09/2017 08:25:04,N,B,07/01/2016 00:00:00,,,,
1256605,2462872017,2017,246287,12/31/2017 00:00:00,S,A,,N,431106228,,N,,LEGAL SERVICES OF SOUTHERN MISSOURI,809 N. CAMPBELL,,SPRINGFIELD,MO,65802,SHARON ALEXANDER,DIRECTOR OF DEVELOPMENT,4178811397,,SHARON@LSOSM.ORG,04/27/2018 08:29:20,SHARON ALEXANDER-DIRECTOR OF DEVELOPMENT,"ROBERTS, MCKENZIE, MANGAN & CUMMINGS PC",4035 S. FREMONT,,SPRINGFIELD,MO,65804,JEFF KEELING,PARTNER,4178835348,,JK@RMMC-CPA.COM,04/27/2018 08:18:24,,O,,U,N,N,N,N,U,750000,N,,1951194,,N,N,N,N,N,N,,09,04/27/2018 00:00:00,05/01/2018 01:30:21,,N,888,1,x00,04/27/2018 00:00:00,,N,SHARON ALEXANDER,DIRECTOR OF DEVELOPMENT,04/27/2018 00:00:00,431244312,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2017 00:00:00,,,,
1283286,2478872017,2017,247887,06/30/2017 00:00:00,S,B,,N,430951012,,N,096729157,CITY OF FRANKFORD MISSOURI,217 MAIN ST,,FRANKFORD,MO,634011000,MARILYN FRAZER,CITY CLERK,5737842618,,MFRAZER9988@ATT.NET,01/18/2019 10:40:12,MARILYN FRAZER-CITY CLERK,DENNIS G KOCH & ASSOC LLC,1706 N 16TH ST,,QUINCY,IL,623011404,DENNIS G KOCH,OWNER,2172248484,,DGKOCH@DGKOCHCPA.COM,01/07/2019 16:57:36,,O,,U,N,N,N,N,U,750000,N,,1666784,,N,N,N,N,N,Y,,10,01/18/2019 00:00:00,01/23/2019 01:30:20,,N,888,1,x00,01/18/2019 00:00:00,,N,MARILYN FRAZER,CITY CLERK,01/18/2019 00:00:00,821349697,N,,N,N,,,,,Local government,UG,,,,,,07/01/2016 00:00:00,,,,
1269812,2136652017,2017,213665,12/31/2017 00:00:00,S,A,,N,344429426,,N,101647592,"EAST TOLEDO FAMILY CENTER, INC.",1020 VARLAND AVE.,,TOLEDO,OH,43605,JODI GROSS,EXECUTIVE DIRECTOR,4196911429,,JODIG@ETFC.ORG,10/01/2018 16:30:19,JODI GROSS-EXECUTIVE,"DEMARCO & ASSOCIATES CPAS, LLC","845 COMMERCE DRIVE, SUITE 3",,PERRYSBURG,OH,43551,"LESLIE DEMARCO, CPA",OWNER,4199310250,,LDEMARCO@DEMARCOCPALLC.COM,10/01/2018 17:05:57,,O,,U,N,N,N,N,U,750000,N,,799799,,N,N,N,N,N,Y,,93,10/01/2018 00:00:00,10/06/2018 01:30:20,,N,908,1,x00,10/01/2018 00:00:00,,N,JODI GROSS,EXECUTIVE,10/01/2018 00:00:00,463287546,N,,N,N,,,,,Non-profit,UG,,10/10/2018 10:47:53,10/11/2018 10:37:17,,N,01/01/2017 00:00:00,,,,
1260943,2431142017,2017,243114,12/31/2017 00:00:00,S,A,,N,640678962,,N,876865585,"LAUDERDALE SR SVCS, INC. - ALDERSGATE  RETIRE  CTR- PHASE I 065EH083",109 SOUTH BROADWAY; P.O. BOX 1567,,TUPELO,MS,38802,CHRISTIE VANCE,VP OF FINANCE,6628448977,,CHRISTIE.VANCE@MSS.ORG,08/10/2018 11:04:06,CHRISTIE VANCE-CFO,"WATKINS, WARD AND STAFFORD, PLLC",53 NORTH DUNN STREET; P.O. BOX 311,,EUPORA,MS,39744,ANITA GOODRUM,PARTNER,6622582331,,AGOODRUM@WWSCPA.COM,07/25/2018 09:13:27,,O,,U,N,N,N,N,U,750000,Y,,1141367,,N,N,N,N,N,Y,,14,08/13/2018 00:00:00,08/15/2018 01:30:21,,N,888,1,x00,08/13/2018 00:00:00,,N,CHRISTIE VANCE,CFO,08/13/2018 00:00:00,640394922,N,,N,N,,,,,Non-profit,UG,,,,,,01/01/2017 00:00:00,,,,
1247750,1357802017,2017,135780,06/30/2017 00:00:00,S,A,,N,066001971,,N,,"TOWN OF CHESHIRE, CONNECTICUT",84 SOUTH MAIN ST.,,CHESHIRE,CT,06410,JAMES JASKOT,FINANCE DIRECTOR,2032716617,,JJASKOT@CHESHIRECT.ORG,02/21/2018 12:25:35,JAMES JASKOT-FINANCE DIRECTOR/TREASURER,RSM US LLP,157 CHURCH ST.,,NEW HAVEN,CT,06510,SCOTT A. BASSETT,PARTNER,2037731909,,SCOTT.BASSETT@RSMUS.COM,02/21/2018 08:57:31,,O,,U,N,N,N,N,U,750000,Y,,1808504,,N,N,N,N,N,N,,84,02/21/2018 00:00:00,02/22/2018 12:43:39,,N,300,1,x00,02/21/2018 00:00:00,,N,JAMES JASKOT,FINANCE DIRECTOR/TREASURER,02/21/2018 00:00:00,420714325,N,,N,N,,,,,Local government,UG,,03/09/2018 10:11:41,03/15/2018 08:48:43,N,G,07/01/2016 00:00:00,,,,
1241743,1539442017,2017,153944,06/30/2017 00:00:00,S,A,,N,446003597,,N,,MT. VERNON R-V SCHOOL DISTRICT,731 S LANDRUM STREET,,MT. VERNON,MO,657121723,MR. SCOTT COOK,SUPERINTENDENT,4174667573,,COOKSCOTT@MTVERNON.K12.MO.US,01/10/2018 10:41:22,SCOTT COOK-SUPERINTENDENT,"KPM CPAS, PC",1445 E REPUBLIC ROAD,,SPRINGFIELD,MO,65804,RANDALL MOOTS,SHAREHOLDER,4178824300,,RMOOTS@KPMCPA.COM,01/06/2018 22:07:45,,O,,S,N,Y,N,N,U,750000,N,,1379463,,N,N,N,N,N,N,,84,01/10/2018 00:00:00,01/11/2018 09:06:22,,N,505,1,x00,01/10/2018 00:00:00,,N,SCOTT COOK,SUPERINTENDENT,01/10/2018 00:00:00,431109768,Y,,N,N,CASH,N,U,,Local government,UG,,01/26/2018 11:53:06,02/01/2018 07:50:21,N,G,07/01/2016 00:00:00,,,,
