SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
32900,185885,2021,2021-001,"Finding #2021-001

Comments on the Finding and Each Recommendation: 

Statement of condition #2021-001: The Corporation did not make the required deposits to the residual receipts reserve for the year ended June 30, 2021. The residual receipts reserve is underfunded by $26,228 as of June 30, 2021.

Recommendation: Management should deposit $26,228 into the residual receipts reserve.

Action(s) taken or planned on the finding: Management agrees with the finding and auditor's recommendation. Management will transfer funds to the residual receipts reserve as cash flow permits.
",N,914356,1,,
32901,185885,2021,2021-002,"Finding #2021-002

Comments on the Finding and Each Recommendation:

Statement of condition #2021-002: The Corporation did not make the required monthly deposits into a separate reserve for replacements. The reserve for replacements is underfunded by $1,447 as of June 30, 2021.

Recommendation: Management should transfer $1,447 from the operating account to the reserve for replacements. 

Action(s) taken or planned on the finding: Management agrees with the finding and auditor's recommendation. Management will transfer funds to the reserve for replacements.
 
",N,914356,1,,
56675,190034,2021,2021-002,"Views of Responsible Officials and Planned Corrective Actions: The 2020 annual audit was
submitted by the due date, but due to an error inputting the EIN, the audit could not be accessed
using the correct EIN as a search criterion. However, the audit was accessible when searching
under other search modes.
The 2021 audit was not submitted timely because of delays in the readiness of providing certain
information for auditing purposes. The delays are attributable to staff turnover and the inability to
attract experienced staff due to the labor shortage associated with the pandemic. Within weeks of
the start of fiscal year 2021, the two most experienced finance staff members resigned. To fill the
vacancies quickly, the Authority used staff members from a third-party consultant for key financial
functions. However, the experience and degree of familiarity of these staffers did not match the
levels of those who resigned. Additionally, with the involvement of as many as 9 different staff
members performing the functions of two positions (Accounting Manager and Senior Accountant)
for fiscal year 2021, it was difficult to have consistent processes and results.
After several unsuccessful attempts to fill finance department vacancies with experienced staff,
the Authority was able to rehire as Accounting Manager one of the more experienced finance staff
members who previously resigned. This staff addition has proved valuable in ensuring the
accuracy and timeliness of financial information and reports. Financial reports are again issued
timely and account balances are now reconciled and accurate. Additionally, to mitigate the impact
of future unplanned vacancies, the Finance Department has undertaken efforts to cross-train
employees in the more critical and essential accounting and financial functions. Therefore, in the
event of unplanned vacancies, those functions will continue with minimal disruptions. Moreover,
critical functions have been documented in detail to serve as a how to guide to further enhance and
expedite the employee training and transition process.
The Data Collection Form and Reporting Package was submitted to the Federal Audit
Clearinghouse as soon as the report was final. With the addition of experienced staff, future audits
should not be delayed.
Contact Person Responsible for Corrective Action: Glenn Dickerson, CPA — Chief Financial
Officer",N,985694,1,,
36676,247591,2021,2021-002,"DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT
HUD Finding No. 2021-002
S-2700-005
Property Improvement Loan Insurance for Improving All Existing Structures and Building of New Nonresidential
Structures - Assistance Listing No. 14.142
Equity Skimming
Criteria
S-2700-020
The HUD Audit Guide defines equity skimming as the ""willful misuse of any part of the rent, assets, proceeds,
income, or other funds derived from the project covered by the mortgage for any purpose other than to meet the
actual or necessary expenses of the project."" Specific criteria for unnecessary costs noted during the audit
include Uniform Guidance section 200.423 that excludes purchases of alcoholic beverages, HUD Handbook
4370.2 Rev.1 supporting documentation for expense reimbursements must be itemized invoices/receipts with
an authorized signature, HUD Management Agent Handbook 4381.5 the agent may not impose administrative
fees in addition to actual payroll costs; agent's travel expenses to visit the project or meet with owners are to
be paid from the management fee as is training and travel expenses for agent's supervisory staff; pay reasonable
expenses necessary for the operation and maintenance of the project.
Condition
S-2700-010
""Equity skimming deprives the project of needed funds for repairs, maintenance, and improvements, which
contributes to the financial and physical deterioration of the project and the standard of living conditions for the
families who depend on the federal government to provide housing."" The audit uncovered a variety of costs
charged to the project by the property management company that are either specifically excluded expenses
per federal regulations cited above or are simply not necessary or actual expenses of the project.
Context
S-2700-009
In performing the fixed asset search portion of the audit a large number of meals, travel, mileage, payroll entries
were noted in the various maintenance accounts. Such costs are not considered maintenance costs. Invoices
and credit card receipts for these purchases were requested and reviewed. Reclassification entries were made
to move such costs from the maintenance expense accounts to general and administrative costs and to
payroll accounts. All but one of the credit card receipts for meals were not itemized. None of the credit card
receipts for purchases were signed by an authorized supervisor. The maintenance supervisor for the project
stayed at an expensive coastal resort with his wife rather than the hotel where other maintenance staff lodged.
Expensive meals with alcoholic beverages were purchased and charged to the project. Such meal and lodging
expenses are not reasonable or necessary expenses of the project.
Cause
S-2700-040
Intent on the part of the property management company to increase profits at the expense of this project.
Intentional misclassification of non-project expenses in maintenance costs in an attempt to obscure them.
Effect
S-2700-030
The project ended 2021 in a precarious financial position with less than $12,000 in the operating bank account,
over three months of unpaid vendor invoices accrued as accounts payable totaling $41,867. Much of the cash
depletion was caused by increased maintenance activity in 2021 to prepare for the REAC inspection which
could have been avoided if the property management company maintained the project on a continuous basis.
The unnecessarily expensive meals, mileage, lodging expenses resulted from management company emp-
loyees staying at the coast while working on deferred maintenance items in advance of the REAC inspection.
SPYGLASS RIDGE LIMITED PARTNERSHIP
HUD Project No. 126-11130
Schedule of Findings, Questioned Costs, and Recommendations
For the Year Ended December 31, 2021
45
1.
Corrective Actions Not Started or In Process (continued)
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (continued)
Finding No. 2021-001 (continued)
Property Improvement Loan Insurance for Improving All Existing Structures and Building of New Nonresidential
Structures - Assistance Listing No. 14.142
Equity Skimming
Questioned Costs
S-2700-065
The following questioned costs were noted during the audit per the criteria listed above. There are likely more
questioned costs as it is not possible to test all transactions. Payroll administrative fee; not allowed per HUD Handbook 4381.5 3,727$
Roving maintenance fee; not allowed per HUD Handbook 4381.5 1,198
Marketing support fee; not allowed per HUD Handbook 4381.5 660
Software Yardi RentCafe; not offered in Oregon per vendor inquiry 1,187
Software Yardi RightSource Compliance; for projects with 1,000+ units per vendor inquiry 5,200
Software Yardi support; charge not recognized by vendor per inquiry 1,069
Gifts to property management company employees; should be paid from management fee 268
Meals, mileage, lodging; not properly substantiated or signed by supervisor, unnecessary 13,598
REAC credit card receipts for supplies; not properly substantiated or signed by supervisor 4,847
Edge Networks; Wi-Fi invoiced to the project but services not provided 1,925
Total questioned costs 33,679$
Recommendation
S-2700-050
NWCH should terminate property management services with the present company and engage the services
of another approved HUD property management company. NWCH should carefully review monthly financial
reports and transactions recorded for the project by the management company and promptly investigate any
questionable charges. In addition to the questioned costs listed above, the property management company
should be charged for the increased audit costs required to audit this finding currently estimated at 35 hours
at $150 per hour for total additional audit costs of $5,250.
Views of Responsible Officials and Planned Corrective Actions
S-2700-100
We agree with the above finding. The management company terminated services with the project effective
March 20, 2022 and another property management company was interviewed, hired, and began work on
March 21, 2022. The previous property management company was to meet with the new company on March
21, 2022 at noon, but instead arrived early and cleared the administrative and maintenance computers of all
software and data owned by the project, turned off the maintenance cell phone provided by the owner, and
deleted all voicemail from the desktop telephone. Accordingly, this incident of trespassing, data and property
destruction resulted in additional costs to the project by the management company that should be included
in the above questioned costs.
S-2700-090",N,926339,1,,
36677,247591,2021,2021-003,"DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (continued)
Finding No. 2021-003
Property Improvement Loan Insurance for Improving All Existing Structures and Building of New Nonresidential
Structures - Assistance Listing No. 14.142
Management Agreement
Criteria
The HUD Audit Guide Chapter 4, Section 5.a. lists provisions that are required in all management agreements
regarding HUD's and the lender's rights concerning the project. The Project's property management agreement
is dated September 1, 2010, subsequently updated to include HUD provisions and the management fee at 5%
with form HUD-9839-B dated July 20, 2015. However, the management agent charged the Project 5.25% when
occupancy exceeded 97%. This provision from the 2010 management agreement was superceded by form
HUD-9839-B which capped the management fee at 5%.
Condition
The management agent continued to charge the Project 5.25% when occupancy exceeded 97% since 2015.
Context
The management agreement is dated September 1, 2010 and was not updated in 2015 upon financing the
property renovations with a HUD insured loan. However, form HUD-9839-B, Project Owner's/Management
Agent's Certification for Multifamily Housing Projects for Identity-of-Interest or Independent Management
Agents, dated July 20, 2015, established the HUD provisions missing from the 2010 agreement. The form
also provided for a management agent fee of 5% of residential income collected, without an increase to 5.25%
when occupancy exceeded 97%. The management agent continued to charge the Project 5.25% when
occupancy increased to 97%.
Cause
Management agent's failure to abide by form HUD-9839-B that updated the 2010 management agreement
and capped the management fee at 5%.
Effect
The Project was overcharged for management fees since 2015.
Questioned Costs
Recalculating the management fee at 5% results in an overcharge to the Project of $1,572 for 2021, plus the
additional fees charged by the management agent and listed in finding 2021-001 under questioned costs.
Using the overcharge from 2021 of $1,572 times the past 6 years for 2016-2021 results in $9,432 in manage-
ment fee total questioned costs.
Recommendation
Review the management fee calculation monthly to ensure only the agreed upon amount is paid to the
management agent.
Views of Responsible Officials and Planned Corrective Actions
We agree with the above finding. The new property management company's management agreement was
reviewed by legal counsel and contains the above required HUD provisions.",N,926339,1,,
36678,247591,2021,2021-001,"Finding No. 2021-001
Rural Housing Service Section 515 Rural Rental Housing Loans - Assistance Listing No. 10.xxx
Internal Control - Unrecorded Transactions
Criteria
According to Government Auditing Standards and Title 2 U.S. Code of Federal Regulations Part 200,
Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform
Guidance) a deficiency in internal control over compliance exists when the design or operation of a control
over compliance does not allow management or employees, in the normal course of performing their assigned
functions, to prevent, or detect and correct, noncompliance with a type of compliance requirement of a federal
program on a timely basis. A material weakness in internal control over compliance is a deficiency, or
combination of deficiencies, in internal control over compliance, such that there is a reasonable possibility
that material noncompliance with a type of compliance requirement of a federal program will not be prevented
or detected and corrected, on a timely basis.
Condition
Section 515 Rural Rental Housing loans for acquisition of Golden Eagle II Apartments in Tillamook, Oregon
were not recorded in NWCH's books, nor was the associated purchased asset. In addition, other state and
federal cost reimbursement grants that were not reimbursed by year-end were also unrecorded.
Context
The Section 515 Rural Rental Housing loan proceeds were wired directly to escrow at the closing of the
purchased property, as were state grants to purchase another property, resulting in the omission of
associated assets, debt, and grant revenue from the accounting system and financial reports produced from
the accounting system. Cost reimbursement grants not yet reimbursed were not recorded as grants
receivable and revenue. In addition, construction in progress costs of $37,054 were recorded as expenses.
Cause
The transactions discussed above did not go through NWCH's bank accounts and, accordingly, were not
recorded by the bookkeeper. Property purchase closing statements were received but were not recorded in
the books of accounts. Recording of construction in progress costs did not follow the capitalization policy.
Effect
Initial accounting records provided for the audit understated assets by $6,674,442, understated liabilities by
$3,037,712, understated revenue by $3,308,107, and understated the change in net assets by $3,640,875.
These are material omissions that are considered to be material weaknesses in internal control.
Questioned Costs
None.
Recommendation
Provide documentation for all financial transactions (grants, contracts, loans, closing documents, etc.) to
the bookkeeper for recording in the accounting system. Review accounting reports produced by the system
to make sure all assets, debt, grants, and other transactions are present and properly recorded.
Views of Responsible Officials and Planned Corrective Actions
We agree with the finding and have contracted with an area firm to provide training for our bookkeeper. We
are hiring for new positions such as program director and housing development director due to our rapid
growth which is expected to continue, which will add more expertise and work hours to our staff.",N,926339,1,,
34413,7857,2021,2021-001,"The sole fi nding from the 6.30.2021 schedule of findings and questioned costs discussed below and
numbered consistently with the numbers assigned in Section A of the. Sum'mary of Audit Results
does not include findings and is not addressed.
FINDINGS -FINANCIAL STATEMENT AUDIT
NONE
FINDINGS - FEDERAL AW ARD PROGRAMS AUDIT
DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT
Finding Number 2021-001 Section 202 Capital Advance CFDA Number 14.157 Grantor HUD
Recommendations:
Management attempt to put into place a system where invoices submitted for replacement reserve
funds can be tracked.
Management Response:
Management will be retooling its policies to include re-training of staff for requesting payments for
capital projects. An additional review step wi ll be added to the process to ensure requests are being
made for the correct amounts based on contract requirements. Once requests are approved by
HUD, payments will be made to vendors according to approved 9250s.Action Taken:
Training will be provided to site staff preparing reserve requests. Invoices submitted for reserve
withdrawals will be reviewed and compared to corresponding contract for verification of terms
prior to submission to HUD to ensure correct amounts are being requested.
If the U.S. Department of Housing and Urban Development has questions regarding this plan,
please call.",N,925142,1,,
44229,255441,2021,2021-001,"2021-001 Provider Relief Fund Reporting of Lost Revenue

Corrective action planned:	We will ensure only patient service revenue is included in all subsequent Provider Relief Fund reporting periods.

Anticipated completion date:	September 2022
Contact person responsible for corrective action:	Jan Peter, CFO
",Y,943147,1,,
42483,141384,2021,2021-004,"11-021-3050-26
CORRECTIVE ACTION PLAN FOR CURRENT YEAR AUDIT FINDINGS
Year Ending June 30, 2021




Corrective Action Plan

Finding No.:	2021-_ 004__


Condition:	The monthly individual site claims for the Summer Food Service Program are not being reviewed prior to consolidation and submission.											



Plan:	We recommend someone with knowledge of the Program compliance requirements that is independent of the preparer review the monthly site reimbursement claims prior to submission of the consolidated claim.																	
									




Anticipated Date of Completion:	06/30/2023

Name of Contact Person:		Shannon Cheek	

Management Response:	Management will properly educate the preparer of the monthly reimbursement claims.																															



						08/18/22	
Shannon Cheek, Superintendent		Date
",N,944072,1,,
42484,141384,2021,2021-003,"11-021-3050-26
CORRECTIVE ACTION PLAN FOR CURRENT YEAR AUDIT FINDINGS
Year Ending June 30, 2021




Corrective Action Plan

Finding No.:	2021-_ 003__


Condition:	No formal analysis of the profitability of the food service program is being prepared.



Plan:	Formal profitability analyses of the food service program will be periodically prepared to ensure compliance with Federal cash management requirements.					
									




Anticipated Date of Completion:	06/30/2022

Name of Contact Person:		Shannon Cheek	

Management Response:	The plan will be implemented for the audit year ended June 30, 2022.																														



						08/18/22	
Shannon Cheek, Superintendent		Date
",N,944072,1,,
42892,108922,2021,2021-001,"2021-001 SEGREGATION OF DUTIES - CONDITION/CONTEXT: COUNCIL STAFF HAVE LIMITED SEGREGATION OF DUTIES FOR ALL TRANSACTIONS OF THE ENTITY.  THE COUNCIL'S STAFF IS NOT LARGE ENOUGH TO PERMIT ADEQUATE SEGREGATION OF DUTIES.  THIS LACK OF SEGREGATION OF DUTIES DOES NOT ALLOW MANAGEMENT TO DETECT AND CORRECT A MATERIAL MISSTATEMENT IF PRESENT.  DUE TO THE SIZE OF THE COUNCIL'S STAFF IT IS ANTICIPATED THAT THIS WILL BE AN ONGOING FINDING.  COMPENSATING CONTROLS ARE IN PLACE; HOWEVER, THIS CONTINUES TO BE AN ONGOING FINDING.  RECOMMENDATION: IN OUR JUDGMENT, MANAGEMENT AND THOSE CHARGED WITH GOVERNANCE NEED TO UNDERSTAND THE IMPORTANCE OF THIS COMMUNICATION.  HOWEVER, DUE TO THE LACK OF RESOURCES AVAILABLE TO MANAGEMENT TO CORRECT THIS WEAKNESS, WE RECOMMEND THAT MANAGEMENT MITIGATE THIS WEAKNESS WITH POSSIBLE COMPENSATING CONTROLS SUCH AS CLOSE SUPERVISION AND MONITORING BY MANAGEMENT AND BY THE BOARD OF DIRECTORS.  CORRECTIVE ACTION PLANNED: THE COUNCIL OF COMMUNITY SERVICES HAS A FULL-TIME BOOKKEEPER WITH ADEQUATE EXPERIENCE, CONTINUES TO HAVE BOARD INVOLVEMENT, AND ACTIVELY SEEKS NEW BOARD MEMBERS WITH FINANCIAL EXPERIENCE.  WE ALSO ADDED A BOARD MEMBER WHO IS A CERTIFIED PUBLIC ACCOUNTANT THAT ALSO SITS ON THE FINANCE COMMITTEE OF THE BOARD.  THIS ADDITIONAL OVERSIGHT ADDS LAYERS OF SUPERVISION AND MONITORING WHICH SHOULD ALLOW ANY INTENTIONAL FRAUD OR UNINTENTIONAL ERRORS TO BE PREVENTED OR DETECTED AND CORRECTED IN A TIMELY MANNER.  COMPENSATING CONTROLS ARE IN PLACE; HOWEVER, THIS CONTINUES TO BE AN ONGOING FINDING.  CONTACT: MIKEL SCOTT - EXECUTIVE DIRECTOR.  ANTICIPATED COMPLETION DATE: DUE TO THE SIZE OF THE STAFF, THIS IS EXPECTED TO BE AN ONGOING FINDING, ALL COMPENSATING CONTROLS HAVE BEEN IN PLACE SINCE 2015.",N,940699,1,,
33736,246905,2021,2021-001,"The auditee acknowledges the 88% compliance rate finding of the auditors and notes that no patient suffered financial harm, i.e., no patient was overcharged for services due to being assigned an inaccurate slide level in their electronic medical record (EMR). A review of the samples noted revealed that 9 individual patient accounts did not have a sliding fee application saved in the EMR when the patient was provided a sliding fee level. All instances noted were the result of front desk staff creating 30 day sliding fee plans for patients without the patient submitting a sliding fee application. Management would like to note that samples were selected from a date range prior to the implementation of the corrective action plan (CAP) associated with this finding from the prior year.
Management would also like to note that the individual responsible for ensuring the proper application of sliding fee procedures has been terminated for failure to follow the procedures. Implementation of routine audits caught the error and, therefore, the plan of action from the prior year will be continued.
Plan of Action:
Management reviewed the findings and rationalized the reasons these findings occurred as well as measures to reduce the potential for future errors. The following course of action has been completed:
¿ Only Financial Counselor staff create sliding fee plans in patient accounts
¿ All patient sliding fee eligibility documentation is saved in the patient EMR as well as any
associated household member accounts
¿ Continue to strengthen audit procedures. Based on the nature of the Sliding Fee Program, the documentation required to participate, and the setup of our Patient Management System (Athena), these performance audits are based on how accurately each employee enters information into the system and verify all required documentation is saved in the patient account:
Financial Counselor oversight – continue routine audits conducted by Financial Counselor
supervisor to ensure the accuracy of the sliding fee discounts given and required documentation within EMR Organizational oversight of the Sliding Fee Program – continue routine audits conducted by the Compliance Department to ensure the accuracy of the discount applied to patient accounts
¿ Continue with ongoing staff training to reiterate avoiding common mistakes while registering patients and working with patient information
¿ Develop electronic reporting to identify patients assigned a slide level without documentation attached to the account.
100% compliance with all regulatory requirements in all areas of the organization remains a top priority
for Genesis Health Care, Inc. By continuing to incorporate the above-referenced corrective action, we
demonstrate our ongoing commitment to providing our patients and the communities we serve high
quality healthcare services regardless of their ability to pay.",Y,922396,1,,
