<<<<<<< HEAD
ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
34959960,11674202118,2021,11674,18,16.320,SERVICES FOR TRAFFICKING VICTIMS,205536,N,,,,,,Y,16,320,132612524,16,,,,N,0,,71550,,RESEARCH AND DEVELOPMENT,Y,,205536,3212390,,SERVICES FOR TRAFFICKING VICTIMS
34959944,1167420212,2021,11674,2,16.560,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",99694,N,,,,,,Y,16,560,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,559677,3212390,,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS"
34959962,11674202120,2021,11674,20,16.710,PUBLIC SAFETY PARTNERSHIP AND COMMUNITY POLICING GRANTS,83721,N,,,,,,Y,16,710,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,83721,3212390,,PUBLIC SAFETY PARTNERSHIP AND COMMUNITY POLICING GRANTS
34959963,11674202121,2021,11674,21,16.035,PREVENTING TRAFFICKING OF GIRLS,12273,N,,,,,,N,16,035,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,12273,3212390,,PREVENTING TRAFFICKING OF GIRLS
34959964,11674202122,2021,11674,22,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,140747,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,406876,3212390,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34959965,11674202123,2021,11674,23,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,6939,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,406876,3212390,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34959966,11674202124,2021,11674,24,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,10075,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,406876,3212390,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34959967,11674202125,2021,11674,25,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,6825,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,406876,3212390,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34959968,11674202126,2021,11674,26,93.279,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS,174475,N,,,,,,N,93,279,132612524,93,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,384282,3212390,,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS
34959969,11674202127,2021,11674,27,93.279,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS,209807,N,,,,,,N,93,279,132612524,93,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,384282,3212390,,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS
34959970,11674202128,2021,11674,28,47.083,INTEGRATIVE ACTIVITIES,99300,N,,,,,,Y,47,083,132612524,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,99300,3212390,,INTEGRATIVE ACTIVITIES
34959971,11674202129,2021,11674,29,94.006,AMERICORPS,152928,N,,,,,,N,94,006,132612524,94,,,,N,0,,0,,,N,,177811,0,,AMERICORPS
34959945,1167420213,2021,11674,3,16.560,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",294955,N,,,,,,Y,16,560,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,559677,3212390,,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS"
34959972,11674202130,2021,11674,30,94.006,AMERICORPS,24883,N,,,,,,N,94,006,132612524,94,,,,N,0,,0,,,N,,177811,0,,AMERICORPS
34959973,11674202131,2021,11674,31,21.019,CORONAVIRUS RELIEF FUND,79039,N,,,,,,N,21,019,132612524,21,,,,N,0,,163,,,Y,,79039,0,,CORONAVIRUS RELIEF FUND
34959974,11674202132,2021,11674,32,98.U01,CHEMONICS INTERNATIONAL,7545,N,,,,,,N,98,U01,132612524,98,,,,N,0,,0,PERIOD ENDING 9/15/21,,N,,24508,0,,
34959975,11674202133,2021,11674,33,98.U01,CHEMONICS INTERNATIONAL,16963,N,,,,,,N,98,U01,132612524,98,,,,N,0,,0,PERIOD ENDING 8/12/25,,N,,24508,0,,
34959976,11674202134,2021,11674,34,16.609,PROJECT SAFE NEIGHBORHOODS,8155,N,,,,,,Y,16,609,132612524,16,,,,N,0,,0,,,N,,8155,0,,PROJECT SAFE NEIGHBORHOODS
34959977,11674202135,2021,11674,35,16.812,SECOND CHANCE ACT REENTRY INITIATIVE,123415,N,,,,,,N,16,812,132612524,16,,,,N,0,,0,,,N,,123415,0,,SECOND CHANCE ACT REENTRY INITIATIVE
34959978,11674202136,2021,11674,36,16.554,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM (NCHIP),57563,N,,,,,,N,16,554,132612524,16,,,,N,0,,0,,,N,,234848,0,,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM (NCHIP)
34959979,11674202137,2021,11674,37,16.554,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM (NCHIP),177285,N,,,,,,N,16,554,132612524,16,,,,N,0,,0,,,N,,234848,0,,NATIONAL CRIMINAL HISTORY IMPROVEMENT PROGRAM (NCHIP)
34959980,11674202138,2021,11674,38,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,9643,Y,,,,,,N,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959981,11674202139,2021,11674,39,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,27298,Y,,,,,,N,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959946,1167420214,2021,11674,4,16.560,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",152872,N,,,,,,Y,16,560,132612524,16,,,,N,0,,86131,,RESEARCH AND DEVELOPMENT,Y,,559677,3212390,,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS"
34959982,11674202140,2021,11674,40,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,38974,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,21337,,,Y,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959983,11674202141,2021,11674,41,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,31849,Y,,,,,,N,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959984,11674202142,2021,11674,42,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,7352,Y,,,,,,N,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959985,11674202143,2021,11674,43,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,111089,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,11988,,,Y,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959986,11674202144,2021,11674,44,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,122072,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,31638,,,Y,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959987,11674202145,2021,11674,45,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,228628,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,38409,,,Y,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959988,11674202146,2021,11674,46,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,87325,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959947,1167420215,2021,11674,5,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,16917,N,,,,,,N,16,585,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,2485017,3212390,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34959989,11674202147,2021,11674,47,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,326569,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959990,11674202148,2021,11674,48,16.526,OVW TECHNICAL ASSISTANCE INITIATIVE,162010,Y,,,,,,Y,16,526,132612524,16,U,,,N,0,,0,,,N,,1208649,0,,OVW TECHNICAL ASSISTANCE INITIATIVE
34959991,11674202149,2021,11674,49,16.726,JUVENILE MENTORING PROGRAM,53940,N,,,,,,N,16,726,132612524,16,,,,N,0,,0,,,N,,68940,0,,JUVENILE MENTORING PROGRAM
34959992,11674202150,2021,11674,50,16.726,JUVENILE MENTORING PROGRAM,15000,N,,,,,,N,16,726,132612524,16,,,,N,0,,0,,,N,,68940,0,,JUVENILE MENTORING PROGRAM
34959993,11674202151,2021,11674,51,16.575,CRIME VICTIM ASSISTANCE,168410,N,,,,,,N,16,575,132612524,16,,,,N,0,,0,,,N,,560003,0,,CRIME VICTIM ASSISTANCE
34959994,11674202152,2021,11674,52,16.575,CRIME VICTIM ASSISTANCE,56469,N,,,,,,N,16,575,132612524,16,,,,N,0,,0,,,N,,560003,0,,CRIME VICTIM ASSISTANCE
34959995,11674202153,2021,11674,53,16.575,CRIME VICTIM ASSISTANCE,83331,N,,,,,,N,16,575,132612524,16,,,,N,0,,0,,,N,,560003,0,,CRIME VICTIM ASSISTANCE
34959996,11674202154,2021,11674,54,16.575,CRIME VICTIM ASSISTANCE,251793,N,,,,,,N,16,575,132612524,16,,,,N,0,,0,,,N,,560003,0,,CRIME VICTIM ASSISTANCE
34959997,11674202155,2021,11674,55,16.582,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS,19631,N,,,,,,N,16,582,132612524,16,,,,N,0,,0,,,N,,642920,0,,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS
34959998,11674202156,2021,11674,56,16.582,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS,3038,N,,,,,,N,16,582,132612524,16,,,,N,0,,0,,,N,,642920,0,,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS
34959999,11674202157,2021,11674,57,16.582,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS,620251,N,,,,,,Y,16,582,132612524,16,,,,N,0,,32836,,,Y,,642920,0,,CRIME VICTIM ASSISTANCE/DISCRETIONARY GRANTS
34960000,11674202158,2021,11674,58,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,1423308,Y,,,,,,Y,16,585,132612524,16,U,,,N,0,,37994,,,Y,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960001,11674202159,2021,11674,59,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,41417,Y,,,,,,N,16,585,132612524,16,U,,,N,0,,0,,,N,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34959948,1167420216,2021,11674,6,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,24758,N,,,,,,N,16,585,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,2485017,3212390,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960002,11674202160,2021,11674,60,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,33718,Y,,,,,,N,16,585,132612524,16,U,,,N,0,,0,,,N,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960003,11674202161,2021,11674,61,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,11696,Y,,,,,,N,16,585,132612524,16,U,,,N,0,,0,,,N,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960004,11674202162,2021,11674,62,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,37279,Y,,,,,,N,16,585,132612524,16,U,,,N,0,,0,,,N,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960005,11674202163,2021,11674,63,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,65203,Y,,,,,,N,16,585,132612524,16,U,,,N,0,,0,,,N,,2485017,0,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960006,11674202164,2021,11674,64,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,57417,N,,,,,,N,16,588,132612524,16,,,,N,0,,0,,,N,,202715,0,,VIOLENCE AGAINST WOMEN FORMULA GRANTS
34960007,11674202165,2021,11674,65,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,43743,N,,,,,,N,16,588,132612524,16,,,,N,0,,0,,,N,,202715,0,,VIOLENCE AGAINST WOMEN FORMULA GRANTS
34960008,11674202166,2021,11674,66,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,7900,N,,,,,,N,16,588,132612524,16,,,,N,0,,0,,,N,,202715,0,,VIOLENCE AGAINST WOMEN FORMULA GRANTS
34960009,11674202167,2021,11674,67,16.589,"RURAL DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ASSISTANCE PROGRAM",17424,N,,,,,,N,16,589,132612524,16,,,,N,0,,0,,,N,,17424,0,,"RURAL DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ASSISTANCE PROGRAM"
34960010,11674202168,2021,11674,68,16.756,COURT APPOINTED SPECIAL ADVOCATES,20000,N,,,,,,N,16,756,132612524,16,,,,N,0,,0,,,N,,20000,0,,COURT APPOINTED SPECIAL ADVOCATES
34960011,11674202169,2021,11674,69,16.608,TRIBAL COURT ASSISTANCE PROGRAM,50073,N,,,,,,N,16,608,132612524,16,,,,N,0,,0,,,N,,283775,0,,TRIBAL COURT ASSISTANCE PROGRAM
34959949,1167420217,2021,11674,7,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,392662,N,,,,,,Y,16,585,132612524,16,,,,N,0,,391625,,RESEARCH AND DEVELOPMENT,Y,,2485017,3212390,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960012,11674202170,2021,11674,70,16.608,TRIBAL COURT ASSISTANCE PROGRAM,114550,N,,,,,,N,16,608,132612524,16,,,,N,0,,0,,,N,,283775,0,,TRIBAL COURT ASSISTANCE PROGRAM
34960013,11674202171,2021,11674,71,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,247598,Y,,,,,,Y,16,738,132612524,16,U,,,N,0,,0,,,N,,924958,0,,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM
34960014,11674202172,2021,11674,72,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,194253,Y,,,,,,Y,16,738,132612524,16,U,,,N,0,,0,,,N,,924958,0,,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM
34960015,11674202173,2021,11674,73,16.813,NICS ACT RECORD IMPROVEMENT PROGRAM,109631,N,,,,,,N,16,813,132612524,16,,,,N,0,,0,,,N,,109631,0,,NICS ACT RECORD IMPROVEMENT PROGRAM
34960016,11674202174,2021,11674,74,16.830,GIRLS IN THE JUVENILE JUSTICE SYSTEM,164164,N,,,,,,Y,16,830,132612524,16,,,,N,0,,0,,,N,,164164,0,,GIRLS IN THE JUVENILE JUSTICE SYSTEM
34960017,11674202175,2021,11674,75,16.817,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM,131828,N,,,,,,Y,16,817,132612524,16,,,,N,0,,0,,,N,,133128,0,,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM
34960018,11674202176,2021,11674,76,16.817,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM,1300,N,,,,,,Y,16,817,132612524,16,,,,N,0,,0,,,N,,133128,0,,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM
34960019,11674202177,2021,11674,77,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,86881,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,,N,,406876,0,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34960020,11674202178,2021,11674,78,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,88668,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,,N,,406876,0,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34960021,11674202179,2021,11674,79,16.838,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM,66741,N,,,,,,N,16,838,132612524,16,,,,N,0,,0,,,N,,406876,0,,COMPREHENSIVE OPIOID ABUSE SITE-BASED PROGRAM
34960024,11674202182,2021,11674,82,15.U01,COMMUNITY SERVICE BLOCK GRANT,446735,N,,,,,,N,15,U01,132612524,15,,,,N,0,,0,PERIOD ENDING 6/30/22,477 CLUSTER,N,,446735,446735,,
34959950,1167420218,2021,11674,8,16.585,DRUG COURT DISCRETIONARY GRANT PROGRAM,438059,N,,,,,,Y,16,585,132612524,16,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,2485017,3212390,,DRUG COURT DISCRETIONARY GRANT PROGRAM
34960022,11674202180,2021,11674,80,84.215J,INNOVATIVE APPROACHES TO LITERACY,526806,N,,,,,,Y,84,215J,132612524,84,,,,N,0,,0,,,N,,526806,0,,
34960023,11674202181,2021,11674,81,99.U01,VACCINATION EQUITY PARTNER ENGAGEMENT PROJECT,11892,N,,,,,,N,99,U01,132612524,99,,,,N,0,,0,PERIOD ENDING 1/29/22,,N,,11892,0,,
34959951,1167420219,2021,11674,9,16.738,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM,190710,N,,,,,,Y,16,738,132612524,16,,,,N,0,,129606,,RESEARCH AND DEVELOPMENT,Y,,924958,3212390,,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE GRANT PROGRAM
34168390,4297920211,2021,42979,1,14.895,JOBS-PLUS PILOT INITIATIVE,157080,N,,,,,,N,14,895,341168947,14,,,,N,0,,0,,,N,,157080,0,,JOBS-PLUS PILOT INITIATIVE
34168399,42979202110,2021,42979,10,93.498,PROVIDER RELIEF FUND,775440,Y,,,,,,Y,93,498,341168947,93,U,,,N,0,,0,,,N,,775440,0,,PROVIDER RELIEF FUND
34168400,42979202111,2021,42979,11,93.557,"EDUCATION AND PREVENTION GRANTS TO REDUCE SEXUAL ABUSE OF RUNAWAY, HOMELESS AND STREET YOUTH",153385,N,,,,,,Y,93,557,341168947,93,,,,N,0,,0,,,N,,153385,0,,"EDUCATION AND PREVENTION GRANTS TO REDUCE SEXUAL ABUSE OF RUNAWAY, HOMELESS AND STREET YOUTH"
34168401,42979202112,2021,42979,12,93.623,BASIC CENTER GRANT,143570,N,,,,,,Y,93,623,341168947,93,,,,N,0,,0,,,N,,143570,0,,BASIC CENTER GRANT
34168402,42979202113,2021,42979,13,93.732,MENTAL AND BEHAVIORAL HEALTH EDUCATION AND TRAINING GRANTS,383485,N,,,,,,Y,93,732,341168947,93,,,,N,0,,0,,,N,,383485,0,,MENTAL AND BEHAVIORAL HEALTH EDUCATION AND TRAINING GRANTS
34168403,42979202114,2021,42979,14,93.243,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES_PROJECTS OF REGIONAL AND NATIONAL SIGNIFICANCE,483275,N,,,,,,N,93,243,341168947,93,,,,N,0,,0,,,N,,1060737,0,,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES_PROJECTS OF REGIONAL AND NATIONAL SIGNIFICANCE
34168404,42979202115,2021,42979,15,93.788,OPIOID STR,172487,N,,,,,,N,93,788,341168947,93,,,,N,0,,0,,,N,,1668336,0,,OPIOID STR
34168405,42979202116,2021,42979,16,14.958,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES,108309,N,,,,,,N,14,958,341168947,14,,,,N,0,,0,,,N,,108309,0,,
34168406,42979202117,2021,42979,17,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,627320,Y,,,,,,N,93,558,341168947,93,U,,,N,0,,0,,,N,,1000615,0,,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
34168407,42979202118,2021,42979,18,93.558,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,373295,Y,,,,,,N,93,558,341168947,93,U,,,N,0,,0,,,N,,1000615,0,,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
34168408,42979202119,2021,42979,19,93.788,OPIOID STR,1042412,N,,,,,,N,93,788,341168947,93,,,,N,0,,0,,,N,,1668336,0,,OPIOID STR
34168391,4297920212,2021,42979,2,16.575,CRIME VICTIM ASSISTANCE,27967,N,,,,,,N,16,575,341168947,16,,,,N,0,,0,,,N,,27967,0,,CRIME VICTIM ASSISTANCE
34168409,42979202120,2021,42979,20,93.959,BLOCK GRANTS FOR PREVENTION AND TREATMENT OF SUBSTANCE ABUSE,355037,N,,,,,,N,93,959,341168947,93,,,,N,0,,0,,,N,,355037,0,,BLOCK GRANTS FOR PREVENTION AND TREATMENT OF SUBSTANCE ABUSE
34168410,42979202121,2021,42979,21,93.788,OPIOID STR,453437,N,,,,,,N,93,788,341168947,93,,,,N,0,,0,,,N,,1668336,0,,OPIOID STR
34168411,42979202122,2021,42979,22,97.036,DISASTER GRANTS - PUBLIC ASSISTANCE (PRESIDENTIALLY DECLARED DISASTERS),213798,N,,,,,,N,97,036,341168947,97,,,,N,0,,0,,,N,,213798,0,,DISASTER GRANTS - PUBLIC ASSISTANCE (PRESIDENTIALLY DECLARED DISASTERS)
34168392,4297920213,2021,42979,3,17.258,WIA ADULT PROGRAM,308819,N,,,,,,N,17,258,341168947,17,,,,N,0,,0,,,N,,308819,0,,WIA ADULT PROGRAM
34168393,4297920214,2021,42979,4,17.259,WIA YOUTH ACTIVITIES,105298,N,,,,,,N,17,259,341168947,17,,,,N,0,,0,,,N,,105298,0,,WIA YOUTH ACTIVITIES
34168394,4297920215,2021,42979,5,17.278,WIA DISLOCATED WORKER FORMULA GRANTS,24314,N,,,,,,N,17,278,341168947,17,,,,N,0,,0,,,N,,24314,0,,WIA DISLOCATED WORKER FORMULA GRANTS
34168395,4297920216,2021,42979,6,93.086,HEALTHY MARRIAGE PROMOTION AND RESPONSIBLE FATHERHOOD GRANTS,496452,Y,,,,,,Y,93,086,341168947,93,U,,,N,0,,0,,,N,,496452,0,,HEALTHY MARRIAGE PROMOTION AND RESPONSIBLE FATHERHOOD GRANTS
34168396,4297920217,2021,42979,7,93.093,AFFORDABLE CARE ACT (ACA) HEALTH PROFESSION OPPORTUNITY GRANTS,2630446,N,,,,,,Y,93,093,341168947,93,,,,N,0,,0,,,N,,2630446,0,,AFFORDABLE CARE ACT (ACA) HEALTH PROFESSION OPPORTUNITY GRANTS
