ELECAUDITHEADERID,ID,AUDITYEAR,DBKEY,FYENDDATE,AUDITTYPE,PERIODCOVERED,NUMBERMONTHS,MULTIPLEEINS,EIN,EINSUBCODE,MULTIPLEDUNS,DUNS,AUDITEENAME,STREET1,STREET2,CITY,STATE,ZIPCODE,AUDITEECONTACT,AUDITEETITLE,AUDITEEPHONE,AUDITEEFAX,AUDITEEEMAIL,AUDITEEDATESIGNED,AUDITEENAMETITLE,CPAFIRMNAME,CPASTREET1,CPASTREET2,CPACITY,CPASTATE,CPAZIPCODE,CPACONTACT,CPATITLE,CPAPHONE,CPAFAX,CPAEMAIL,CPADATESIGNED,CPANAMETITLE,COG_OVER,COGAGENCY,TYPEREPORT_FS,REPORTABLECONDITION,MATERIALWEAKNESS,MATERIALNONCOMPLIANCE,GOINGCONCERN,TYPEREPORT_MP,DOLLARTHRESHOLD,LOWRISK,REPORTREQUIRED,TOTFEDEXPEND,COPIES,REPORTABLECONDITION_MP,MATERIALWEAKNESS_MP,QCOSTS,CYFINDINGS,PYSCHEDULE,DUP_REPORTS,COG_AGENCY,OVERSIGHTAGENCY,DATERECEIVED,DATEFIREWALL,PREVIOUSDATEFIREWALL,FINDINGREFNUM,TYPEOFENTITY,IMAGE,AGENCYCFDA,INITIALDATE,DATERECEIVEDOTHER,MULTIPLE_CPAS,AUDITEECERTIFYNAME,AUDITEECERTIFYTITLE,FACACCEPTEDDATE,AUDITOR_EIN,SD_MATERIALWEAKNESS,SD_MATERIALWEAKNESS_MP,SIGNIFICANTDEFICIENCY,SIGNIFICANTDEFICIENCY_MP,SP_FRAMEWORK,SP_FRAMEWORK_REQUIRED,TYPEREPORT_SP_FRAMEWORK,SUPPRESSION_CODE,ENTITY_TYPE,TYPEAUDIT_CODE,OPEID,DATETOED,DATEFINISHED,TYPEFINDING,TYPEFUNDING,FYSTARTDATE,CPAFOREIGN,UEI,MULTIPLEUEIS,CPACOUNTRY
1457754,2324592022,2022,232459,06/30/2022 00:00:00,S,A,,N,346406985,,N,100064245,EDON NORTHWEST LOCAL SCHOOL DISTRICT,802 WEST INDIANA STREET,,EDON,OH,435189627,DEBORAH NESTER,CFO-TREASURER,4192723213,,DNESTER@EDON-NW.ORG,03/02/2023 07:04:43,DEBORAH NETER-TREASURER,"KEITH FABER, AUDITOR OF STATE",88 EAST BROAD STREET,,COLUMBUS,OH,432153506,"JONATHAN A. LAWLESS, CFE",CHIEF AUDITOR,4192452811,,DCF-NORTHWEST@OHIOAUDITOR.GOV,03/02/2023 06:49:20,,O,,S,N,N,Y,N,U,750000,N,,896856,,N,N,N,N,N,N,,84,03/02/2023 00:00:00,03/08/2023 01:30:06,,N,505,1,x00,03/02/2023 00:00:00,,N,DEBORAH NETER,TREASURER,03/02/2023 00:00:00,311334820,N,,N,N,CASH,N,U,,Local government,UG,,03/10/2023 14:38:10,03/16/2023 08:44:21,N,G,07/01/2021 00:00:00,,KUEWA74U97L9,N,US
1450107,2373192022,2022,237319,06/30/2022 00:00:00,S,A,,N,264338544,,N,065346788,"SAINT ELIZABETH TERRACE, WARWICK DBA SAINT ELIZABETH APTS FOR SENIORS",150 WARWICK NECK AVENUE,,WARWICK,RI,02889,MARK LOISELLE,CHIEF FINANCIAL OFFICER,4017737417,,MLOISELLE@STELIZABETHCOMMUNITY.ORG,10/24/2022 15:38:27,MARK LOISELLE-CFO,"CITRIN COOPERMAN & COMPANY, LLP","500 EXCHANGE STREET, SUITE 9-100",,PROVIDENCE,RI,02903,"MICHAEL E. CRISCIONE, CPA",PARTNER,4014214800,,MCRISCIONE@CITRINCOOPERMAN.COM,10/24/2022 15:49:25,,O,,U,N,N,N,N,U,750000,Y,,5346221,,N,N,N,N,N,N,,14,10/24/2022 00:00:00,10/26/2022 01:30:08,,N,903,1,x00,10/24/2022 00:00:00,,N,MARK LOISELLE,CFO,10/24/2022 00:00:00,222428965,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2021 00:00:00,,G8M6CK2WM43B,N,US
1466736,1502462022,2022,150246,06/30/2022 00:00:00,S,A,,N,386032487,,N,052223923,WESTERN SCHOOL DISTRICT,1400 SOUTH DEARING RD,,PARMA,MI,49269,AMBER MOORE,FINANCE DIRECTOR,5178418172,,AMBER.MOORE@WSDPANTHERS.ORG,01/12/2023 13:10:19,AMBER MOORE-FINANCE DIRECTOR,REHMANN ROBSON LLC,675 ROBINSON RD,,JACKSON,MI,49203,"NATHAN C. BALDERMANN, CPA, CGFM",PRINCIPAL,5177876503,,NATHAN.BALDERMANN@REHMANN.COM,01/11/2023 10:27:31,,O,,U,N,N,N,N,U,750000,Y,,3786565,,N,N,N,N,N,N,,84,01/12/2023 00:00:00,01/14/2023 01:30:07,,N,505,1,x00,01/12/2023 00:00:00,,N,AMBER MOORE,FINANCE DIRECTOR,01/12/2023 00:00:00,383635706,N,,N,N,,,,,Local government,UG,,01/24/2023 12:45:20,01/26/2023 10:15:23,N,G,07/01/2021 00:00:00,,TAXBMKBRPJM7,N,US
1476235,454862022,2022,45486,06/30/2022 00:00:00,S,A,,N,350868107,,N,072063316,UNIVERSITY OF INDIANAPOLIS,1400 EAST HANNA AVENUE,,INDIANAPOLIS,IN,46227,JODI PURTEE,ASSOCIATE VP & CONTROLLER,3177912563,,PURTEEJ@UINDY.EDU,03/14/2023 17:17:16,JODI PURTEE-AVP & CONTROLLER,CROWE LLP,"3815 RIVER CROSSING PARKWAY, SUITE 300",,INDIANAPOLIS,IN,46240,PETE UGO,PARTNER,3172082509,,PETE.UGO@CROWE.COM,03/14/2023 16:52:34,,C,84,U,N,N,N,N,U,750000,Y,,61873109,,N,N,N,N,N,N,,,03/14/2023 00:00:00,03/17/2023 01:30:05,,N,904,1,x00,03/14/2023 00:00:00,,N,JODI PURTEE,AVP & CONTROLLER,03/14/2023 00:00:00,350921680,N,,N,N,,,,,Non-Profit,UG,00180400,03/21/2023 12:09:04,03/23/2023 08:41:55,N,B,07/01/2021 00:00:00,,WRJWCFVRM7M5,N,US
1476584,1884652022,2022,188465,06/30/2022 00:00:00,S,A,,N,346401063,,N,159340751,PERRY LOCAL SCHOOL DISTRICT,2770 EAST BREESE ROAD,,LIMA,OH,45806,MANDY FRANCE,TREASURER,4192212770,,TREASURER@MYCOMMODORES.ORG,06/14/2023 14:29:11,MANDY G FRANCE-TREASURER/CFO,"KEITH FABER, OHIO AUDITOR OF STATE",88 EAST BROAD STREET,,COLUMBUS,OH,43215,"DONNA K. WALDRON, CPA",CHIEF AUDITOR,9372856672,,DCF-WEST@OHIOAUDITOR.GOV,06/14/2023 14:11:52,,O,,S,N,N,Y,N,Q,750000,N,,1380907,,N,Y,N,Y,N,N,,84,06/14/2023 00:00:00,06/17/2023 01:30:05,,N,505,1,x00,06/14/2023 00:00:00,,N,MANDY G FRANCE,TREASURER/CFO,06/14/2023 00:00:00,311334820,N,,N,N,CASH,N,U,,Local government,UG,,06/21/2023 11:00:57,06/22/2023 09:17:38,N,G,07/01/2021 00:00:00,,DZCYMXEX2H74,N,US
1470015,2313252022,2022,231325,06/30/2022 00:00:00,S,A,,N,470957328,,N,,MARTIN LUTHER KING JR. CHARTER SCHOOL OF EXCELLENCE,285 DORSET STREET,,SPRINGFIELD,MA,011082821,MEGAN GARNETT,BUSINESS MANAGER,6175862512,,MEGAN.GARNETT@CENTRALSOURCE.ORG,01/25/2023 10:23:18,MEGAN GARNETT-BUSINESS CONSULTANT,MP P.C.,"ONE MONARCH PLACE, SUITE 900",,SPRINGFIELD,MA,01144,PATRICK LEARY,PARTNER,4137391800,,PLEARY@MASS-CPA.COM,01/25/2023 14:25:11,,O,,U,N,N,N,N,U,750000,N,,1477362,,N,N,N,N,N,N,,84,01/25/2023 00:00:00,01/28/2023 01:30:06,,N,905,1,x00,01/25/2023 00:00:00,,N,MEGAN GARNETT,BUSINESS CONSULTANT,01/25/2023 00:00:00,043191789,N,,N,N,,,,,Local government,UG,,02/03/2023 13:58:22,02/09/2023 10:07:22,N,G,07/01/2021 00:00:00,,TGMQQ746E3W3,N,US
1449647,1021842022,2022,102184,06/30/2022 00:00:00,S,A,,N,741994151,,N,,"FAMILY VIOLENCE PREVENTION SERVICES, INC.",7911 BROADWAY,,SAN ANTONIO,TX,78209,ANKUR CHOPRA,EXECUTIVE VP/CFO,2109303669,,ANKUR.CHOPRA@FVPS.ORG,10/12/2022 13:39:16,ANKUR CHOPRA-CFO,"GONZALEZ & WALKER, CPAS","7800 IH 10 WEST, STE. 505",,SAN ANTONIO,TX,78230,NATALIE KUHN,AUDIT PARTNER,2103669430,,PSMITH@CPATX.COM,10/12/2022 19:28:44,,O,,U,N,N,N,N,U,750000,Y,,2419253,,N,N,N,N,N,N,,14,10/12/2022 00:00:00,10/15/2022 01:30:07,,N,908,1,x00,10/12/2022 00:00:00,,N,ANKUR CHOPRA,CFO,10/12/2022 00:00:00,742980278,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2021 00:00:00,,D7B3EQGEXQY7,N,US
1449919,2420032022,2022,242003,06/30/2022 00:00:00,S,A,,N,043275815,,N,,ROBERT MCBRIDE HOUSE INC,27 MICA LANE,,WELLESLEY,MA,02481,BRIANNE HOELSCHEN,COMPTROLLER,7819430200,,BHOELSCHEN@MALONEYPROPERTIES.COM,10/28/2022 12:55:29,BRIANNE HOELSCHEN-CONTROLLER,"LLOYD B MCMANUS, CPA, PC",PO BOX 130259,,BOSTON,MA,02113,"LLOYD B MCMANUS, JR",PRESIDENT,6173671843,,LBMCCPA@AOL.COM,11/06/2022 12:04:18,,O,,U,N,N,N,N,U,750000,Y,,1859328,,N,N,N,N,N,N,,14,11/06/2022 00:00:00,11/09/2022 01:30:08,,N,888,1,x00,11/06/2022 00:00:00,,N,BRIANNE HOELSCHEN,CONTROLLER,11/06/2022 00:00:00,042760770,N,,N,N,,,,,Non-profit,UG,,,,,,07/01/2021 00:00:00,,FJBYD5NWUMS5,N,US
1459863,2527152022,2022,252715,06/30/2022 00:00:00,S,A,,N,204248193,,N,,"NEW SPRINGS, INC.",2410 W. BUSCH BLVD,,TAMPA,FL,33612,MUSTAFA UGUZ,BUSINESS MANAGER,8139335025,,MUGUZ@NEWSPRINGSSCHOOLS.ORG,12/16/2022 09:06:46,MUSTAFA UGUZ-BUSINESS MANAGER,"KING & WALKER, CPA","2803 W. BUSCH BLVD, STE 106",,TAMPAA,FL,33618,"ROBERT WALKER, CPA",PARTNER,8138924274,,BOB@KINGANDWALKER.COM,12/16/2022 11:28:21,,O,,U,N,N,N,N,U,750000,N,,849085,,N,N,N,N,N,N,,10,12/16/2022 00:00:00,12/22/2022 01:30:06,,N,888,1,x00,12/16/2022 00:00:00,,N,MUSTAFA UGUZ,BUSINESS MANAGER,12/16/2022 00:00:00,202081868,N,,N,N,,,,,Non-profit,UG,,01/03/2023 14:53:32,01/05/2023 10:36:38,N,G,07/01/2021 00:00:00,,VCTRWMMY4H55,N,US
1487155,1481342022,2022,148134,06/30/2022 00:00:00,S,A,,N,046001085,,N,073820680,TOWN OF BELMONT,455 CONCORD AVE.,,BELMONT,MA,02478,DONNA TUCCINARDI,TOWN ACCOUNTANT,6179932622,,DTUCCINARDI@BELMONT-MA.GOV,04/30/2023 17:49:26,DONNA TUCCINARDI-TOWN ACCOUNTANT,"POWERS & SULLIVAN, LLC","100 QUANNAPOWITT PARKWAY, SUITE 101",,WAKEFIELD,MA,01880,CRAIG PEACOCK,PARTNER,7819141700,,CRAIGPEACOCK@POWERSANDSULLIVAN.COM,04/28/2023 11:25:27,,O,,U,N,N,N,N,U,750000,Y,,5348816,,N,N,N,N,N,N,,10,04/30/2023 00:00:00,05/02/2023 01:30:07,,N,300,1,x00,01/27/2023 00:00:00,,N,DONNA TUCCINARDI,TOWN ACCOUNTANT,01/27/2023 00:00:00,273857113,N,,N,N,,,,,Local government,UG,,02/07/2023 12:48:53,02/09/2023 10:07:22,N,G,07/01/2021 00:00:00,,E3XGZNXMSHV9,,
1484078,2020792022,2022,202079,06/30/2022 00:00:00,S,A,,N,946002854,,N,004948113,CITY OF ATWATER,750 BELLEVUE ,,ATWATER,CA,953012859,DELILAH YOUMARA,FINANCE DIRECTOR,2093576347,,DYOUMARA@ATWATER.ORG,04/01/2023 03:11:08,DELILAH YOUMARA-FINANCE DIRECTOR,"BADAWI & ASSOCIATES, CPAS","2855 TELEGRAPH AVE., SUITE 312",,BERKELEY,CA,94705,AHMED BADAWI,PRESIDENT,5107688244,,ABADAWI@B-ACPA.COM,04/01/2023 03:03:48,,O,,U,N,N,N,N,U,750000,N,,2183201,,N,N,N,N,N,N,,21,04/01/2023 00:00:00,04/06/2023 01:30:05,,N,200,1,x00,04/01/2023 00:00:00,,N,DELILAH YOUMARA,FINANCE DIRECTOR,03/31/2023 00:00:00,454555509,N,,N,N,,,,,Local government,UG,,,,,,07/01/2021 00:00:00,,FFMEDABPXQM7,N,US
1459437,2513022022,2022,251302,06/30/2022 00:00:00,S,A,,N,464965951,,N,079342693,ARGOSY COLLEGIATE CHARTER SCHOOL,240 DOVER STREET,,FALL RIVER,MA,02721,KRISTEN PAVAO,EXECUTIVE DIRECTOR,7749555857,,KPAVAO@ARGOSYCOLLEGIATE.ORG,12/01/2022 11:49:20,KRISTEN PAVAO-EXECUTIVE DIRECTOR,DANIEL DENNIS & COMPANY LLP,"990 WASHINGTON STREET, SUITE 203",,DEDHAM,MA,02026,COLLEEN DALFONSO,PARTNER,6172629898,,CDALFONSO@DANIELDENNIS.COM,12/01/2022 11:50:43,,O,,U,N,N,N,N,U,750000,N,,1888129,,N,N,N,N,N,N,,84,12/01/2022 00:00:00,12/07/2022 01:30:05,,N,888,1,x00,12/01/2022 00:00:00,,N,KRISTEN PAVAO,EXECUTIVE DIRECTOR,12/01/2022 00:00:00,042734675,N,,N,N,,,,,Local government,UG,,12/07/2022 11:41:41,12/08/2022 07:34:55,N,G,07/01/2021 00:00:00,,J1DNHF1EFMM3,N,US
1487695,1772502022,2022,177250,08/31/2022 00:00:00,S,A,,N,910957540,,N,184357234,OKANOGAN SCHOOL DISTRICT NO. 105,PO BOX 592,,OKANOGAN,WA,98840,KLANCY ALLEN,DIRECTOR OF FINANCE,5094223629,,KALLEN@OKSD.WEDNET.EDU,05/30/2023 18:18:39,KLANCY ALLEN-DIRECTOR OF FINANCE,WASHINGTON STATE AUDITOR'S OFFICE,PO BOX 40031,,OLYMPIA,WA,98501,JAKE SANTISTEVAN,AUDIT MANAGER,5096620440,,JAKE.SANTISTEVAN@SAO.WA.GOV,05/30/2023 17:51:33,,O,,AS,N,N,N,N,U,750000,N,,3754826,,N,Y,N,Y,N,N,,84,05/30/2023 00:00:00,06/02/2023 01:30:06,,N,505,1,x00,05/30/2023 00:00:00,,N,KLANCY ALLEN,DIRECTOR OF FINANCE,05/30/2023 00:00:00,916001098,N,,N,N,REGULATORY,Y,U,,Local government,UG,,06/07/2023 12:01:29,06/08/2023 08:47:12,G,G,09/01/2021 00:00:00,,NDG1H2UMDXH9,N,US
