<<<<<<< HEAD
ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
36038228,25510202219,2022,25510,19,47.076,EDUCATION AND HUMAN RESOURCES,61655,N,,,,,,N,47,076,231352620,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,330286,670656,,EDUCATION AND HUMAN RESOURCES
36038033,2551020222,2022,25510,2,84.033,FEDERAL WORK-STUDY PROGRAM,346244,Y,,,,,,Y,84,033,231352620,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,346244,34539069,,FEDERAL WORK-STUDY PROGRAM
36038230,25510202220,2022,25510,20,47.070,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING,6245,N,,,,,,Y,47,070,231352620,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,6245,670656,,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING
36038232,25510202221,2022,25510,21,47.076,EDUCATION AND HUMAN RESOURCES,268631,N,,,,,,Y,47,076,231352620,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,330286,670656,,EDUCATION AND HUMAN RESOURCES
36038235,25510202222,2022,25510,22,16.525,"GRANTS TO REDUCE DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ON CAMPUS",76666,N,,,,,,N,16,525,231352620,16,,,,N,0,,0,,,N,,76666,0,,"GRANTS TO REDUCE DOMESTIC VIOLENCE, DATING VIOLENCE, SEXUAL ASSAULT, AND STALKING ON CAMPUS"
36038064,2551020223,2022,25510,3,84.038,FEDERAL PERKINS LOANS OUTSTANDING,367780,Y,,,,,,Y,84,038,231352620,84,U,,,Y,0,368000,0,,STUDENT FINANCIAL ASSISTANCE,N,,367780,34539069,,
36038069,2551020224,2022,25510,4,84.063,FEDERAL PELL GRANT PROGRAM,2909911,Y,,,,,,Y,84,063,231352620,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,2909911,34539069,,FEDERAL PELL GRANT PROGRAM
36038075,2551020225,2022,25510,5,84.268,FEDERAL DIRECT STUDENT LOANS,30726484,Y,,,,,,Y,84,268,231352620,84,U,,,Y,0,-1,0,,STUDENT FINANCIAL ASSISTANCE,N,,30726484,34539069,,FEDERAL DIRECT STUDENT LOANS
36038080,2551020226,2022,25510,6,84.379,TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANTS (TEACH GRANTS),9903,Y,,,,,,Y,84,379,231352620,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,9903,34539069,,TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANTS (TEACH GRANTS)
36038137,2551020227,2022,25510,7,84.425,EDUCATION STABILIZATION FUND,3268672,Y,,,,,,Y,84,425,231352620,84,U,,,N,0,,0,E,,N,,9344649,0,,EDUCATION STABILIZATION FUND
36038141,2551020228,2022,25510,8,84.425,EDUCATION STABILIZATION FUND,5671242,Y,,,,,,Y,84,425,231352620,84,U,,,N,0,,0,F,,N,,9344649,0,,EDUCATION STABILIZATION FUND
36038146,2551020229,2022,25510,9,84.425,EDUCATION STABILIZATION FUND,404735,Y,,,,,,Y,84,425,231352620,84,U,,,N,0,,0,M,,N,,9344649,0,,EDUCATION STABILIZATION FUND
36833583,2693520221,2022,26935,1,14.155,"MORTGAGE INSURANCE FOR THE PURCHASE OR REFINANCING OF EXISTING MULTIFAMILY HOUSING PROJECTS - BALANCE OF MORTGAGE NOTE PAYABLE AS OF JANUARY 1, 2022 UNDER SECTION 207 PURSUANT TO SECTION 223(A)(7) OF THE NATIONAL HOUSING ACT",2561261,Y,,,,,,Y,14,155,232130954,14,U,,,Y,0,2486086,0,,,N,,2561261,0,,MORTGAGE INSURANCE FOR THE PURCHASE OR REFINANCING OF EXISTING MULTIFAMILY HOUSING PROJECTS
36833601,2693520222,2022,26935,2,14.195,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM,867285,Y,,,,,,Y,14,195,232130954,14,U,,,N,0,,0,,,N,,871187,0,,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM
36833603,2693520223,2022,26935,3,14.195,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM - COVID-19 SUPPLEMENTAL PAYMENTS,3902,Y,,,,,,Y,14,195,232130954,14,U,,,N,0,,0,,,N,,871187,0,,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM
36833606,2693520224,2022,26935,4,93.044,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS",102146,N,,,,,,N,93,044,232130954,93,,,,N,0,,102146,,,Y,,102146,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS"
36329041,5407120221,2022,54071,1,84.126,REHABILITATION SERVICES_VOCATIONAL REHABILITATION GRANTS TO STATES,1375041,Y,,,,,,N,84,126,371290943,84,U,,,N,0,,0,,,N,,1375041,0,,REHABILITATION SERVICES_VOCATIONAL REHABILITATION GRANTS TO STATES
36329070,5407120222,2022,54071,2,84.027,SPECIAL EDUCATION_GRANTS TO STATES,898327,N,,,,,,N,84,027,371290943,84,,,,N,0,,0,A,SPECIAL EDUCATION CLUSTER (IDEA),N,,898327,898327,,SPECIAL EDUCATION_GRANTS TO STATES
36329071,5407120223,2022,54071,3,93.469,ASSISTIVE TECHNOLOGY ALTERNATIVE FINANCING PROGRAM,84202,N,,,,,,Y,93,469,371290943,93,,,,N,0,,0,,,N,,84202,0,,ASSISTIVE TECHNOLOGY ALTERNATIVE FINANCING PROGRAM
36329087,5407120224,2022,54071,4,93.464,ACL ASSISTIVE TECHNOLOGY,808014,Y,,,,,,N,93,464,371290943,93,U,,,N,0,,0,,,N,,808014,0,,ACL ASSISTIVE TECHNOLOGY
36329090,5407120225,2022,54071,5,93.048,SPECIAL PROGRAMS FOR THE AGING_TITLE IV_AND TITLE II_DISCRETIONARY PROJECTS,73607,N,,,,,,N,93,048,371290943,93,,,,N,0,,0,,,N,,73607,0,,SPECIAL PROGRAMS FOR THE AGING_TITLE IV_AND TITLE II_DISCRETIONARY PROJECTS
36329091,5407120226,2022,54071,6,96.008,SOCIAL SECURITY - WORK INCENTIVES PLANNING AND ASSISTANCE PROGRAM,300000,N,,,,,,Y,96,008,371290943,96,,,,N,0,,0,,,N,,300000,0,,SOCIAL SECURITY - WORK INCENTIVES PLANNING AND ASSISTANCE PROGRAM
35507472,12026220221,2022,120262,1,16.575,CRIME VICTIM ASSISTANCE,658239,Y,,,,,,Y,16,575,942587378,16,U,,,N,0,,0,,,N,,658239,0,,CRIME VICTIM ASSISTANCE
35507477,12026220222,2022,120262,2,93.671,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES,264664,N,,,,,,Y,93,671,942587378,93,,,,N,0,,0,,,N,,264664,0,,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES
35507480,12026220223,2022,120262,3,14.267,CONTINUUM OF CARE PROGRAM,89187,N,,,,,,Y,14,267,942587378,14,,,,N,0,,0,,,N,,89187,0,,CONTINUUM OF CARE PROGRAM
35507494,12026220224,2022,120262,4,21.019,CORONAVIRUS RELIEF FUND,178973,N,,,,,,N,21,019,942587378,21,,,,N,0,,0,,,N,,178973,0,,CORONAVIRUS RELIEF FUND
35507499,12026220225,2022,120262,5,97.024,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM,15665,N,,,,,,Y,97,024,942587378,97,,,,N,0,,0,,,N,,15665,0,,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM
36297935,14866520221,2022,148665,1,93.846,"ARTHRITIS, MUSCULOSKELETAL AND SKIN DISEASES RESEARCH",339260,Y,,,,,,Y,93,846,381714400,93,U,,,N,0,,99866,,RESEARCH AND DEVELOPMENT,Y,,339260,7171794,,"ARTHRITIS, MUSCULOSKELETAL AND SKIN DISEASES RESEARCH"
36297944,148665202210,2022,148665,10,93.113,ENVIRONMENTAL HEALTH,21465,Y,,,,,,N,93,113,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,21465,7171794,,ENVIRONMENTAL HEALTH
36297945,148665202211,2022,148665,11,93.273,ALCOHOL RESEARCH PROGRAMS,3065,Y,,,,,,Y,93,273,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,3065,7171794,,ALCOHOL RESEARCH PROGRAMS
36297946,148665202212,2022,148665,12,93.286,DISCOVERY AND APPLIED RESEARCH FOR TECHNOLOGICAL INNOVATIONS TO IMPROVE HUMAN HEALTH,122111,Y,,,,,,Y,93,286,381714400,93,U,,,N,0,,2720,,RESEARCH AND DEVELOPMENT,Y,,122111,7171794,,DISCOVERY AND APPLIED RESEARCH FOR TECHNOLOGICAL INNOVATIONS TO IMPROVE HUMAN HEALTH
36297947,148665202213,2022,148665,13,93.433,"ACL NATIONAL INSTITUTE ON DISABILITY, INDEPENDENT LIVING, AND REHABILITATION RESEARCH",14122,Y,,,,,,N,93,433,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,14122,7171794,,"ACL NATIONAL INSTITUTE ON DISABILITY, INDEPENDENT LIVING, AND REHABILITATION RESEARCH"
36297948,148665202214,2022,148665,14,93.145,AIDS EDUCATION AND TRAINING CENTERS,9912,Y,,,,,,N,93,145,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,9912,7171794,,AIDS EDUCATION AND TRAINING CENTERS
36297949,148665202215,2022,148665,15,93.173,RESEARCH RELATED TO DEAFNESS AND COMMUNICATION DISORDERS,18828,Y,,,,,,Y,93,173,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,18828,7171794,,RESEARCH RELATED TO DEAFNESS AND COMMUNICATION DISORDERS
36297950,148665202216,2022,148665,16,93.307,MINORITY HEALTH AND HEALTH DISPARITIES RESEARCH,36391,Y,,,,,,Y,93,307,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,36391,7171794,,MINORITY HEALTH AND HEALTH DISPARITIES RESEARCH
36297951,148665202217,2022,148665,17,93.077,FAMILY SMOKING PREVENTION AND TOBACCO CONTROL ACT REGULATORY RESEARCH,153261,Y,,,,,,N,93,077,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,153261,7171794,,FAMILY SMOKING PREVENTION AND TOBACCO CONTROL ACT REGULATORY RESEARCH
36297952,148665202218,2022,148665,18,93.279,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS,229286,Y,,,,,,N,93,279,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,229286,7171794,,DRUG ABUSE AND ADDICTION RESEARCH PROGRAMS
36297953,148665202219,2022,148665,19,93.853,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS,89941,Y,,,,,,N,93,853,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,527875,7171794,,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS
36297936,14866520222,2022,148665,2,93.859,BIOMEDICAL RESEARCH AND RESEARCH TRAINING,335720,Y,,,,,,Y,93,859,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,335720,7171794,,BIOMEDICAL RESEARCH AND RESEARCH TRAINING
36297954,148665202220,2022,148665,20,93.853,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS,150314,Y,,,,,,N,93,853,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,527875,7171794,,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS
36297955,148665202221,2022,148665,21,93.853,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS,287620,Y,,,,,,N,93,853,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,527875,7171794,,EXTRAMURAL RESEARCH PROGRAMS IN THE NEUROSCIENCES AND NEUROLOGICAL DISORDERS
36297956,148665202222,2022,148665,22,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,254433,Y,,,,,,Y,47,049,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,364267,7171794,,MATHEMATICAL AND PHYSICAL SCIENCES
36297957,148665202223,2022,148665,23,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,109834,Y,,,,,,N,47,049,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,364267,7171794,,MATHEMATICAL AND PHYSICAL SCIENCES
36297958,148665202224,2022,148665,24,47.076,EDUCATION AND HUMAN RESOURCES,261681,Y,,,,,,N,47,076,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,276586,7171794,,EDUCATION AND HUMAN RESOURCES
36297959,148665202225,2022,148665,25,47.076,EDUCATION AND HUMAN RESOURCES,11327,Y,,,,,,N,47,076,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,276586,7171794,,EDUCATION AND HUMAN RESOURCES
36297960,148665202226,2022,148665,26,47.076,EDUCATION AND HUMAN RESOURCES,3578,Y,,,,,,N,47,076,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,276586,7171794,,EDUCATION AND HUMAN RESOURCES
36297961,148665202227,2022,148665,27,47.041,ENGINEERING,467660,Y,,,,,,Y,47,041,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,498708,7171794,,ENGINEERING
36297962,148665202228,2022,148665,28,47.041,ENGINEERING,31048,Y,,,,,,N,47,041,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,498708,7171794,,ENGINEERING
36297963,148665202229,2022,148665,29,47.070,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING,144570,Y,,,,,,Y,47,070,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,144570,7171794,,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING
36297937,14866520223,2022,148665,3,93.838,LUNG DISEASES RESEARCH,274,Y,,,,,,Y,93,838,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,274,7171794,,LUNG DISEASES RESEARCH
36297964,148665202230,2022,148665,30,47.074,BIOLOGICAL SCIENCES,467858,Y,,,,,,Y,47,074,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,467858,7171794,,BIOLOGICAL SCIENCES
36297965,148665202231,2022,148665,31,47.050,GEOSCIENCES,79541,Y,,,,,,Y,47,050,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,79541,7171794,,GEOSCIENCES
36297966,148665202232,2022,148665,32,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",14561,Y,,,,,,N,47,075,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,14561,7171794,,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES"
36297967,148665202233,2022,148665,33,47.084,SMALL BUSINESS INNOVATION RESEARCH,20861,Y,,,,,,Y,47,084,381714400,47,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,20861,7171794,,
36297968,148665202234,2022,148665,34,10.310,AGRICULTURE AND FOOD RESEARCH INITIATIVE (AFRI),5454,Y,,,,,,N,10,310,381714400,10,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,5454,7171794,,AGRICULTURE AND FOOD RESEARCH INITIATIVE (AFRI)
36297969,148665202235,2022,148665,35,12.800,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,164940,Y,,,,,,Y,12,800,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,375800,7171794,,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM
36297970,148665202236,2022,148665,36,12.800,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,118228,Y,,,,,,N,12,800,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,375800,7171794,,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM
36297971,148665202237,2022,148665,37,12.800,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,81162,Y,,,,,,N,12,800,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,375800,7171794,,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM
36297972,148665202238,2022,148665,38,12.800,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,11470,Y,,,,,,N,12,800,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,375800,7171794,,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM
36297973,148665202239,2022,148665,39,12.431,BASIC SCIENTIFIC RESEARCH,23769,Y,,,,,,Y,12,431,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,23769,7171794,,BASIC SCIENTIFIC RESEARCH
36297938,14866520224,2022,148665,4,93.839,BLOOD DISEASES AND RESOURCES RESEARCH,809514,Y,,,,,,Y,93,839,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,809514,7171794,,BLOOD DISEASES AND RESOURCES RESEARCH
36297974,148665202240,2022,148665,40,12.RD,BASIC RESEARCH SUPPORT GRANT,310619,Y,,,,,,Y,12,RD,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,310619,7171794,,
36297975,148665202241,2022,148665,41,12.420,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,27086,Y,,,,,,N,12,420,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,27086,7171794,,MILITARY MEDICAL RESEARCH AND DEVELOPMENT
36297976,148665202242,2022,148665,42,12.903,GENCYBER GRANTS PROGRAM,82882,Y,,,,,,Y,12,903,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,82882,7171794,,GENCYBER GRANTS PROGRAM
36297977,148665202243,2022,148665,43,12.910,RESEARCH AND TECHNOLOGY DEVELOPMENT,96338,Y,,,,,,N,12,910,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,331985,7171794,,RESEARCH AND TECHNOLOGY DEVELOPMENT
36297978,148665202244,2022,148665,44,12.910,RESEARCH AND TECHNOLOGY DEVELOPMENT,147007,Y,,,,,,N,12,910,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,331985,7171794,,RESEARCH AND TECHNOLOGY DEVELOPMENT
36297979,148665202245,2022,148665,45,12.910,RESEARCH AND TECHNOLOGY DEVELOPMENT,88640,Y,,,,,,N,12,910,381714400,12,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,331985,7171794,,RESEARCH AND TECHNOLOGY DEVELOPMENT
36297980,148665202246,2022,148665,46,81.121,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION",6086,Y,,,,,,N,81,121,381714400,81,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,6086,7171794,,"NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION"
36297981,148665202247,2022,148665,47,81.086,CONSERVATION RESEARCH AND DEVELOPMENT,23740,Y,,,,,,Y,81,086,381714400,81,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,23740,7171794,,CONSERVATION RESEARCH AND DEVELOPMENT
36297982,148665202248,2022,148665,48,81.222,"ELECTRICITY RESEARCH, DEVELOPMENT AND ANALYSIS",36519,Y,,,,,,N,81,222,381714400,81,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,36519,7171794,,
36297983,148665202249,2022,148665,49,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,133643,Y,,,,,,Y,81,049,381714400,81,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,133643,7171794,,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM
36297939,14866520225,2022,148665,5,93.395,CANCER TREATMENT RESEARCH,149278,Y,,,,,,Y,93,395,381714400,93,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,149278,7171794,,CANCER TREATMENT RESEARCH
36297984,148665202250,2022,148665,50,43.008,EDUCATION,16811,Y,,,,,,N,43,008,381714400,43,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,16811,7171794,,EDUCATION
36297985,148665202251,2022,148665,51,45.149,PROMOTION OF THE HUMANITIES_DIVISION OF PRESERVATION AND ACCESS,1477,Y,,,,,,Y,45,149,381714400,45,U,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,1477,7171794,,PROMOTION OF THE HUMANITIES_DIVISION OF PRESERVATION AND ACCESS
36297986,148665202252,2022,148665,52,84.007,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS,1228927,Y,,,,,,Y,84,007,381714400,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,1228927,108025854,,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS
36297987,148665202253,2022,148665,53,84.033,FEDERAL WORK-STUDY PROGRAM,448756,Y,,,,,,Y,84,033,381714400,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,448756,108025854,,FEDERAL WORK-STUDY PROGRAM
36297988,148665202254,2022,148665,54,84.038,FEDERAL PERKINS LOAN PROGRAM,594572,Y,,,,,,Y,84,038,381714400,84,U,,,Y,0,450490,0,,STUDENT FINANCIAL ASSISTANCE,N,,594572,108025854,,
36297989,148665202255,2022,148665,55,84.063,FEDERAL PELL GRANT PROGRAM,20324010,Y,,,,,,Y,84,063,381714400,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,20324010,108025854,,FEDERAL PELL GRANT PROGRAM
36297990,148665202256,2022,148665,56,84.268,FEDERAL DIRECT STUDENT LOANS,84959367,Y,,,,,,Y,84,268,381714400,84,U,,,Y,0,-1,0,,STUDENT FINANCIAL ASSISTANCE,N,,84959367,108025854,,FEDERAL DIRECT STUDENT LOANS
36297991,148665202257,2022,148665,57,84.379,TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANTS (TEACH GRANTS),107032,Y,,,,,,Y,84,379,381714400,84,U,,,N,0,,0,,STUDENT FINANCIAL ASSISTANCE,N,,107032,108025854,,TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANTS (TEACH GRANTS)
36297992,148665202258,2022,148665,58,93.264,NURSE FACULTY LOAN PROGRAM (NFLP),363190,Y,,,,,,Y,93,264,381714400,93,U,,,Y,0,363190,0,,STUDENT FINANCIAL ASSISTANCE,N,,363190,108025854,,NURSE FACULTY LOAN PROGRAM (NFLP)
36297993,148665202259,2022,148665,59,84.047,TRIO_UPWARD BOUND,636167,N,,,,,,Y,84,047,381714400,84,,,,N,0,,0,,TRIO CLUSTER,N,,636167,636167,,TRIO_UPWARD BOUND
