SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
4079,154044,2019,2019-002,"2019-002 Special Test and Provisions – Disbursements to or on Behalf of Students
Criteria: The U.S. Department of Education requires the College to notify students, or parents, of their right to cancel all
or a portion of the loan disbursements in writing, no earlier than 30 days before or 30 days after crediting the student’s
account at the College.
Condition: The College did not have proper policies and procedures in place to verify students, or parents, were notified
of their right to cancel within the required time frame.
Context: A sample of 40 students revealed that nine students were not notified of their right to cancel Federal Direct Loans
within the required time frame during the Spring 2019 semester’s first loan disbursement.
Effect: The College was not in compliance with notifying the student, or parent, of their right to cancel with Federal Direct
Loan disbursements.
Cause: There was an input error that caused the first disbursement of Federal Direct Student Loan funds in the Spring
2019 semester to register as the 2019-2020 academic year. This caused the failure of several students not receiving
notification of the right to cancel all or a portion of the loan disbursements in the required timeframe.
Questioned costs: None.
Recommendation: We recommend the College implement procedures to strictly comply with the requirements of 34 CFR
668 as it relates to notifying students, or parents, and their right to cancel loan disbursements within the required
timeframe.
Response: After extensive research, it was discovered the system was looking correctly at students with a loan
disbursement on 1/28/19. Due to a setup error, in a shared Banner form, across multiple departments, the process pulled
an incorrect aid year (FY19-20 instead of FY18-19). When the email was generated, the process pulled only students who
had a FY19-20 FAFSA on file. This error was identified and corrected in February, however, we did not realize this affected
our loan letter emails.
The College disburses federal loans to individual students in two separate payments within a semester, half in the
beginning of the semester and half mid-semester. Although students did not receive a disclosure email at their first
disbursement, they did receive a disclosure email at their second disbursement.
The College has eight scheduled disbursements each semester. The error occurred on the first disbursement dated
1/28/19. The error was found and corrected in our system before the other disbursements for the semester occurred.
There is now verification that the disclosure statements were sent and are now accurate in our system.
Going forward, an error report via email is sent daily that shows if a loan was paid and no email was sent. We will then be
able to address the error more timely thus avoiding the 30 day late notification.",N,827765,1,,
6120,103008,2019,2019-001,"Finding 2019-001: Less-than-Arm’s Length/Conflict of Interest
Grantor: U.S. Department of Health and Human Services
CFDA: 93.676
Program Name: Unaccompanied Alien Children Program
Award Number: 90ZU0024; 90ZU0030; 90ZU0049; 90ZU0148; 90ZU0149
Award Year: Various
Compliance Requirement: 45 CFR 75 Subpart E; Cost Principles - Allowed Cost and Procurement
Type of Finding: Noncompliance – Less-than-Arm’s-Length/Conflict of Interest
Criteria: Conflict of Interest

Condition and Context: In a Notice of Monetary Disallowance dated July 2, 2019, the Department of Health and Human Services (“HHS”), Administration for Children and Families (“ACF”), presented findings noted through a review of leases and contracts executed by Southwest Key Programs, Inc. (“SWK”), during the periods of January 1, 2006 through March 31, 2019. ACF concluded that SWK did not comply with the terms and conditions of the above referenced grant awards. The findings noted are based on costs related to two leases with an entity owned by two now former members of management and a now former board member of a subsidiary organization to SWK, Promesa Public Schools, Inc (“Promesa”) and one lease with another entity partially owned by the now former board member of Promesa.  SWK questioned the conflict of interest created by the ownership interest of the now former board member of Promesa but the payments were disallowed, nonetheless.    

In addition, ACF also concluded that SWK awarded multiple contracts to its for-profit subsidiaries, Southwest Key Maintenance LLC, Southwest Key Café LLC, and Southwest Key Green Energy LLC, without demonstrating compliance with procurement regulations. As related parties, these subsidiaries had a competitive advantage and should have been excluded from consideration against external bids for the process to still be considered competitive in accordance with 45 CFR § 75.328(a)(5).  For some of the contracts SWK demonstrated competitive bidding but given that the for-profit subsidiary was still included and awarded the contract, the payments were disallowed.

Cause: The unique nature of management’s separate investments and simultaneous control over operations, including decisions related to leasing transactions, with ineffective oversight by other members of the management team and board of directors.

Effect or Potential Effect: Cost recovered by SWK related to less-than-arm’s length transactions are disallowed. Costs related to for-profit wholly owned subsidiaries are disallowed.

Questionable Costs: $5,057,928 cumulative cost for periods from 2006 through 2019

Recommendation: Eliminate transactions with less-than-arm’s length entities and for-profit wholly owned subsidiaries.

Responsible Official’s Response and Planned Corrective Actions: See Appendix A at the end of this report

Person Responsible for Corrective Action: Eric Marin, Chief Financial Officer

Implemented Date of Corrective Action: July 29, 2019
",N,833097,1,,
6121,103008,2019,2019-002,"Finding 2019-002: Noncompliance with documented procurement procedures  
Grantor: U.S. Department of Health and Human Services
CFDA: 93.676
Program Name: Unaccompanied Alien Children Program
Award Number: 90ZU0049-05; 90ZU0253-01; 90ZU0253-02; 90ZU0253-03; 90ZU0259-01; 90ZU0257-01; 90ZU0252-01 
Award Year: Various
Compliance Requirement: 2 CFR 200 Subpart D: Post Federal Award Requirements
Type of Finding: Noncompliance: Failure to use documented procurement procedures
Criteria: General Procurement Standards 
 
Condition and Context: In accordance with 2 CFR 200 Subpart D § 200.318 (a), the non-Federal entity must use its own documented procurement procedures which reflect applicable State, local, and tribal laws and regulations, provided that the procurements conform to applicable Federal law. 

For procurement between $25,000 to $100,000 per year, it is SWK’s procurement policy to obtain quotes from at least three sources which are able to meet the Organization’s requirements and are contending for the award of the purchase order based on prices. Such quotations must be documented and made a part of the procurement files for review purposes.

SWK did not obtain quotes from at least three sources for a telephone service expenditure dating back to 2014. The Organization did not retain documentation of the procurement process in the procurement files as it related to the estimated annual cost of $79,001.

Cause: SWK did not obtain quotes from at least three sources and did not document the quotations in the procurement files for an expenditure between $25,000 to $100,000.

Effect or Potential Effect: Non-competitive prices on procurement

Questionable Costs: $79,001 (Known questionable cost)

Recommendation: Obtain and document appropriate quotations in procurement files, in accordance with SWK procurement procedures.

Responsible Official’s Response and Planned Corrective Actions: See Appendix A at the end of this report

Person Responsible for Corrective Action: Eric Marin, Chief Financial Officer

Implemented Date of Corrective Action: July 29, 2019
",N,833097,1,,
9964,164686,2019,2019-002,"The Ohio Department of Education’s CCIP Final Expenditure Report Completion Steps, states all CCIP Final Expenditure Reports (FERs) must be completed online and may be started after June 30th, the end of the fiscal year.  In addition, each Funding Application within the CCIP has its own separate final expenditure report.  Each Local Education Agency (LEA) must ensure each FER(s) is submitted to ODE with Superintendent Approval no later than September 30.

The District’s Title I final expenditure report amount that was filed timely was understated by $147,633 compared to the District’s system.  The report was corrected but was refiled past the due date on October 29.

The District did not have adequate controls in place to help prevent the error.

The District should implement procedures to file their Final Expenditure Report by September 30 and also ensure they file the correct amount. 
",N,839098,1,,
9965,164686,2019,2019-005,"2 CFR § 400.1 gives regulatory effect to the USDA for 2 CFR § 200.318(a)(b) which states that a non-Federal entity must use its own documented procurement procedures which reflect applicable state and local laws and regulations, provided that the procurements conform to applicable Federal law and standards.  Non-Federal entities must maintain oversight to ensure that contractors perform in accordance with the terms, conditions and specification of their contracts.  Additionally 7 CFR 225 Subpart C Section 225.15(m)(4) states that in addition to any applicable State or local laws governing bid procedures, each District which contracts with a Consortium shall ensure that the Consortium is in compliance with fair and open competition over all purchases.

The District contracts with a consortium, to enter into food contracts on its behalf.  The District has outlined its monitoring requirements over the Consortium’s adherence to state and federal procurement requirements over full and open competition.  However, the District did not have procedures in place documenting the monitoring that the Consortium was complying with the fair and open competition requirements.  Additionally, the District did not have internal controls in place to monitor suspension and debarment with the District’s food service vendors.

The District should ensure it is following its procurement policy and maintain documentation of the monitoring the Consortium is in compliance with the fair and open competition requirements and the monitoring of suspension and debarment on vendors. 
",N,839098,1,,
9966,164686,2019,2019-006,"2 CFR section 200.303 requires that non-Federal entities receiving Federal awards establish and maintain internal control over the Federal awards that provides reasonable assurance that the non-Federal entity is managing the Federal awards in compliance with Federal statutes, regulations, and the terms and conditions of the Federal awards.

The District employs a food service management company to oversee, and conduct the activities of the food service department.  An employee of the food service management company submits claims for reimbursement to the Ohio Department of Education.  There was no evidence that any employee of the District reviewed or approved these claims before they were sent. 

The District should establish internal controls to verify that claims for reimbursement submitted for the Nutrition Cluster are correct. 
",N,839098,1,,
9967,164686,2019,2019-004,"2 CFR Subpart F § 200.510(b) requires the auditee prepare a Schedule of Expenditures of Federal Awards (the Schedule) for the period covered by the entity’s financial statements which must include the total federal awards expended as determined in accordance with §200.502.

At a minimum, the schedule must:

1.	   List individual Federal programs by Federal agency.
2.	   For Federal awards received as a subrecipient, the name of the pass-through entity and identifying number assigned by the pass-through entity must be included.
3.	   Provide total Federal awards expended for each individual Federal program and the CFDA number or other identifying number when the CFDA information is not available.
4.	   Include the total amount provided to subrecipients from each Federal program. 
5.	   For loan or loan guarantee programs described in § 200.502 Basis for determining Federal awards expended, paragraph (b), identify in the notes to the schedule the balances outstanding at the end of the audit period. 
6.	   Include notes that describe the significant accounting policies used in preparing the schedule, and note whether or not the auditee has elected to use the 10 percent de minimis cost rate as covered in § 200.414 indirect (F&A) costs.

The District did not compile an accurate Schedule.  The Schedule provided by the District had the 
following misstatements to expenditure amounts:

•	Expenditures reported did not agree to the District’s financial records.

•	School Lunch Program expenditures of $658,897.64, School Breakfast Program expenditures of $200,901.42, and Donated Commodities Non-Cash transactions of $89,504.40 were not reported.

Errors and omissions to the Schedule could have an adverse effect on future grant awards by the awarding agency or agencies in addition to an inaccurate assessment of major federal programs that would be subjected to audit.  Adjustments, to which management have agreed, are reflected in the accompanying Schedule.

District management should review all grant and loan award documents in order to execute policies and procedures which help ensure compliance with grant and loan requirements, including Schedule reporting requirements.  The District should implement a system to track all federal expenditures and related information separately from other expenditures and report federal expenditures with proper support including, but not limited to, grant agreements, calculation of the expenditures, and any federal reporting requirements.  This may help ensure the District is in compliance with grant and loan requirements, the Schedule is complete and accurate, and major federal programs are accurately identified for audit.
",N,839098,1,,
9968,164686,2019,2019-007,"2 CFR section 200.303 requires that non-Federal entities receiving Federal awards establish and maintain internal control over the Federal awards that provides reasonable assurance that the non-Federal entity is managing the Federal awards in compliance with Federal statutes, regulations, and the terms and conditions of the Federal awards.

The District employs a food service management company to oversee and conduct the activities of the food service department.  The District paid a lump sum to the food service management company each month, but there was no evidence that the District reviewed any of the supporting invoices to verify amounts paid were for allowable activities and costs.  In total, the District paid $521,294.37 to the food service management company.

We noted one instance where the District paid a vendor without having a purchase order signed by the Superintendent and Treasurer.  The total of this transaction was $31.54. 

Additionally, we identified several unallowable costs/activities being paid to the food service management company.  The following expenditures were determined to be unallowable:

•	The District expended a total of $1,111 to a local pizza shop despite not receiving actual invoices from the pizza shop. Amounts were only supported by a blank order form. 
•	$876 to a different local pizza shop without proper invoices
•	Total of $47.70 paid in sales tax to various vendors
•	$5 gift card bought for a student that does not eat in the cafeteria
•	$72.99 Amazon payment that did not detail what was purchased
•	$165.08 in travel reimbursements for an employee of the food service management company, not an employee of the District to drive to other School Districts
•	$1,000 for training, but no description of what training was for, or how amount was calculated
•	$1,675.56 in food service management company insurance liability fees that should have been indirect costs approved by ODE.  No approval from ODE was on file
•	$187.49 in other miscellaneous receipts that either lacked a detailed invoice, or should have been paid from the General Fund.

These transactions total $5,140.82.  Based on the errors found, we project total unallowable costs/activities for the Nutrition Cluster Program to total $17,786. 

The District should review all detailed invoices from their food service management company.  The District should also ensure to only reimburse the food service management company for allowable activities and costs for the Nutrition Cluster Federal Program. 
",N,839098,1,,
9969,164686,2019,2019-003,"2 CFR section 200.303 requires that non-Federal entities receiving Federal awards establish and maintain internal control over the Federal awards that provides reasonable assurance that the non-Federal entity is managing the Federal awards in compliance with Federal statutes, regulations, and the terms and conditions of the Federal awards.

The District employs a food service management company to oversee, and conduct the activities of the food service department.  When testing applications for students to receive free and reduced lunches, it was determined that an employee of the food service management company signs off on all applications.  There is no evidence that an employee of the District also reviewed the applications verifying students were eligible for free or reduced lunches.

7 CFR Part 245.6a(c)(1) states the local educational agency must verify eligibility or children in a sample of household applications approved for free and reduced price meal benefits for that school year. In addition, 7 CFR Part 245.6a (f)(7) states that based on the verification activities, the local educational agency shall make appropriate modifications to the eligibility determinations made initially.  The local educational agency must notify the household of any change.  Households must be notified of any reduction in benefits in accordance with paragraph (j) of this section.  Further, 7 CFR Part 245.6(c)(3)(iii) states that if there are changes resulting from verification or administrative reviews, the local educational agency must change the children’s eligibility status when a change is required as a result of verification activities conducted under A§245.6a or as a result of a review conducted in accordance with Part 210.18 of this chapter.

We obtained the School District’s Verification Summary Report (the Report).  The Report stated that seven free and reduced applications were selected for verification.  Of the seven applications selected for verification, we noted the following:

•	   Three applications originally marked as reduced that responded should have been moved to   paid based on their income.

•	    One application originally marked as free that responded should have been moved to paid based on their income.

•	    One application originally marked as free that responded should have been reduced to begin with based on their income.  After verification this application was still eligible to be in the reduced category.  However, the District kept this application at free.

•	   There were two applications on the Report that were marked as responded, and moved to paid.  However, these applications should have been marked as not responded, and moved to paid.  Also, one of these applications was originally marked as free, but based on their income they should have been reduced.

The District contracts with a food service management company to run their food service department.  That company has an employee they use as the Food Service Supervisor for the District.  No employee of the District is reviewing the applications that come up for verification.  The only person reviewing the applications is the Food Service Supervisor.

The District did not have controls in place to help prevent or detect these errors. 

The District should establish internal controls to verify that students are eligible to receive free and reduced lunches.  The District should also review free and reduced applications that are selected for verifications for accuracy. 
",N,839098,1,,
9728,171646,2019,2019-001,"2019-001:  Inadequate Controls over Preparation of Financial Statements

Condition: The City currently does not prepare financial statements under generally accepted accounting principles.  The external auditors prepare the statements and disclosures and management approves and takes responsibility for the statements after they are prepared.

Criteria: Accounting standards dictate that management is responsible for preparation of the financial statements.  An audit of the financial statements of an organization requires the evaluation of the internal control system’s design of controls in generating and overseeing of the financial statements to be audited.  The organization must have the ability to prepare and evaluate the financial statements’ format, content, and disclosures in accordance with generally accepted accounting principles and recognize any material items missing in the statement through the organization’s control system. This is true whether the organization prepares the financial statements or not.  These controls can be established or achieved by use of a third party organization or internally, but external auditors are never considered a control element.

Cause: The City believes its current reporting meets all of the City’s internal needs.  While management knows their responsibility for understanding and presenting the annual financial statements, they do not believe it is currently cost beneficial to design and/or strengthen controls over the accounting departments financial reporting process.

Effect:  The City does not have proper controls over financial statements preparation.

Recommendation: We recommend the City continue to monitor the need, costs, and benefits of developing a control structure to oversee the preparation of financial statements in accordance with generally accepted accounting principles.		


",N,840143,1,,
9729,171646,2019,2019-005,"2019-005:  Improper Controls over Grant Transactions

Condition: The City did not maintain grant files in a systematic manner to appropriately identify grant activity.  Various grants are handled by two employees within the City in addition to the Police department handling their grants.  The City does not prepare the Schedule of Federal and State Awards. 

Criteria: Uniform Guidance requires that systematic proper supporting documentation be maintained for grant activity. The Uniform Guidance also dictates that the City is responsible for preparing the Schedule of Federal and State Awards. 

Cause:  Controls do not exist which require all grant information to be documented and maintained in an orderly fashion to support grant activity.

Effect:  Grants could be improperly reported or not reported without proper controls. In addition, compliance issues could arise due to lack of controls. 

Recommendation: We recommend proper controls be established for gathering and maintaining grant documentation and the preparation of the Schedule of Federal and State Awards.			


",N,840143,1,,
