ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
34034,826287,1,35990,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
34035,826287,1,35990,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Expenditures reported on the SCHEDULE are reported on the accrual basis of accounting.,,
50970,823477,1,41558,2019,4,3,0,Note 4,"Of the federal expenditures presented in this schedule, La Sierra University provided no federal awards to subrecipients.",,
50971,823477,1,41558,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
50972,823477,1,41558,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (Schedule) includes the federal award activity of La Sierra University under programs of the federal government for the year ended June 30, 2019. These notes are an integral part of this Schedule. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of FederalRegulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of La Sierra University, it is not intended to and does not present the financial position, changes in net assets or cash flows of La Sierra University.Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. ",,
50973,823477,1,41558,2019,3,3,0,Loan/loan guarantee outstanding balances,"The federal loan program listed subsequently is administered directly by La Sierra University, and balance and transactions relating to this program is included in La Sierra Universitys financial statements. Loans outstanding at the beginning of the are included in the federal expenditures presented in the Schedule. There were no loans made during the year. FEDERAL PERKINS LOAN PROGRAM (84.038) - Balances outstanding at the end of the audit period were 4732957. ",,
88467,843806,1,77814,2019,2,2,2,10% De Minimis Cost Rate,"The auditee did not use the de minimis cost rate.  AAAS most recent indirect cost rate agreement provided a provisional rate of 30.95% applicable for fiscal year 2019 and 2018.  The Association will continue to use this rate, unless the actual rate is lower, until a new rate is approved by its oversight agency.",,
88468,843806,1,77814,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on this Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following, as applicable, either the cost principles contained in either the Office of management and Budget (OMB) Circular A-122, Cost Principles for Non-Profit Organizations, or the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements Cost Principles and Audit Requirements for Federal Awards, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years. AAAS has elected not to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance.",,
88469,843806,1,77814,2019,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of the American Association for the Advancement of Science (""AAAS"") under programs of the federal government for the year ended December 31, 2019. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of AAAS, it is not intended to and does not present the financial position, changes in net assets or cash flows of AAAS.",,
88470,843806,1,77814,2019,4,3,0,Schedule of Expenditures of Federal Awards Reconciliation,Refer to Note 4 for a reconciliation of the Schedule of Expenditures of Federal Awards to the Consolidated Financial Statements.,,
17218,817408,1,150340,2019,3,3,0,3-Grant Auditor Report,"Management has utilized the Cash Management System (CMS) Grant Auditor Report in preparing the schedule of expenditures of federal awards. Unreconciled differences, if any, have been disclosed to the auditor.",,
17219,817408,1,150340,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
17220,817408,1,150340,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the ""Schedule"") includes the federal grant activity of Macomb Intermediate School District (the ""Intermediate School District"") under programs of the federal government for the year ended June 30, 2019. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (the ""Uniform Guidance""). Because the Schedule presents only a selected portion of the operations of the Intermediate School District, it is not intended to and does not present the financial position, changes in net position, or cash flows of the Intermediate School District.Expenditures reported in the Schedule are reported on the modified accrual basis of accounting. Such expenditures are recognized following the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years. Pass-through entity identifying numbers are presented where available.The Intermediate School District has elected not to use the 10 percent de minimis indirect cost rate to recover indirect costs, as allowed under the Uniform Guidance.",,
19960,820772,1,145626,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the regulatory basis of accounting described in Note 1 to the District's financial statement.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
19961,820772,1,145626,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
20745,812297,1,171397,2019,5,3,0,Note 5. CFDA Total,"(5)  Total for CFDA No. 10.555 is $1,239,000.",,
20746,812297,1,171397,2019,4,3,0,Note 4. Pass-Through Identifying Information,(4)  Information not available.,,
20747,812297,1,171397,2019,3,3,0,Note 3 Clusters,"(3)  Child Nutrition Cluster total $1,767,538; Special Education Cluster total $810,998.",,
20748,812297,1,171397,2019,6,3,0,6. School-Wide Program,See table on the SEFA for a table of School-wide Progam expenditures.,,
20749,812297,1,171397,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Presented in conformity with generally accepted accounting principles using the modified accrual basis of accounting.,,
20750,812297,1,171397,2019,2,2,2,10% De Minimis Cost Rate,(2)  Henderson County elected not to use the 10% de minimis cost rate permitted by the Uniform Guidance.,,
50635,819858,1,160831,2019,3,3,0,Food Distribution,"Nonmonetary assistance is reported in the schedule at the fair market value of the commodities received and disbursed.  At June 30, 2019, the District had food commodities totaling $3,936 in inventory.",,
50636,819858,1,160831,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards presents the activity of federal award programs administered by the District, which is described in Note 1 to the Districts accompanying financial statements, using the modified accrual basis of accounting.  Federal awards that are included in the schedule may be received directly from federal agencies, as well as federal awards that are passed through from other government agencies.  The information is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.  Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the financial statements.Matching costs (the Districts share of certain program costs) are not included in the reported expenditures.The basis of accounting varies by federal program consistent with the underlying regulations pertaining to each program.The amounts reported as federal expenditures were obtained from the federal financial reports for the applicable program and periods.  The amounts reported in these reports are prepared from records maintained for each program, which are reconciled with the Districts financial reporting system.",,
50637,819858,1,160831,2019,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
50638,819858,1,160831,2019,4,3,0,Subrecipients,No amounts were provided to subrecipients,,
50639,819858,1,160831,2019,5,3,0,Clusters,"The Special Education Cluster consists of Special Education  Grants to States and Special Education  Preschool Grants.The Child Nutrition Cluster consists of Food Distribution, School Breakfast Program and National School Lunch Program.",,
60188,832160,1,170061,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The SEFA is prepared on the accrual basis of accounting.  ,,
60189,832160,1,170061,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
191093,882744,1,161649,2019,2,2,2,10% De Minimis Cost Rate,The City has elected not to use the 10-percent de minimis indirect cost rate as allowed under the Uniform Guidance.,,
191094,882744,1,161649,2019,4,3,0,Program Clusters,Federal programs with different Catalog of Federal Domestic Assistance (CFDA) numbers that are closely related because they share common compliance requirements are defined as a cluster by the Uniform Guidance. The Highway Planning and Construction Cluster is separately identified in the SEFSA as a program cluster.,,
191095,882744,1,161649,2019,6,3,0,Contingencies,"Grant moneys received and disbursed by the City are for specific purposes and are subject to review by the grantor agencies. Such audits may result in requires for reimbursement due to disallowed expenditures. Based upon experience, the City does not believe that such disallowance, if any, would have a material effect on the SEFSA.",,
191096,882744,1,161649,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal and State Awards (SEFSA) includes the federal and state grant activity of the City of Goldsboro (the City) under the programs of the federal government and the State of North Carolina (the State) for the year ended June 30, 2019. The information in this SEFSA is presented in accordance with the requirements of Title 2 US Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (the Uniform Guidance) and the State Single Audit Implementation Act. Because this schedule presents only a selected portion of the operations of the City, it is not intended to and does not present the financial position, changes in net position, or cash flows of the City.  Expenditures reported in the SEFSA are reported on the modified accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
191097,882744,1,161649,2019,3,3,0,Loan and Loan Guarantee Balances Outstanding,"The City has outstanding loan balances at June 30, 2019 relating to the Clean Water State Revolving Fund. The State has not imposed continuing compliance requirements other than repayment of the loan. As prescribed by the Uniform Guidance, the City shall consider current year amounts expended under this loan for inclusion within the SEFSA. Therefore, the amount reported on the SESFA represents current year expenditures whereas the following table consists of the loans outstanding at June 30, 2019: Clean Water State Revolving Loan - CS370482-06 (66.458) $3,025,537; and, Clean Water State Revolving Loan - CS370482-07 (66.458) $1,485,421.",,
191098,882744,1,161649,2019,5,3,0,Sub-recipients,"The City did not pass through any federal or State funds to sub-recipients during the year ended June 30, 2019.",,
191099,882744,1,161649,2019,7,3,0,Subsequent Events,"On January 30, 2020, the World Health Organization (WHO) announced a global health emergency because of a new strain of coronavirus originating in Wuhan, China (the COVID-19 outbreak) and the risks to the international community as the virus spreads globally beyond its point of origin. In March 2020, the WHO classified the COVID-19 outbreak as a pandemic, based on the rapid increase in exposure globally. On March 19, 2020, the Office of Management and Budget (OMB) issued memorandum M-20-17, Administrative Relief for Recipients and Applicants of Federal Financial Assistance Directly impacted by the Novel Coronavirus (COVID-19).  The memorandum provides temporary relief for federal award recipients and subrecipients impacted by the COVID-19 pandemic.  The memorandum summarizes 13 areas of administrative relief including an extension of time to submit financial reporting packages to the Federal Audit Clearinghouse in accordance with the Uniform Guidance. As noted in Finding 2019-003, the City failed to submit the financial reporting package by the extended deadline.  The City has addressed the finding with a Corrective Action Plan that will be included with the financial reporting package.",,
5516,810229,1,185373,2019,3,3,0,Loan/loan guarantee outstanding balances,"SUPPORTIVE HOUSING FOR THE ELDERLY - BALANCE OF MORTGAGE LOAN AS OF JULY 1, 2018, UNDER SECTION 202 OF THE HOUSING ACT OF 1959 (14.157) - Balances outstanding at the end of the audit period were 457916. ",,
5517,810229,1,185373,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not elect to use the de minimis cost rate.,,
5518,810229,1,185373,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The schedule of expenditures of federal awards is prepared on the accrual basis of accounting.,,
6091,814119,1,206405,2019,2,2,1,10% De Minimis Cost Rate,The auditee elected to use the de minimis cost rate.,,
6092,814119,1,206405,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards and state financial assistance (theSchedule) includes the federal and state grant activity of PACE Center for Girls, Inc. and Affiliates(the Organization) for the year ended June 30, 2019.The information in the Schedule is presented in accordance with the requirements of Title 2 U.S.Code of Federal Regulations (CFR), Part 200, Uniform Administrative Requirements, CostPrinciples, and Audit Requirements for Federal Awards, and Chapter 10.650, Rules of the State ofFlorida Auditor General. Because the Schedule presents only a selected portion of the operationsof the Organization, it is not intended to, and does not present the financial position, changes innet assets, or cash flows of the Organization.Expenditures reported on the Schedule are reported on the accrual basis of accounting and arerecognized following the cost principles contained in Title 2 U.S. Code of Federal Regulations (CFR),Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements forFederal Awards, wherein certain types of expenditures are not allowable or are limited as toreimbursement.",,
24674,820693,1,186703,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
24675,820693,1,186703,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedules of expenditures of awards and financial assistance are presented on the budgetary basis of accounting with the exception of programs recorded in the food service fund, which are presented using the accrual basis of accounting.  These basis of accounting are described in Note 1 to the Boards basic financial statements.  The information in this schedule is presented in accordance with the requirements of 2 CFR 200-Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, and New Jersey OMB Circular Letter 15-08, Single Audit Policy for Recipients of Federal Grants, State Grants and State Aid.   Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of, the basic financial statements. The District has elected not to use the 10% de minimis indirect cost rate.",,
98306,841137,1,183127,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of Garnett Senior Housing Foundation, Inc. and is presented on the accrual basis. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the preparation of the financial statements.",,
98307,841137,1,183127,2019,3,3,0,Loan/loan guarantee outstanding balances,SECTION 202 LOAN (14.182) - Balances outstanding at the end of the audit period were 672183. ,,
98305,841137,1,183127,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
115707,855884,1,187135,2019,4,3,0,Sub-Recipients,There were no federal awards passed-through to subrecipients during the year.,,
115708,855884,1,187135,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized using the principles contained in the Uniform Guidance wherein certain types of expenditures are not allowable or are limited as to reimbursement.,,
115709,855884,1,187135,2019,3,3,0,Noncash Assistance,There were no federal awards expended in the form of noncash assistance and insurance in effect during the year.,,
115710,855884,1,187135,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
17262,818999,1,239715,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
17263,818999,1,239715,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE A - BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards includes the federal grant activity of HARRAH SENIOR HOUSING CORPORATION II, HUD Project No. 117-EE005, and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of the uniform guidance, Audits of States, Local Governments, and Non-Profit Organizations. Therefore, some amounts presented in this schedule may differ from amounts presented in, or used in the presentation of, the basic financial statements.NOTE B  EXPENDITURESTotal Federal awards expended include current year accrued Project Rental Assistance Contract payments, and the Section 202 Capital Advance at inception of the Project. No payments of principal or interest are due under the capital advance as long as the project is made available to low-income persons with disabilities. In addition, after 40 years the mortgage is considered paid in full.",,
24612,821035,1,223108,2019,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR THE ELDERLY (14.157) - Balances outstanding at the end of the audit period were 3961100. ,,
24613,821035,1,223108,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"1. Basis of PresentationThe accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes thefederal grant activity of National Church Residences of Harborcreek, PA, Inc. and ispresented on the accrual basis of accounting. The information in this schedule is presentedin accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements forFederal Awards (Uniform Guidance). Therefore, some amounts presented in this Schedulemay differ from amounts presented in, or used in the preparation of, the basic financialstatements.2. Summary of Significant Accounting Policies(a) Expenditures reported on the Schedule are reported on the accrual basis of accounting.Such expenditures are recognized following the cost principles contained in the UniformGuidance, wherein certain types of expenditures are not allowable or are limited as toreimbursement.(b) National Church Residences of Harborcreek, PA, Inc. has elected not to use the 10percent de minimis indirect cost rate as allowed under the Uniform Guidance.(c) The outstanding balance of loan and loan guarantee programs at September 30, 2019 withcontinuing compliance requirements which are reported as federal expenditures on theaccompanying schedule of expenditures of federal awards was $3,961,100.",,
24614,821035,1,223108,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
72280,833797,1,227963,2019,2,2,2,10% De Minimis Cost Rate,"OCL Properties XI, Inc. has not elected to use the 10 percent de minimis indirect cost rate for federal awards under the Uniform Guidance.",,
72281,833797,1,227963,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal award activity of OCL Properties XI, Inc. under programs of the federal government for the year ended December 31, 2019 and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of the Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Some amounts presented in this schedule may differ from amounts presented in, or used in the presentation of, the financial statements. ",,
72282,833797,1,227963,2019,3,3,0,Federal Award Assistance,"OCL Properties XI, Inc. has a Capital Advance Agreement with HUD under Section 811 of the National Affordable Housing Act totaling $1,879,100 as of December 31, 2019. OCL Properties XI, Inc. also has $42,023 outstanding under the HUD HOME Investment Partnerships Program (CFDA No. 14.239) as of December 31, 2019. ",,
19023,815767,1,55342,2019,4,3,0,Sub-recipients Note 3,"Grace Christian University did not pass through any awards to sub-recipients from its federal programs during the year ended June 30, 2019.",,
19024,815767,1,55342,2019,3,3,0,Basis of Presentation,"The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal award activity of Grace Christian University (formerly known as Grace Bible College) under programs of the federal government for the year ended June 30, 2019. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Grace Christian University, it is not intended to and does not present the financial position, changes in net assets, functional expenses or cash flows of Grace Christian University. ",,
19025,815767,1,55342,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, Cost Principles for Nonprofit Organizations, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Grace Christian University did not elect to use the 10% de minimis indirect costs rate allowed under the Uniform Guidance.",,
19026,815767,1,55342,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not elect to use the de minimis cost rate.,,
34569,823261,1,39272,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.  TechSolve, Inc. has elected not to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance. ",,
34570,823261,1,39272,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
50155,830297,1,33635,2019,2,2,2,10% De Minimis Cost Rate,The Center has elected not to use the 10% de minimis indirect cost rate and is applying an approved budgeted amount instead.,,
50156,830297,1,33635,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 1 BASIS OF PRESENTATION The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal award activity of CENTER ON DEAFNESS under programs of the federal government for the year ended June 30, 2019.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of Center on Deafness, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Center on Deafness.  The Center has elected not to use the 10% de minimis indirect cost rate and is applying an approved budgeted amount instead.  NOTE 2 SUBRECIPIENTS No federal funds were provided to subrecipients during the year ended June 30, 2019.  NOTE 3 NON-CASH ASSISTANCE No federal awards were expended in the form of non-cash assistance during the year ended June 30, 2019.   NOTE 4 FEDERAL LOAN GUARANTEES AND FEDERALLY-FUNDED INSURANCE The Organization had no federal loans, loan guarantees, or federally-funded insurance in effect during the year ended June 30, 2019.   NOTE 5 OVERSIGHT AGENCY The Organizations federal oversight agency is the U.S. Department of Education.",,
77750,839378,1,14747,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Northfield-St. Vincent's Housing Development Fund Company, Inc. (the Project) under programs of the federal government for the year ended December 31, 2019. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Project, it is not intended to and does not present the financial position, changes in net assets or cash flows of the Project.",,
77751,839378,1,14747,2019,2,2,2,10% De Minimis Cost Rate,Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance. The Project has not elected to use the 10 percent de minimis indirect cost rate as allowed under the Uniform Guidance.,,
77752,839378,1,14747,2019,3,3,0,Capital Advance Program:,"The Project has received a U.S. Department of Housing and Urban Development capital advance under Section 202 of the National Housing Act.  The capital advance balance outstanding at the beginning of the year is included in the federal expenditures presented in the Schedule.  The outstanding capital advance balance as of December 31, 2019 was $6,537,852.",,
86542,844528,1,249557,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"This schedule of expenditures of federal awards includes the federal program activity of the City of Huntington, Arkansas Water and Sewer Department and is presented on the accrual basis of accounting.Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
86543,844528,1,249557,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
86544,844528,1,249557,2019,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of the City of Huntington, Arkansas Water and Sewer Department under programs of the federal government for the year ended December 31, 2019. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the City of Huntington, Arkansas Water and Sewer Department, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Department.",,
92418,846464,1,245999,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
92419,846464,1,245999,2019,3,3,0,Loan/loan guarantee outstanding balances,MORTGAGE INSURANCE_RENTAL HOUSING (14.134) - Balances outstanding at the end of the audit period were 1760349. FLEXIBLE SUBSIDY LOAN (14.164) - Balances outstanding at the end of the audit period were 1203979. ,,
92420,846464,1,245999,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards include the federal grant activity of Mount Zion Garden Apartments, Inc. under programs for the federal government for the year ended December 31, 2019 and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the schedule presents only a selected portion of the operations of Mount Zion Garden Apartments, Inc., it is not intended to and does not present the financial position, changes in net assets, or cash flows of Mount Zion Garden Apartments, Inc. ",,
100559,850162,1,39026,2019,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
100560,850162,1,39026,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,,,
913,804029,1,109775,2019,2,2,3,10% De Minimis Cost Rate,Clinica Family Health Services has not elected to use the 10% de minimis indirect cost rate as allowed under the Uniform Guidance. ,,
914,804029,1,109775,2019,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.  ",,
915,804029,1,109775,2019,3,3,0,BASIS OF PRESENTATION,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Clinica Family Health Services under programs of the federal government for the year ended January 31, 2019. The information in this Schedule is presented in accordance with the requirements of 2 CFR Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Clinica Family Health Services, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Clinica Family Health Services. ",,
