SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
4079,154044,2019,2019-002,"2019-002 SPECIAL TEST AND PROVISIONS - DISBURSEMENTS TO OR ON BEHALF OF STUDENTS                                        RECOMMENDATION: THE COLLEGE IMPLEMENT PROCEDURES TO STRICTLY COMPLY WITH THE REQUIREMENTS OF 34 CFR 668 AS IT RELATES TO NOTIFYING STUDENTS, OR PARENTS, AND THEIR RIGHT TO CANCEL LOAN DISBURSEMENTS WITHIN THE REQUIRED TIMEFRAME.                        CORRECTIVE ACTION TAKEN: THE COLLEGE HAS CORRECTED AN ERROR FOUND IN THE SYSTEM SETUP. IN ADDITION THE COLLEGE HAS IMPLEMENTED A NEW ERROR REPORT THAT IS SENT DAILY TO SHOW IF A LOAN WAS PAID OUT AND NO EMAIL, WAS SENT ALLOWING THE COLLEGE TO TAKE CORRECTIVE ACTION IN A TIMELY MANNER.                                                                                              ANTICIPATED COMPLETION DATE: CURRENT AND ONGOING.",N,827765,1,,
6120,103008,2019,2019-001,"2019-001 (Less-than-Arm’s-Length/Conflict of Interest Costs)

Management Comments and Corrective Action:  In a Notice of Monetary Disallowance dated July 2, 2019, the Department of Health and Human Services (“HHS”), Administration for Children and Families (“ACF”), presented findings noted through a review of leases and contracts executed by Southwest Key Programs, Inc. (“SWK”), during the periods of January 1, 2006 through March 31, 2019.  The findings were noted by PMB Helin Donovan, LLP (PMB) in the Southwest Key Programs, Inc. audit report dated February 11, 2020. 

In response to this Notice SWK paid the total disallowed amount of $5,057,927.68.  

Additionally, SWK gave written 60 days’ notice of termination, per lease agreement requirements, to the lessors on the above referenced leases on July 29, 2019.  SWK began working with the relevant funding agency to coordinate the relocation of the operational shelters from the facilities and vacated the properties effective September 27, 2019.  Furthermore, rent payments subsequent to the findings date (April – September 2019) were not charged to the federal award.  In addition, SWK Management put procedures in place to ensure lease agreements are free of conflicts of interest in appearance and fact, including expanding the required board and executive annual conflict of interest disclosures to include all employees. 

The less-than-arm’s length transactions with for-profit subsidiaries were discontinued during 2017 so no further action was required.  

Additionally, SWK hired a Procurement Manager to more fully develop the SWK Procurement function to ensure policies, procedures, and purchasing practices comply with the Federal Acquisition Regulation, Code of Federal Regulations, commercial procurement policies and any other unique and applicable customer procurement requirements. 
Effective August 1, 2019, it is mandatory that the Procurement Manager, and any other designated employee authorized to procure goods/services on behalf of SWK, follow the procedures as set forth in the SWK Procurement Manual.   These responsibilities are summarized as follows:
•	Enforce adequate policies regarding the standards of business conduct both external and internal which are contained in the SWK Procurement Manual and Employee Guidebook. Employees involved in the procurement of goods and services shall make reasonable efforts to determine that SWK qualified vendors and contractors are not owned or controlled by SWK employees or relatives of SWK employees. 
•	Avoid any involvement in unethical, compromising positions and conflicts of interest; 
•	Use competitive sourcing procedures and ensure debarred or suspended contractors are properly excluded from contract award.


",N,833097,1,,
6121,103008,2019,2019-002,"2019-002 (Noncompliance with documented procurement procedures)

Management Comments and Corrective Action:  During the course of their audit of financial results for the year ended August 31, 2019 PMB, through sampling of the population of all procured services, noted an instance where SWK did not meet its own Procurement Policies requiring three quotes for procured services between $25,000-$100,000.  The instance of noncompliance noted was for a telephone service contract serving only four of its twenty-eight Unaccompanied Minor shelters and dated back to 2014.  

Given the accelerated timelines funding agencies generally ask SWK to operationalize facilities, at times in the past, telephone services for shelters were carried over using the carrier already servicing the respective buildings from previous tenants, therefore bypassing the process laid out by SWK’s Procurement Policy.  

As noted in response to Finding 2019-001 above SWK hired a Procurement Manager to more fully develop the SWK Procurement function to ensure policies, procedures, and purchasing practices comply with the Federal Acquisition Regulation, Code of Federal Regulations, commercial procurement policies and any other unique and applicable customer procurement requirements.  This will include stringent adherence guidelines that are tiered based on procurement levels.  

Implemented Date of Corrective Action: July 29, 2019

Person Responsible for Corrective Action: Eric Marin, Chief Financial Officer
",N,833097,1,,
9964,164686,2019,2019-007,The district’s treasurer will review the unallowable costs with The Nutrition Group to assure that the district is provided detailed invoices for every purchase made.  Sales tax will no longer be paid to vendors or will be refunded by The Nutrition Group appropriately. Gift cards will be monitored to assure they are not given to students that do not eat in the cafeteria.  Travel reimbursements and liability insurance will be reviewed to determine what needs approval prior to payment by the Niles School Board. ,N,839098,1,,
9965,164686,2019,2019-004,"The district’s current Treasurer will assure that all future Federal Award revenues and expenditures are properly reported.  Backup documentation from the district’s accounting system will be used to enter the figures into the Schedule of Federal Awards.  The Federal Programs will be listed by fund and award year. Lunch Program will be separated by School Lunch, School Breakfast and Commodities received.",N,839098,1,,
9966,164686,2019,2019-003,"The district will assign an additional employee in the Board of Education office to review all applications to assure there are no errors and to properly assign reduced, free or paid status to students. The Food Service Management Company will be expected to finalize all applications after the Board employee reviews.",N,839098,1,,
9967,164686,2019,2019-002,The district’s current Treasurer has corrected the issue with the ODE.,N,839098,1,,
9968,164686,2019,2019-005,"The district treasurer will meet with Lisa Good at least quarterly to review suspension and debarment documentation.  In addition, The Nutrition Group has created a shared file that contains suspension and debarment documents that can be reviewed by the district at any point in time to assure state and local laws are being followed in the best interests of the district and audit purposes.",N,839098,1,,
9969,164686,2019,2019-006,"As requested of The Nutrition Group, all claims for reimbursement are now sent to the district’s treasurer for review.  ",N,839098,1,,
9728,171646,2019,2019-005,"Management Response:

The responsibility of grants has been assigned to the Finance Department.  The City Recorder will oversee and maintain grant documentation.
",N,840143,1,,
9729,171646,2019,2019-001,"Management Response:
The City feels we meet our internal needs and it is not cost beneficial to hire a third party to prepare the financial statements.
",N,840143,1,,
11222,203669,2019,2019-002,"2019-002: Federal Procurement Requirements for Policies and Documentation
a. Responsible Official's Response: Management will modify its internal control practices
as needed to ensure vendor selection rationale is more clearly documented consistent
with current federal requirements. In the particular health insurance instance cited, we
strongly believe our current health insurance vendor is the only reasonably viable option
for the quality of health coverage for our small business with less than 10 insured
employees while still maintaining reasonable premiums. We investigated The Affordable
Care Act and found that both the cost and quality of coverage was unsatisfactory.
b. Planned Implementation Date of Corrective Action: Management will implement this
change immediately.",N,830778,1,,
11223,203669,2019,2019-001,"Finding 2019-001: Federal Procurement Requirements for Suspension and Debarment
a. Responsible Official's Response: Management will modify its internal control practices
to ensure procurement activities are consistent with current federal requirements and
specifically with regard to ensuring contractual parties are not disbarred.
b. Planned Implementation Date of Corrective Action: Management will implement this
change immediately.",N,830778,1,,
12261,237641,2019,2019-005,See Corrective Action Plan within uploaded audit report.,Y,842398,1,,
14529,239411,2019,2019-001,"The Board of Directors has already hired a new Executive Director and a Finance Manager and expects to be in compliance with the filing of the Organization’s June 30, 2020 audit report and other financial information",N,858344,1,,
6024,156552,2019,2019-004,"Finding No. 2019-004
Information on the US Department TRIO Cluster - Student Financial Aid Cluster (State Award Year 7/1/18 to 6/ 30/ 19) .
Talent Search (CFDA 84.044)
Upward Bound (CFDA 84.047).
Condition
The College incurred costs that do not meet the general criteria in order to be allowable under federal awards; the costs were not reasonable and were not of sound business practice.
.Management's Response

The college acknowledges some confusion around certain grant related expenditures. However, all expenditures whether grant funded or college funded go through an automated approval process, so expenditures were approved. There is sometimes ambiguity over allowed costs. When this occurs the college attempts to get clarification from the lending agency, we will continue to do so.
Corrective Action
The college will continue to monitor grants and grant related expenditures. We believe this was an isolated instance. Training will continue by Finance personnel on allowable and unallowable expenditures. The college has a board approved grant manual to address these questions.
Responsible Division
Vice-President for Finance/Finance & Accounting/Grants
Implementation Date
Ongoing
",N,816734,1,,
6025,156552,2019,2019-003,"Finding No. 2019-003
Information on the US Department of Education Student Financial Aid Cluster - Student Financial Aid Cluster (State Award Year 7/1/18 to 6/30/19)
Federal Direct Loan Federal Pell Grants

Condition
(CFDA 84.268)

(CFDA 84.063)
The College reported graduated students as withdrawn to the NSLDS.
Management's Response

The college acknowledges the issue surrounding this enrollment reporting condition. The procedures surrounding this process are being revamped, and we believe that students who have withdrawn or never attended will be correctly reported as such.
Corrective Action
A team of staff has been assembled to completely revise the registration and related deregistration process. This includes withdraws and never-attended reporting. We believe this new process will significantly reduce the likelihood of this situation reoccurring.
Responsible Division
College President/Vice-President for Student Affairs
Implementation Date
Fiscal Year 2020, on-going and in place as of 1.1.2020
",N,816734,1,,
6026,156552,2019,2019-001,"Finding 2019-001 Return of Title IV Funds
Information on the US Department of Education Student Financial Aid Cluster - Student Financial Aid Cluster (State Award Year 7/1/18 to 6/30/19)
Federal Direct Loan
FSEOG

Federal Pell Grants

Condition
(CFDA 84.268)
(CFDA 84.007)

(CFDA 84.063)
The College did not identify, in a timely manner, students who ceased academic attendance. As a result, a Return of Title IV Funds Calculation (""return calculation"") was not performed in a timely manner.

Management's Response

The college acknowledges the issue surrounding the return of Title IV funds in a timely manner. The college also recognizes the need for timely refunds of all financial aid monies when warranted and required by state, local or federal statute. The college further acknowledges this finding is a repeat of a prior year finding
During fiscal year 2018 the Financial Aid Director retired, there was a period where the position was vacant and as a result, certain tasks and verifications were not performed in a timely manner. A new Financial Aid Director was hired late in Fiscal Year 2018 and began to implement processes to ascertain all verifications were done properly. Since this hiring however, the position of Financial Aid Director has become vacant again. The college is in the process of hiring a new Director. This transition in Financial Aid directors has directly impacted the college's ability to return some Title IV funds in a timely manner
During calendar year 2019, a permanent, full-time Director of Financial Aid has been hired and is putting
in place steps to see that Title IV funds are returned properly and timely.
Corrective Action
The College will establish procedures to capture all students who cease academic attendance requiring a Return of Title IV Calculation to be performed in a timely manner. On-going training is also a priority and financial aid staff will be trained and/or re-trained accordingly in the rules ofTitle IV and return of funds.
Responsible Division
Vice-President for Finance/Director of Financial Aid
Implementation Date
Targeted for April 1, 2020 or prior
",N,816734,1,,
6027,156552,2019,2019-002,"Finding No. 2019-002 (Pell Grant Over-award)
Information on the US Department of Education Student Financial Aid Cluster - Student Financial Aid Cluster (State Award Year 7/1/18 to 6/30/19}
Federal Pell Grant
Condition
(CFDA 84.063}
The College did not recalculate Pell Grant Awards for students who never began attendance in one of their classes for that payment period. As a result, Pell Grant over-awards occurred.
Management's Response

The college acknowledges the over-award in the cases identified during the audit. The process of identifying changes in a student's enrollment status is somewhat manual. We believe this was a one­ time instance post 2018, as the financial aid team has been trained. The college further acknowledges this finding is a repeat of a prior year finding
In addition, through the use of technology and in particular blackboard, this reporting of students has become has become more automated and the college can track which faculty are and are not reporting this information.
The college continually works to achieve 100% participation in this important reporting requirement.
Corrective Action
The college will continue with our progress in this area, during the last reporting period we had 80% of all full-time faculty use blackboard to report attendance, this is a significant improvement over past periods. At the beginning of each academic year, the college's finance staff, specifically the Bursar, makes a presentation to full-time and adjunct faculty on the importance of reporting the students who have never attended, this will continue each and every semester.
Responsible Division
Vice-President for Finance/Director of Financial Aid
Implementation Date
Ongoing, FY2020 an onward.
",N,816734,1,,
8930,238438,2019,2019-001,"Name of auditee:  Pacific Housing Development, Inc.

HUD auditee identification number:  122-HD158-CMI-NP

Name of audit firm:  Dauby O'Connor & Zaleski, LLC	

Period covered by the audit:  Year ended December 31, 2019

CAP prepared by

	Name:  Christien Tran

	Position:  Management agent representative

	Telephone number:  323-838-8556

Current Findings on the Schedule of Findings, Questioned Costs, and Recommendations

Statement of condition #2019-001: For the year ended December 31, 2018, the Corporation did not submit audited financial statements to the Federal Audit Clearinghouse within 30 calendar days after receipt of the auditor's report on March 31, 2019. The audited financial statements were submitted to the Federal Audit Clearinghouse on May 10, 2019.

Recommendation: The Corporation should submit audited financial statements to the Federal Audit Clearinghouse within the time frames required.

Action(s) Taken or Planned on the Finding: Management concurs with the finding and agrees with the auditor's recommendation. The audited financial statements have been submitted to the Federal Audit Clearinghouse. No further action required.
",N,838230,1,,
13877,57041,2019,2019-006,The Organization will implement controls to ensure that the sliding fee is applied as per the schedule and adequate documentation is maintained for all encounters. A great deal of this will be resolved using our new EMR system,N,851093,1,,
13878,57041,2019,2019-004,The Organization will adhere to written grant procedures to ensure proper identification of all federal awards.,N,851093,1,,
13879,57041,2019,2019-005,The Organization will adhere to written policy for cash management to minimize the time elapsing between the transfer of federal award funds and the disbursement of these funds by the health center. Advantage has revised its written procedures in September 2019 to ensure compliance.,N,851093,1,,
13880,57041,2019,2019-007,The Organization will adhere to written grant procedures to ensure timely submission of all grant related reporting.,N,851093,1,,
13881,57041,2019,2019-008,The Organization will implement controls to ensure that the proper supporting documents are retained when completing all UDS reports.,N,851093,1,,
1582,101232,2019,2019-002,"Baylor University 
Federal and State Financial Assistance Programs
Year Ended May 31, 2019

CORRECTIVE ACTION PLAN


Audit Finding Reference: 2019-002
Planned Corrective Action:
The University identified errors related to the return of Title IV funds calculations and has corrected each error within Banner, the University’s software product used in maintaining student information.  The errors were limited to students enrolled in online programs that operate on a different term calendar than standard semester programs.  Improvements were implemented as follows:  
•	To ensure programs outside of the standard two semester calendar terms reflect the correct enrollment start dates, end dates, and applicable break days, the University implemented a standard set of trimester and quarter calendars within Banner beginning Fall 2019.  
•	Student Financial Aid will complete the initial withdrawal within each program for each semester, trimester and quarter terms using the federal withdrawal calculator on FAA Access and in Banner.  These two independent calculations will then be compared in order to ensure return of Title IV funds calculations are accurate, timely, and in accordance with the U.S. Department of Education’s Federal Student Aid Handbook.  


Contact Person:
Director, General Ledger & Grants Accounting
Baylor University
Phone:  (254) 710-3454
",N,812243,1,,
1583,101232,2019,2019-001,"Baylor University 
Federal and State Financial Assistance Programs
Year Ended May 31, 2019

CORRECTIVE ACTION PLAN

Audit Finding Reference: 2019-001
Planned Corrective Action:
The Office of the Registrar obtained an exception report of all students who were reported but not processed by the National Student Clearinghouse (Clearinghouse).  Students’ statuses and graduation dates to the National Student Loan Data System (NSLDS) were updated to reflect graduated status and the appropriate graduation dates.  Improvements were implemented in Spring 2019 to the processes as follows:
•	Review exception reports upon each file transmission to the Clearinghouse and update enrollment statuses, manually, for applicable students.
•	Student Financial Aid and the Office of the Registrar are continuing to research recommended practices and correction procedures with the Department of Education, Ellucian (Banner) and the Clearinghouse.
•	Designated Financial Aid staff person will review and NSLDS generated report of all withdrawals each semester and coordinate necessary enrollment status updates with the Clearinghouse.  


Contact Person:  

Director, General Ledger & Grants Accounting
Baylor University
Phone:  (254) 710-3454

",N,812243,1,,
3708,123525,2019,2019-001,"The functional technology staff in the Financial Aid Office has updated their procedures and checklists to ensure cost of attendance and needs analysis process are run with the proper timing.  The Associate Director overseeing functional technology is directly responsible for ensuring the process runs successfully by their staff and reporting issues or anomalies immediately as they are discovered to the Director of Financial Aid.  This responsibility has been affirmed with the Associate Director.  The current monthly Pell reconciliations process and reports were enhanced in direct response to the matter.  This matter was reviewed in detail with the Pell Grant coordinator and Associate Director overseeing compliance.  It has been affirmed with both of these staff members, that identifying and reporting issues or anomalies immediately to the Director of Financial Aid is their responsibility.      ",N,824607,1,,
4644,143452,2019,2019-001,"Contact Person Responsible for Correction Action: Brent Freeman Contact Phone Number: 317.226.3852 View of Responsible Official: Indianapolis Public Schools agrees with the finding. While supporting documentation was not consistently maintained for the graduation cohorts that were audited, it should be noted that a cohort embodies four years of processes and procedures. The district has established and implemented the processes and procedures identified in our previous correction plan to ensure that state and federal requirements are met. Schools are currently implementing these processes and procedures that follow State IDOE exit guidelines. Description of Corrective Action Plan: The following practices and procedures have been implemented to ensure that proper cohort withdrawal documentation is maintained for students leaving the Indianapolis Public School system as outlined bu the Indiana Department of Education. District Level -Provide schools with updated IDOE exit guidelines outlined by the Indiana Department of Education -- Provide a district wide training for all registrars and school secretaries responsible for withdrawing students and maintaining student records. - Require Cohort Withdrawal Documentation Notebooks for all high schools. - Implement random district Cohort Withdrawal Documentation Notebook checks. - Train district staff on the difference between Stat guidelines and Federal guidelines. School-Based - Create and maintain Cohort Documentation Notebooks for each cohort year. -Follow up within a minimum of two weeks of a student withdrawing to obtain any documentation that has not been received. - School based staff will cross reference the state cohort report with documentation on file monthly and follow up on any missing documentation and/or needed corrections. - Submit monthly Cohort Monitoring Reports to the Unified Student Supports Department. - Principal will check and verify the graduating Cohort's documentation and submit a Verification Form. Anticipated Completion Date: Implementation during the 2019-2020 school year.",N,815179,1,,
