ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
30567038,11592420182,2018,115924,2,14.856,LOWER INCOME HOUSING ASSISTANCE PROGRAM_SECTION 8 MODERATE REHABILITATION,232031,N,,,,,,Y,14,856,920072904,14,,,,N,0,,0,,,N,,232031,0,,LOWER INCOME HOUSING ASSISTANCE PROGRAM_SECTION 8 MODERATE REHABILITATION
29363784,12981720181,2018,129817,1,84.060,INDIAN EDUCATION_GRANTS TO LOCAL EDUCATIONAL AGENCIES,289399,N,,,,,,Y,84,060,920031096,84,,,,N,0,,0,S060A170426,,N,,289399,,,
29363929,129817201810,2018,129817,10,84.048,STAFF DEVELOPMENT CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,827,N,,,,,,N,84,048,920031096,84,,,,N,0,,0,,,N,,41182,,,
29363933,129817201811,2018,129817,11,10.553,SCHOOL BREAKFAST PROGRAM,113870,N,,,,,,N,10,553,920031096,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,113870,677657,,
29363936,129817201812,2018,129817,12,10.555,NATIONAL SCHOOL LUNCH PROGRAM,487823,N,,,,,,N,10,555,920031096,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,539624,677657,,
29363972,129817201813,2018,129817,13,10.555,NATIONAL SCHOOL SNACK PROGRAM,4369,N,,,,,,N,10,555,920031096,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,539624,677657,,
29363976,129817201814,2018,129817,14,10.555,COMMODITIES,47432,N,,,,,,N,10,555,920031096,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,539624,677657,,
29363980,129817201815,2018,129817,15,10.559,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN,24163,N,,,,,,N,10,559,920031096,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,24163,677657,,
29363986,129817201816,2018,129817,16,10.582,FRESH FRUIT AND VEGETABLE PROGRAM,14350,N,,,,,,N,10,582,920031096,10,,,,N,0,,0,FF 18.KGSD.01,,N,,80901,,,
29363991,129817201817,2018,129817,17,10.582,FRESH FRUIT AND VEGETABLE PROGRAM,66551,N,,,,,,N,10,582,920031096,10,,,,N,0,,0,FF 18.KGSD.02,,N,,80901,,,
29363803,12981720182,2018,129817,2,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,558110,N,,,,,,N,84,010,920031096,84,,,,N,0,,0,IP 18.KGSD.01,,N,,558110,,,
29363813,12981720183,2018,129817,3,84.027,TITLE VI-B SPECIAL EDUCATION_GRANTS TO STATES,640195,Y,,,,,,N,84,027,920031096,84,U,,,N,0,,0,SE 18.KGSD.01,SPECIAL EDUCATION CLUSTER (IDEA),N,,640195,659220,,
29363857,12981720184,2018,129817,4,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,19025,Y,,,,,,N,84,173,920031096,84,U,,,N,0,,0,SE 18.KGSD.01,SPECIAL EDUCATION CLUSTER (IDEA),N,,19025,659220,,
29363860,12981720185,2018,129817,5,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,40355,N,,,,,,N,84,048,920031096,84,,,,N,0,,0,EK 18.KGSD.01,,N,,41182,,,
29363862,12981720186,2018,129817,6,84.424,TITLE IV-A STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,24449,N,,,,,,N,84,424,920031096,84,,,,N,0,,0,IP 18.KGSD.01,,N,,24449,,,
29363867,12981720187,2018,129817,7,84.367,TITLE II-A IMPROVING TEACHER QUALITY STATE GRANTS,219812,N,,,,,,N,84,367,920031096,84,,,,N,0,,0,IP 18.KGSD.01,,N,,219812,,,
29363874,12981720188,2018,129817,8,84.356,FUTURE EDUCATORS ALASKA NATIVE EDUCATIONAL PROGRAMS,15169,N,,,,,,N,84,356,920031096,84,,,,N,0,,0,S356A150061,,N,,71198,,,
29363878,12981720189,2018,129817,9,84.356,ALASKA STATEWIDE MEMBERSHIP ALASKA NATIVE EDUCATIONAL PROGRAMS,56029,N,,,,,,N,84,356,920031096,84,,,,N,0,,0,,,N,,71198,,,
31484489,13774820181,2018,137748,1,10.553,SCHOOL BREAKFAST PROGRAM,1715043,N,,,,,,N,10,553,586000277,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,1715043,6554522,,SCHOOL BREAKFAST PROGRAM
31484498,137748201810,2018,137748,10,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,7640,N,,,,,,N,84,365,586000277,84,,,,N,0,,0,,,N,,7640,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31484499,137748201811,2018,137748,11,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,4167,N,,,,,,N,84,424,586000277,84,,,,N,0,,0,,,N,,4167,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
31484503,137748201815,2018,137748,15,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,2460016,N,,,,,,N,84,010,586000277,84,,,,N,0,,0,,,N,,2821871,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31484500,137748201812,2018,137748,12,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,88899,N,,,,,,N,84,367,586000277,84,,,,N,0,,0,,,N,,337492,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31484501,137748201813,2018,137748,13,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,248593,N,,,,,,N,84,367,586000277,84,,,,N,0,,0,,,N,,337492,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31484502,137748201814,2018,137748,14,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,361855,N,,,,,,N,84,010,586000277,84,,,,N,0,,0,,,N,,2821871,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31484504,137748201816,2018,137748,16,84.041,IMPACT AID,279443,N,,,,,,Y,84,041,586000277,84,,,,N,0,,0,DEPARTMENT OF THE DEFENSE,,N,,11003152,0,,IMPACT AID
31484505,137748201817,2018,137748,17,12.U01,R.O.T.C. PROGRAM,137375,N,,,,,,Y,12,U01,586000277,12,,,,N,0,,0,DEPARTMEN OF THE ARMY,,N,,137375,0,,
31484490,13774820182,2018,137748,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,4839479,N,,,,,,N,10,555,586000277,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,4839479,6554522,,NATIONAL SCHOOL LUNCH PROGRAM
31484491,13774820183,2018,137748,3,84.041,IMPACT AID,10723709,Y,,,,,,Y,84,041,586000277,84,U,,,N,0,,0,,,N,,11003152,0,,IMPACT AID
31484492,13774820184,2018,137748,4,84.027,SPECIAL EDUCATION_GRANTS TO STATES,229424,Y,,,,,,N,84,027,586000277,84,U,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,1877855,1919331,,SPECIAL EDUCATION_GRANTS TO STATES
31484493,13774820185,2018,137748,5,84.027,SPECIAL EDUCATION_GRANTS TO STATES,1648431,Y,,,,,,N,84,027,586000277,84,U,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,1877855,1919331,,SPECIAL EDUCATION_GRANTS TO STATES
31484494,13774820186,2018,137748,6,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,41476,Y,,,,,,N,84,173,586000277,84,U,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,41476,1919331,,SPECIAL EDUCATION_PRESCHOOL GRANTS
31484495,13774820187,2018,137748,7,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,109734,N,,,,,,N,84,048,586000277,84,,,,N,0,,0,,,N,,109734,0,,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES
31484496,13774820188,2018,137748,8,84.196,EDUCATION FOR HOMELESS CHILDREN AND YOUTH,11465,N,,,,,,N,84,196,586000277,84,,,,N,0,,0,,,N,,46747,0,,EDUCATION FOR HOMELESS CHILDREN AND YOUTH
31484497,13774820189,2018,137748,9,84.196,EDUCATION FOR HOMELESS CHILDREN AND YOUTH,35282,N,,,,,,N,84,196,586000277,84,,,,N,0,,0,,,N,,46747,0,,EDUCATION FOR HOMELESS CHILDREN AND YOUTH
29540466,144343201811,2018,144343,11,20.526,BUS AND BUS FACILITIES FORMULA PROGRAM,675242,Y,,,,,,Y,20,526,421014354,20,U,,,N,0,,0,IA-2017-014,FEDERAL TRANSIT CLUSTER,N,,867845,9132319,,
29540456,14434320181,2018,144343,1,20.507,FEDERAL TRANSIT_FORMULA GRANTS,61291,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-90-X401,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540465,144343201810,2018,144343,10,20.526,BUS AND BUS FACILITIES FORMULA PROGRAM,192603,Y,,,,,,Y,20,526,421014354,20,U,,,N,0,,0,IA-2016-014,FEDERAL TRANSIT CLUSTER,N,,867845,9132319,,
29540467,144343201812,2018,144343,12,20.509,FORMULA GRANTS FOR RURAL AREAS,11507,N,,,,,,N,20,509,421014354,20,,,,N,0,,0,18-0031-194-16,,N,,11507,,,
29540468,144343201813,2018,144343,13,20.513,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES,183226,N,,,,,,Y,20,513,421014354,20,,,,N,0,,0,IA-2016-030,TRANSIT SERVICES PROGRAMS CLUSTER,N,,335435,335435,,
29540469,144343201814,2018,144343,14,20.513,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES,152209,N,,,,,,Y,20,513,421014354,20,,,,N,0,,0,IA-2017-016,TRANSIT SERVICES PROGRAMS CLUSTER,N,,335435,335435,,
29540457,14434320182,2018,144343,2,20.507,FEDERAL TRANSIT_FORMULA GRANTS,123576,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-90-X413,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540458,14434320183,2018,144343,3,20.507,FEDERAL TRANSIT_FORMULA GRANTS,1139880,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-2016-029,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540459,14434320184,2018,144343,4,20.507,FEDERAL TRANSIT_FORMULA GRANTS,1319091,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-2017-015,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540460,14434320185,2018,144343,5,20.507,FEDERAL TRANSIT_FORMULA GRANTS,3064164,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-2018-015,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540461,14434320186,2018,144343,6,20.507,FEDERAL TRANSIT_FORMULA GRANTS,900000,Y,,,,,,Y,20,507,421014354,20,U,,,N,0,,0,IA-2018-001,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540462,14434320187,2018,144343,7,20.507,FEDERAL TRANSIT_FORMULA GRANTS,105144,Y,,,,,,N,20,507,421014354,20,U,,,N,0,,0,2017-006-194-17,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540463,14434320188,2018,144343,8,20.507,FEDERAL TRANSIT_FORMULA GRANTS,206682,Y,,,,,,N,20,507,421014354,20,U,,,N,0,,0,2017-017-194-17,FEDERAL TRANSIT CLUSTER,N,,6919828,9132319,,
29540464,14434320189,2018,144343,9,20.500,FEDERAL TRANSIT_CAPITAL INVESTMENT GRANTS,1344646,Y,,,,,,Y,20,500,421014354,20,U,,,N,0,,0,IA-04-0130-00,FEDERAL TRANSIT CLUSTER,N,,1344646,9132319,,
30769538,15841820181,2018,158418,1,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN",5331137,N,,,,,,N,10,557,136007353,10,,,,N,0,,0,,,N,,7867161,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
30769547,158418201810,2018,158418,10,16.606,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM,258351,N,,,,,,Y,16,606,136007353,16,,,,N,0,,0,,,N,,258351,0,,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM
30769637,1584182018100,2018,158418,100,97.067,HOMELAND SECURITY GRANT PROGRAM,42761,N,,,,,,N,97,067,136007353,97,,,,N,0,,0,,,N,,4115418,0,,HOMELAND SECURITY GRANT PROGRAM
30769638,1584182018101,2018,158418,101,17.245,TRADE ADJUSTMENT ASSISTANCE,12065,N,,,,,,N,17,245,136007353,17,,,,N,0,,0,,,N,,12065,0,,TRADE ADJUSTMENT ASSISTANCE
30769639,1584182018102,2018,158418,102,97.106,SECURING THE CITIES PROGRAM,247291,N,,,,,,N,97,106,136007353,97,,,,N,0,,0,,,N,,247291,0,,SECURING THE CITIES PROGRAM
30769640,1584182018103,2018,158418,103,93.074,HOSPITAL PREPAREDNESS PROGRAM (HPP) AND PUBLIC HEALTH EMERGENCY PREPAREDNESS (PHEP) ALIGNED COOPERATIVE AGREEMENTS,148926,N,,,,,,N,93,074,136007353,93,,,,N,0,,0,,,N,,306163,0,,HOSPITAL PREPAREDNESS PROGRAM (HPP) AND PUBLIC HEALTH EMERGENCY PREPAREDNESS (PHEP) ALIGNED COOPERATIVE AGREEMENTS
30769641,1584182018104,2018,158418,104,16.922,EQUITABLE SHARING PROGRAM,152282,N,,,,,,Y,16,922,136007353,16,,,,N,0,,0,,,N,,152282,0,,EQUITABLE SHARING PROGRAM
30769642,1584182018105,2018,158418,105,21.016,EQUITABLE  SHARING,242226,N,,,,,,Y,21,016,136007353,21,,,,N,0,,0,,,N,,242226,0,,EQUITABLE  SHARING
30769548,158418201811,2018,158418,11,16.741,DNA BACKLOG REDUCTION PROGRAM,164799,N,,,,,,Y,16,741,136007353,16,,,,N,0,,0,,,N,,164799,0,,DNA BACKLOG REDUCTION PROGRAM
30769549,158418201812,2018,158418,12,16.560,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS",23216,N,,,,,,N,16,560,136007353,16,,,,N,0,,0,,,N,,23216,0,,"NATIONAL INSTITUTE OF JUSTICE RESEARCH, EVALUATION, AND DEVELOPMENT PROJECT GRANTS"
30769550,158418201813,2018,158418,13,16.575,CRIME VICTIM ASSISTANCE,209956,N,,,,,,N,16,575,136007353,16,,,,N,0,,0,,,N,,209956,0,,CRIME VICTIM ASSISTANCE
30769554,158418201817,2018,158418,17,16.742,PAUL COVERDELL FORENSIC SCIENCES IMPROVEMENT GRANT PROGRAM,22571,N,,,,,,N,16,742,136007353,16,,,,N,0,,0,,,N,,45731,0,,PAUL COVERDELL FORENSIC SCIENCES IMPROVEMENT GRANT PROGRAM
30769551,158418201814,2018,158418,14,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,66750,N,,,,,,N,16,588,136007353,16,,,,N,0,,0,,,N,,133500,0,,VIOLENCE AGAINST WOMEN FORMULA GRANTS
30769552,158418201815,2018,158418,15,16.588,VIOLENCE AGAINST WOMEN FORMULA GRANTS,66750,N,,,,,,N,16,588,136007353,16,,,,N,0,,0,,,N,,133500,0,,VIOLENCE AGAINST WOMEN FORMULA GRANTS
30769553,158418201816,2018,158418,16,16.742,PAUL COVERDELL FORENSIC SCIENCES IMPROVEMENT GRANT PROGRAM,23160,N,,,,,,N,16,742,136007353,16,,,,N,0,,0,,,N,,45731,0,,PAUL COVERDELL FORENSIC SCIENCES IMPROVEMENT GRANT PROGRAM
30769555,158418201818,2018,158418,18,17.268,H-1B JOB TRAINING GRANTS,6578331,Y,,,,,,Y,17,268,136007353,17,U,,,N,0,,1627373,,,Y,,6578331,0,,H-1B JOB TRAINING GRANTS
30769556,158418201819,2018,158418,19,17.274,YOUTHBUILD,439191,N,,,,,,Y,17,274,136007353,17,,,,N,0,,0,,,N,,439191,0,,YOUTHBUILD
30769539,15841820182,2018,158418,2,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN",2536024,N,,,,,,N,10,557,136007353,10,,,,N,0,,0,,,N,,7867161,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
30769557,158418201820,2018,158418,20,17.270,REINTEGRATION OF EX-OFFENDERS,469566,N,,,,,,Y,17,270,136007353,17,,,,N,0,,0,,,N,,469566,0,,REINTEGRATION OF EX-OFFENDERS
30769558,158418201821,2018,158418,21,17.258,WIA ADULT PROGRAM,1436820,N,,,,,,N,17,258,136007353,17,,,,N,0,,64960,,WIA CLUSTER,Y,,1436820,3248351,,WIA ADULT PROGRAM
30769559,158418201822,2018,158418,22,17.259,WIA YOUTH ACTIVITIES,1001733,N,,,,,,N,17,259,136007353,17,,,,N,0,,512797,,WIA CLUSTER,Y,,1001733,3248351,,WIA YOUTH ACTIVITIES
30769560,158418201823,2018,158418,23,17.278,WIA DISLOCATED WORKER FORMULA GRANTS,809798,N,,,,,,N,17,278,136007353,17,,,,N,0,,0,,WIA CLUSTER,N,,809798,3248351,,WIA DISLOCATED WORKER FORMULA GRANTS
30769561,158418201824,2018,158418,24,17.282,TRADE ADJUSTMENT ASSISTANCE COMMUNITY COLLEGE AND CAREER TRAINING (TAACCCT) GRANTS,247,N,,,,,,N,17,282,136007353,17,,,,N,0,,0,,,N,,247,0,,TRADE ADJUSTMENT ASSISTANCE COMMUNITY COLLEGE AND CAREER TRAINING (TAACCCT) GRANTS
30769562,158418201825,2018,158418,25,17.261,"WIA PILOTS, DEMONSTRATIONS, AND RESEARCH PROJECTS",352942,N,,,,,,N,17,261,136007353,17,,,,N,0,,0,,,N,,352942,0,,"WIA PILOTS, DEMONSTRATIONS, AND RESEARCH PROJECTS"
30769563,158418201826,2018,158418,26,17.235,SENIOR COMMUNITY SERVICE EMPLOYMENT PROGRAM,293705,N,,,,,,N,17,235,136007353,17,,,,N,0,,0,,,N,,293705,0,,SENIOR COMMUNITY SERVICE EMPLOYMENT PROGRAM
30769564,158418201827,2018,158418,27,20.106,AIRPORT IMPROVEMENT PROGRAM,3189146,Y,,,,,,Y,20,106,136007353,20,U,,,N,1,,0,,,N,,3189146,0,,AIRPORT IMPROVEMENT PROGRAM
30769565,158418201828,2018,158418,28,20.526,BUS AND BUS FACILITIES FORMULA PROGRAM,26775,N,,,,,,Y,20,526,136007353,20,,,,N,0,,0,,FEDERAL TRANSIT CLUSTER,N,,26775,22729105,,BUS AND BUS FACILITIES FORMULA PROGRAM
30769566,158418201829,2018,158418,29,20.507,FEDERAL TRANSIT_FORMULA GRANTS,22702330,N,,,,,,Y,20,507,136007353,20,,,,N,0,,0,,FEDERAL TRANSIT CLUSTER,N,,22702330,22729105,,FEDERAL TRANSIT_FORMULA GRANTS
30769540,15841820183,2018,158418,3,93.674,CHAFEE FOSTER CARE INDEPENDENCE PROGRAM,1066481,N,,,,,,Y,93,674,136007353,93,,,,N,0,,411700,,,Y,,1066481,0,,CHAFEE FOSTER CARE INDEPENDENCE PROGRAM
30769567,158418201830,2018,158418,30,20.513,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES,636743,N,,,,,,Y,20,513,136007353,20,,,,N,0,,0,,TRANSIT SERVICES PROGRAMS CLUSTER,N,,636743,1747600,,ENHANCED MOBILITY OF SENIORS AND INDIVIDUALS WITH DISABILITIES
30769568,158418201831,2018,158418,31,20.516,JOB ACCESS AND REVERSE COMMUTE PROGRAM,1110857,N,,,,,,Y,20,516,136007353,20,,,,N,0,,0,,TRANSIT SERVICES PROGRAMS CLUSTER,N,,1110857,1747600,,JOB ACCESS AND REVERSE COMMUTE PROGRAM
30769569,158418201832,2018,158418,32,20.205,HIGHWAY PLANNING AND CONSTRUCTION,3170400,N,,,,,,N,20,205,136007353,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,4742984,4742984,,HIGHWAY PLANNING AND CONSTRUCTION
30769570,158418201833,2018,158418,33,20.205,HIGHWAY PLANNING AND CONSTRUCTION,1057381,N,,,,,,N,20,205,136007353,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,4742984,4742984,,HIGHWAY PLANNING AND CONSTRUCTION
30769571,158418201834,2018,158418,34,20.205,HIGHWAY PLANNING AND CONSTRUCTION,515203,N,,,,,,N,20,205,136007353,20,,,,N,0,,0,,HIGHWAY PLANNING AND CONSTRUCTION CLUSTER,N,,4742984,4742984,,HIGHWAY PLANNING AND CONSTRUCTION
30769572,158418201835,2018,158418,35,20.703,INTERAGENCY HAZARDOUS MATERIALS PUBLIC SECTOR TRAINING AND PLANNING GRANTS,4190,N,,,,,,N,20,703,136007353,20,,,,N,0,,0,,,N,,4190,0,,INTERAGENCY HAZARDOUS MATERIALS PUBLIC SECTOR TRAINING AND PLANNING GRANTS
30769573,158418201836,2018,158418,36,20.600,STATE AND COMMUNITY HIGHWAY SAFETY,61363,N,,,,,,N,20,600,136007353,20,,,,N,0,,0,,HIGHWAY SAFETY CLUSTER,N,,229667,294095,,STATE AND COMMUNITY HIGHWAY SAFETY
30769574,158418201837,2018,158418,37,20.600,STATE AND COMMUNITY HIGHWAY SAFETY,168304,N,,,,,,N,20,600,136007353,20,,,,N,0,,0,,HIGHWAY SAFETY CLUSTER,N,,229667,294095,,STATE AND COMMUNITY HIGHWAY SAFETY
30769575,158418201838,2018,158418,38,20.616,NATIONAL PRIORITY SAFETY PROGRAMS,64428,N,,,,,,N,20,616,136007353,20,,,,N,0,,0,,HIGHWAY SAFETY CLUSTER,N,,64428,294095,,NATIONAL PRIORITY SAFETY PROGRAMS
30769576,158418201839,2018,158418,39,66.472,BEACH MONITORING AND NOTIFICATION PROGRAM IMPLEMENTATION GRANTS,34305,N,,,,,,N,66,472,136007353,66,,,,N,0,,0,,,N,,34305,0,,BEACH MONITORING AND NOTIFICATION PROGRAM IMPLEMENTATION GRANTS
30769541,15841820184,2018,158418,4,10.558,CHILD AND ADULT CARE FOOD PROGRAM,9794,N,,,,,,N,10,558,136007353,10,,,,N,0,,0,,,N,,9794,0,,CHILD AND ADULT CARE FOOD PROGRAM
30769577,158418201840,2018,158418,40,84.042,TRIO_STUDENT SUPPORT SERVICES,263775,N,,,,,,Y,84,042,136007353,84,,,,N,0,,0,,TRIO CLUSTER,N,,263775,263775,,TRIO_STUDENT SUPPORT SERVICES
30769578,158418201841,2018,158418,41,84.007,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS,401947,Y,,,,,,Y,84,007,136007353,84,U,,,N,0,,0,,STUDENT FINANCIAL AID,N,,401947,27395998,,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS
